op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
14,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,shared_expert,gate_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[13],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.gate_proj,aten.mm.default,[model.layers.0.mlp.shared_expert.gate_proj.weight],decode,False
15,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,shared_expert,act_fn,silu,"[[B, d_moe]]",,,"[[B, d_moe]]",[14],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.act_fn,aten.silu.default,[],decode,False
16,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,shared_expert,up_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[13],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.up_proj,aten.mm.default,[model.layers.0.mlp.shared_expert.up_proj.weight],decode,False
17,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,shared_expert,,elementwise_mul,"[[B, d_moe], [B, d_moe]]",,,"[[B, d_moe]]","[15, 16]",0,mlp,shared_expert,2,model.layers.0.mlp.shared_expert,aten.mul.Tensor,[],decode,False
18,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,shared_expert,down_proj,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[17],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.down_proj,aten.mm.default,[model.layers.0.mlp.shared_expert.down_proj.weight],decode,False
19,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[13],0,mlp,gate,2,model.layers.0.mlp.gate,aten.mm.default,[model.layers.0.mlp.gate.weight],decode,False
20,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[19],0,mlp,gate,2,model.layers.0.mlp.gate,aten._softmax.default,[],decode,False
21,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,experts,,grouped_matmul,"[[k, d_model], [d_moe, d_model, 2*d_moe], [d_moe]]","[d_moe, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[13, 20]",0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.gate_up_proj],decode,False
22,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[21],0,mlp,experts,3,model.layers.0.mlp.experts.act_fn,aten.silu.default,[],decode,False
23,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[21, 22]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],decode,False
24,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,experts,,grouped_matmul,"[[k, d_moe], [d_moe, E, d_model], [d_moe]]","[d_moe, d_model, E]",1,"[[k, d_model]]","[20, 23]",0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.down_proj],decode,False
25,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[20, 24]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],decode,False
26,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[20, 25]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.sum.dim_IntList,[],decode,True
27,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,shared_expert_gate,,matmul,"[[B, d_model], [d_model, 1]]","[1, d_model]",1,"[[B, 1]]",[13],0,mlp,shared_expert_gate,2,model.layers.0.mlp.shared_expert_gate,aten.mm.default,[model.layers.0.mlp.shared_expert_gate.weight],decode,False
28,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,,,sigmoid,"[[B, 1]]",,,"[[B, 1]]",[27],0,mlp,,1,model.layers.0.mlp,aten.sigmoid.default,[],decode,False
29,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,,,elementwise_mul,"[[B, 1], [B, d_model]]",,,"[[B, d_model]]","[18, 28]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],decode,False
30,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",mlp,,,elementwise_add,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[26, 29]",0,mlp,,1,model.layers.0.mlp,aten.add.Tensor,[],decode,False
31,attn+MoE,36,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[12, 30]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
32,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",input_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[31],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.input_layernorm.weight],decode,False
33,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,q_proj,,matmul,"[[B, d_model], [d_model, 2*n_h*d_head]]","[2*n_h*d_head, d_model]",1,"[[B, 2*n_h*d_head]]",[32],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],decode,False
34,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,q_norm,,rmsnorm,"[[B, 1, n_h, d_head]]",[d_head],-1,"[[B, 1, n_h, d_head]]",[33],3,self_attn,q_norm,2,model.layers.3.self_attn.q_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.q_norm.weight],decode,False
35,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[32],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],decode,False
36,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,k_norm,,rmsnorm,"[[B, 1, n_kv, d_head]]",[d_head],-1,"[[B, 1, n_kv, d_head]]",[35],3,self_attn,k_norm,2,model.layers.3.self_attn.k_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.k_norm.weight],decode,False
37,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[32],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],decode,False
38,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[34, 36]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
39,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[38],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],decode,False
40,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[37, 39]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
41,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,sigmoid,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[33],3,self_attn,,1,model.layers.3.self_attn,aten.sigmoid.default,[],decode,False
42,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[40, 41]",3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],decode,False
43,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[31, 42]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
44,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",post_attention_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[43],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.post_attention_layernorm.weight],decode,False
45,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,shared_expert,gate_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[44],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.gate_proj.weight],decode,False
46,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,shared_expert,act_fn,silu,"[[B, d_moe]]",,,"[[B, d_moe]]",[45],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.act_fn,aten.silu.default,[],decode,False
47,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,shared_expert,up_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[44],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.up_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.up_proj.weight],decode,False
48,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,shared_expert,,elementwise_mul,"[[B, d_moe], [B, d_moe]]",,,"[[B, d_moe]]","[46, 47]",3,mlp,shared_expert,2,model.layers.3.mlp.shared_expert,aten.mul.Tensor,[],decode,False
49,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,shared_expert,down_proj,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[48],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.down_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.down_proj.weight],decode,False
50,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[44],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],decode,False
51,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[50],3,mlp,gate,2,model.layers.3.mlp.gate,aten._softmax.default,[],decode,False
52,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,experts,,grouped_matmul,"[[k, d_model], [d_moe, d_model, 2*d_moe], [d_moe]]","[d_moe, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[44, 51]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],decode,False
53,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[52],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],decode,False
54,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[52, 53]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
55,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,experts,,grouped_matmul,"[[k, d_moe], [d_moe, E, d_model], [d_moe]]","[d_moe, d_model, E]",1,"[[k, d_model]]","[51, 54]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],decode,False
56,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[51, 55]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
57,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[51, 56]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],decode,True
58,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,shared_expert_gate,,matmul,"[[B, d_model], [d_model, 1]]","[1, d_model]",1,"[[B, 1]]",[44],3,mlp,shared_expert_gate,2,model.layers.3.mlp.shared_expert_gate,aten.mm.default,[model.layers.3.mlp.shared_expert_gate.weight],decode,False
59,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,,,sigmoid,"[[B, 1]]",,,"[[B, 1]]",[58],3,mlp,,1,model.layers.3.mlp,aten.sigmoid.default,[],decode,False
60,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,,,elementwise_mul,"[[B, 1], [B, d_model]]",,,"[[B, d_model]]","[49, 59]",3,mlp,,1,model.layers.3.mlp,aten.mul.Tensor,[],decode,False
61,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",mlp,,,elementwise_add,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[57, 60]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],decode,False
62,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[43, 61]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
63,norm,1,,model,norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[62],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.norm.weight],decode,False
64,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[63],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
