op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
11,attn,48,0-47,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[10],0,mlp,c_fc,2,transformer.h.0.mlp.c_fc,aten.addmm.default,"[transformer.h.0.mlp.c_fc.bias, transformer.h.0.mlp.c_fc.weight]",decode,False
12,attn,48,0-47,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[11],0,mlp,act,2,transformer.h.0.mlp.act,aten.mul.Tensor,[],decode,False
13,attn,48,0-47,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[11],0,mlp,act,2,transformer.h.0.mlp.act,aten.mul.Tensor,[],decode,False
14,attn,48,0-47,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[11, 13]",0,mlp,act,2,transformer.h.0.mlp.act,aten.add.Tensor,[],decode,False
15,attn,48,0-47,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[14],0,mlp,act,2,transformer.h.0.mlp.act,aten.mul.Tensor,[],decode,False
16,attn,48,0-47,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[15],0,mlp,act,2,transformer.h.0.mlp.act,aten.tanh.default,[],decode,False
17,attn,48,0-47,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[16],0,mlp,act,2,transformer.h.0.mlp.act,aten.add.Tensor,[],decode,False
18,attn,48,0-47,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[12, 17]",0,mlp,act,2,transformer.h.0.mlp.act,aten.mul.Tensor,[],decode,False
19,attn,48,0-47,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[18],0,mlp,c_proj,2,transformer.h.0.mlp.c_proj,aten.addmm.default,"[transformer.h.0.mlp.c_proj.bias, transformer.h.0.mlp.c_proj.weight]",decode,False
20,attn,48,0-47,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[9, 19]",0,,,0,transformer.h.0,aten.add.Tensor,[],decode,False
21,norm,1,,transformer,ln_f,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",[d_model],1,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[20],,other,,2,transformer.ln_f,native_layer_norm,"[transformer.ln_f.bias, transformer.ln_f.weight]",decode,False
22,head,1,,lm_head,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[21],,other,,1,lm_head,aten.mm.default,[transformer.wte.weight],decode,False
