op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
30,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,,,elementwise_mul,"[[B, 1], [B, d_model]]",,,"[[B, d_model]]","[19, 29]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],decode,False
31,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,,,elementwise_add,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[27, 30]",0,mlp,,1,model.layers.0.mlp,aten.add.Tensor,[],decode,False
32,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[13, 31]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
33,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",input_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[32],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.input_layernorm.weight],decode,False
34,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,q_proj,,matmul,"[[B, d_model], [d_model, 2*n_h*d_head]]","[2*n_h*d_head, d_model]",1,"[[B, 2*n_h*d_head]]",[33],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],decode,False
35,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,q_norm,,rmsnorm,"[[B, 1, n_h, d_head]]",[d_head],-1,"[[B, 1, n_h, d_head]]",[34],3,self_attn,q_norm,2,model.layers.3.self_attn.q_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.q_norm.weight],decode,False
36,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[33],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],decode,False
37,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,k_norm,,rmsnorm,"[[B, 1, n_kv, d_head]]",[d_head],-1,"[[B, 1, n_kv, d_head]]",[36],3,self_attn,k_norm,2,model.layers.3.self_attn.k_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.k_norm.weight],decode,False
38,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[33],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],decode,False
39,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[35, 37]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
40,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[39],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],decode,False
41,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[38, 40]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
42,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,sigmoid,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[34],3,self_attn,,1,model.layers.3.self_attn,aten.sigmoid.default,[],decode,False
43,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[41, 42]",3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],decode,False
44,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[32, 43]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
45,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",post_attention_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[44],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.post_attention_layernorm.weight],decode,False
46,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,gate_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[45],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.gate_proj.weight],decode,False
47,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,act_fn,silu,"[[B, d_moe]]",,,"[[B, d_moe]]",[46],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.act_fn,aten.silu.default,[],decode,False
48,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,up_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[45],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.up_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.up_proj.weight],decode,False
49,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,,elementwise_mul,"[[B, d_moe], [B, d_moe]]",,,"[[B, d_moe]]","[47, 48]",3,mlp,shared_expert,2,model.layers.3.mlp.shared_expert,aten.mul.Tensor,[],decode,False
50,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,down_proj,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[49],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.down_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.down_proj.weight],decode,False
51,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[45],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],decode,False
52,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[51],3,mlp,gate,2,model.layers.3.mlp.gate,aten._softmax.default,[],decode,False
53,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[45, 52]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],decode,False
54,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[53],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],decode,False
55,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[53, 54]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
56,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[52, 55]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],decode,False
57,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[52, 56]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
58,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[52, 57]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],decode,True
59,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert_gate,,matmul,"[[B, d_model], [d_model, B]]","[1, d_model]",1,"[[B, 1]]",[45],3,mlp,shared_expert_gate,2,model.layers.3.mlp.shared_expert_gate,aten.mm.default,[model.layers.3.mlp.shared_expert_gate.weight],decode,False
60,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,,,sigmoid,"[[B, 1]]",,,"[[B, 1]]",[59],3,mlp,,1,model.layers.3.mlp,aten.sigmoid.default,[],decode,False
61,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,,,elementwise_mul,"[[B, 1], [B, d_model]]",,,"[[B, d_model]]","[50, 60]",3,mlp,,1,model.layers.3.mlp,aten.mul.Tensor,[],decode,False
62,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,,,elementwise_add,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[58, 61]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],decode,False
63,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[44, 62]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
64,norm,1,,model,norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[63],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.norm.weight],decode,False
65,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[64],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
