op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
10,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,exp,"[[B, n_h_lin_v, 1, d_rope, d_rope]]",,,"[[B, n_h_lin_v, 1, d_rope, d_rope]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
11,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_rope]]",,,"[[n_h_lin_v, d_rope, d_rope]]","[7, 8]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
12,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_rope], [n_h_lin_v, d_rope, d_head_lin_k]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]","[7, 8, 10, 11]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
13,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,exp,"[[B, n_h_lin_v, 1, d_rope]]",,,"[[B, n_h_lin_v, 1, d_rope]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
14,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_rope], [n_h_lin_v, d_rope, d_head_lin_k]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]","[7, 8, 10, 11, 13]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
15,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_rope]]",,,"[[n_h_lin_v, d_rope, d_rope]]",[7],0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
16,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_head_lin_k]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]",[14],0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
17,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,exp,"[[B, n_h_lin_v, d_rope, 1]]",,,"[[B, n_h_lin_v, d_rope, 1]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
18,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_head_lin_k]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]","[7, 17]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
19,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_rope, d_rope], [n_h_lin_v, d_rope, d_head_lin_k]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]","[10, 12, 15, 16]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
20,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,exp,"[[B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
21,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,exp,"[[B, n_h_lin_v, d_rope]]",,,"[[B, n_h_lin_v, d_rope]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
22,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,,,batched_matmul,"[[n_h_lin_v, d_head_lin_k, d_rope], [n_h_lin_v, d_rope, d_head_lin_v]]",,,"[[n_h_lin_v, d_head_lin_k, d_head_lin_v]]","[7, 12, 16, 21]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
23,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,norm,,rmsnorm,"[[n_h_lin_v*T, d_head_lin_v]]",[d_head_lin_v],-1,"[[n_h_lin_v*T, d_head_lin_v]]","[3, 12]",0,linear_attn,norm,2,model.layers.0.linear_attn.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul+_to_copy+silu+mul+_to_copy,[model.layers.0.linear_attn.norm.weight],prefill,False
24,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",linear_attn,out_proj,,matmul,"[[T, n_v*d_v], [n_v*d_v, d_model]]","[d_model, n_v*d_v]",1,"[[T, d_model]]",[23],0,linear_attn,out_proj,2,model.layers.0.linear_attn.out_proj,aten.mm.default,[model.layers.0.linear_attn.out_proj.weight],prefill,False
25,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[0, 24]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
26,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[25],0,post_attention_layernorm,,1,model.layers.0.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.0.post_attention_layernorm.weight],prefill,False
27,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,shared_expert,gate_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[26],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.gate_proj,aten.mm.default,[model.layers.0.mlp.shared_expert.gate_proj.weight],prefill,False
28,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,shared_expert,act_fn,silu,"[[T, d_moe]]",,,"[[T, d_moe]]",[27],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.act_fn,aten.silu.default,[],prefill,False
29,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,shared_expert,up_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[26],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.up_proj,aten.mm.default,[model.layers.0.mlp.shared_expert.up_proj.weight],prefill,False
30,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,shared_expert,,elementwise_mul,"[[T, d_moe], [T, d_moe]]",,,"[[T, d_moe]]","[28, 29]",0,mlp,shared_expert,2,model.layers.0.mlp.shared_expert,aten.mul.Tensor,[],prefill,False
31,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,shared_expert,down_proj,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[T, d_model]]",[30],0,mlp,shared_expert,3,model.layers.0.mlp.shared_expert.down_proj,aten.mm.default,[model.layers.0.mlp.shared_expert.down_proj.weight],prefill,False
32,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,gate,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[26],0,mlp,gate,2,model.layers.0.mlp.gate,aten.mm.default,[model.layers.0.mlp.gate.weight],prefill,False
33,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,gate,,softmax,"[[T, E]]",,,"[[T, E]]",[32],0,mlp,gate,2,model.layers.0.mlp.gate,aten._softmax.default,[],prefill,False
34,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,experts,,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[26, 33]",0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.gate_up_proj],prefill,False
35,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,experts,act_fn,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[34],0,mlp,experts,3,model.layers.0.mlp.experts.act_fn,aten.silu.default,[],prefill,False
36,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,experts,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[34, 35]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],prefill,False
37,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[33, 36]",0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.down_proj],prefill,False
38,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,experts,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[33, 37]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],prefill,False
39,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,experts,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[33, 38]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.sum.dim_IntList,[],prefill,True
40,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,shared_expert_gate,,matmul,"[[T, d_model], [d_model, 1]]","[1, d_model]",1,"[[T, 1]]",[26],0,mlp,shared_expert_gate,2,model.layers.0.mlp.shared_expert_gate,aten.mm.default,[model.layers.0.mlp.shared_expert_gate.weight],prefill,False
41,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,,,sigmoid,"[[T, 1]]",,,"[[T, 1]]",[40],0,mlp,,1,model.layers.0.mlp,aten.sigmoid.default,[],prefill,False
42,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,,,elementwise_mul,"[[T, 1], [T, d_model]]",,,"[[T, d_model]]","[31, 41]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],prefill,False
43,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",mlp,,,elementwise_add,"[[T, d_model], [T, d_model]]",,,"[[T, d_model]]","[39, 42]",0,mlp,,1,model.layers.0.mlp,aten.add.Tensor,[],prefill,False
44,attn+MoE,30,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[25, 43]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
45,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",input_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[44],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.input_layernorm.weight],prefill,False
46,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,q_proj,,matmul,"[[T, d_model], [d_model, 2*n_h*d_head]]","[2*n_h*d_head, d_model]",1,"[[T, 2*n_h*d_head]]",[45],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],prefill,False
47,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,q_norm,,rmsnorm,"[[B, T, n_h, d_head]]",[d_head],-1,"[[B, T, n_h, d_head]]",[46],3,self_attn,q_norm,2,model.layers.3.self_attn.q_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.q_norm.weight],prefill,False
48,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,k_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[45],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],prefill,False
49,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,k_norm,,rmsnorm,"[[B, T, n_kv, d_head]]",[d_head],-1,"[[B, T, n_kv, d_head]]",[48],3,self_attn,k_norm,2,model.layers.3.self_attn.k_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.k_norm.weight],prefill,False
50,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,v_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[45],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],prefill,False
51,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[47, 49]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
52,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[51],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],prefill,False
53,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[50, 52]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
54,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,,,sigmoid,"[[B, T, n_h*d_head]]",,,"[[B, T, n_h*d_head]]",[46],3,self_attn,,1,model.layers.3.self_attn,aten.sigmoid.default,[],prefill,False
55,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",self_attn,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[T, d_model]]","[53, 54]",3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],prefill,False
56,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[44, 55]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
57,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[56],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.post_attention_layernorm.weight],prefill,False
58,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,gate_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[57],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.gate_proj.weight],prefill,False
59,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,act_fn,silu,"[[T, d_moe]]",,,"[[T, d_moe]]",[58],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.act_fn,aten.silu.default,[],prefill,False
60,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,up_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[57],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.up_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.up_proj.weight],prefill,False
61,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,,elementwise_mul,"[[T, d_moe], [T, d_moe]]",,,"[[T, d_moe]]","[59, 60]",3,mlp,shared_expert,2,model.layers.3.mlp.shared_expert,aten.mul.Tensor,[],prefill,False
62,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert,down_proj,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[T, d_model]]",[61],3,mlp,shared_expert,3,model.layers.3.mlp.shared_expert.down_proj,aten.mm.default,[model.layers.3.mlp.shared_expert.down_proj.weight],prefill,False
63,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,gate,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[57],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],prefill,False
64,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,gate,,softmax,"[[T, E]]",,,"[[T, E]]",[63],3,mlp,gate,2,model.layers.3.mlp.gate,aten._softmax.default,[],prefill,False
65,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[57, 64]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],prefill,False
66,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,act_fn,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[65],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],prefill,False
67,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[65, 66]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
68,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[64, 67]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],prefill,False
69,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[64, 68]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
70,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,experts,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[64, 69]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],prefill,True
71,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,shared_expert_gate,,matmul,"[[T, d_model], [d_model, 1]]","[1, d_model]",1,"[[T, 1]]",[57],3,mlp,shared_expert_gate,2,model.layers.3.mlp.shared_expert_gate,aten.mm.default,[model.layers.3.mlp.shared_expert_gate.weight],prefill,False
72,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,,,sigmoid,"[[T, 1]]",,,"[[T, 1]]",[71],3,mlp,,1,model.layers.3.mlp,aten.sigmoid.default,[],prefill,False
73,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,,,elementwise_mul,"[[T, 1], [T, d_model]]",,,"[[T, d_model]]","[62, 72]",3,mlp,,1,model.layers.3.mlp,aten.mul.Tensor,[],prefill,False
74,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",mlp,,,elementwise_add,"[[T, d_model], [T, d_model]]",,,"[[T, d_model]]","[70, 73]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],prefill,False
75,attn+MoE,10,"3,7,11,15,19,23,27,31,35,39",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[56, 74]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
76,norm,1,,model,norm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[75],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.norm.weight],prefill,False
77,head,1,,lm_head,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[76],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
