op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
11,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",mamba,norm,,rmsnorm,"[[B, T, d_inner]]",[d_inner],-1,"[[B, T, d_inner]]","[3, 5, 7, 8, 9, 10]",0,mamba,norm,2,model.layers.0.mamba.norm,_to_copy+silu+mul+pow+mean+add+rsqrt+mul+mul,[model.layers.0.mamba.norm.weight],prefill,False
12,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",mamba,out_proj,,matmul,"[[T, d_inner], [d_inner, d_model]]","[d_model, d_inner]",1,"[[T, d_model]]",[11],0,mamba,out_proj,2,model.layers.0.mamba.out_proj,aten.mm.default,[model.layers.0.mamba.out_proj.weight],prefill,False
13,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[12],0,,,0,model.layers.0,aten.mul.Tensor,[],prefill,False
14,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[1, 13]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
15,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[14],0,post_attention_layernorm,,1,model.layers.0.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.0.post_attention_layernorm.weight],prefill,False
16,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,router,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[15],0,block_sparse_moe,router,2,model.layers.0.block_sparse_moe.router,aten.mm.default,[model.layers.0.block_sparse_moe.router.weight],prefill,False
17,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,router,,softmax,"[[T, k]]",,,"[[T, k]]",[16],0,block_sparse_moe,router,2,model.layers.0.block_sparse_moe.router,aten._softmax.default,[],prefill,False
18,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[15, 16]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.0.block_sparse_moe.experts.gate_up_proj],prefill,False
19,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,act_fn,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[18],0,block_sparse_moe,experts,3,model.layers.0.block_sparse_moe.experts.act_fn,aten.silu.default,[],prefill,False
20,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[18, 19]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten.mul.Tensor,[],prefill,False
21,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[16, 20]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.0.block_sparse_moe.experts.down_proj],prefill,False
22,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[16, 17, 21]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten.mul.Tensor,[],prefill,False
23,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[16, 22]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten.sum.dim_IntList,[],prefill,True
24,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",shared_mlp,input_linear,,matmul,"[[T, d_model], [d_model, 2*d_shared]]","[2*d_shared, d_model]",1,"[[T, 2*d_shared]]",[15],0,shared_mlp,input_linear,2,model.layers.0.shared_mlp.input_linear,aten.mm.default,[model.layers.0.shared_mlp.input_linear.weight],prefill,False
25,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",shared_mlp,activation,,silu,"[[B, T, d_shared]]",,,"[[B, T, d_shared]]",[24],0,shared_mlp,activation,2,model.layers.0.shared_mlp.activation,aten.silu.default,[],prefill,False
26,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",shared_mlp,output_linear,,matmul,"[[T, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[T, d_model]]","[24, 25]",0,shared_mlp,output_linear,2,model.layers.0.shared_mlp.output_linear,aten.mm.default,[model.layers.0.shared_mlp.output_linear.weight],prefill,False
27,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[23, 26]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
28,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[27],0,,,0,model.layers.0,aten.mul.Tensor,[],prefill,False
29,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[14, 28]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
30,attn+MoE,4,"5,15,25,35",input_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[29],5,input_layernorm,,1,model.layers.5.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.5.input_layernorm.weight],prefill,False
31,attn+MoE,4,"5,15,25,35",self_attn,q_proj,,matmul,"[[T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[T, n_h*d_head]]",[30],5,self_attn,q_proj,2,model.layers.5.self_attn.q_proj,aten.mm.default,[model.layers.5.self_attn.q_proj.weight],prefill,False
32,attn+MoE,4,"5,15,25,35",self_attn,k_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, n_h*d_head]",1,"[[T, n_kv*d_head]]",[30],5,self_attn,k_proj,2,model.layers.5.self_attn.k_proj,aten.mm.default,[model.layers.5.self_attn.k_proj.weight],prefill,False
33,attn+MoE,4,"5,15,25,35",self_attn,v_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, n_h*d_head]",1,"[[T, n_kv*d_head]]",[30],5,self_attn,v_proj,2,model.layers.5.self_attn.v_proj,aten.mm.default,[model.layers.5.self_attn.v_proj.weight],prefill,False
34,attn+MoE,4,"5,15,25,35",self_attn,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[31, 32]",5,self_attn,,1,model.layers.5.self_attn,aten.bmm.default,[],prefill,False
35,attn+MoE,4,"5,15,25,35",self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[34],5,self_attn,,1,model.layers.5.self_attn,aten._softmax.default,[],prefill,False
36,attn+MoE,4,"5,15,25,35",self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[33, 35]",5,self_attn,,1,model.layers.5.self_attn,aten.bmm.default,[],prefill,False
37,attn+MoE,4,"5,15,25,35",self_attn,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[T, n_h*d_head]]",[36],5,self_attn,o_proj,2,model.layers.5.self_attn.o_proj,aten.mm.default,[model.layers.5.self_attn.o_proj.weight],prefill,False
38,attn+MoE,4,"5,15,25,35",,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[37],5,,,0,model.layers.5,aten.mul.Tensor,[],prefill,False
39,attn+MoE,4,"5,15,25,35",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[29, 38]",5,,,0,model.layers.5,aten.add.Tensor,[],prefill,False
40,attn+MoE,4,"5,15,25,35",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[39],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.5.post_attention_layernorm.weight],prefill,False
41,attn+MoE,4,"5,15,25,35",block_sparse_moe,router,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[40],5,block_sparse_moe,router,2,model.layers.5.block_sparse_moe.router,aten.mm.default,[model.layers.5.block_sparse_moe.router.weight],prefill,False
42,attn+MoE,4,"5,15,25,35",block_sparse_moe,router,,softmax,"[[T, k]]",,,"[[T, k]]",[41],5,block_sparse_moe,router,2,model.layers.5.block_sparse_moe.router,aten._softmax.default,[],prefill,False
43,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[40, 41]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.5.block_sparse_moe.experts.gate_up_proj],prefill,False
44,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,act_fn,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[43],5,block_sparse_moe,experts,3,model.layers.5.block_sparse_moe.experts.act_fn,aten.silu.default,[],prefill,False
45,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[43, 44]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten.mul.Tensor,[],prefill,False
46,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[41, 45]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.5.block_sparse_moe.experts.down_proj],prefill,False
47,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[41, 42, 46]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten.mul.Tensor,[],prefill,False
48,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[41, 47]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten.sum.dim_IntList,[],prefill,True
49,attn+MoE,4,"5,15,25,35",shared_mlp,input_linear,,matmul,"[[T, d_model], [d_model, 2*d_shared]]","[2*d_shared, d_model]",1,"[[T, 2*d_shared]]",[40],5,shared_mlp,input_linear,2,model.layers.5.shared_mlp.input_linear,aten.mm.default,[model.layers.5.shared_mlp.input_linear.weight],prefill,False
50,attn+MoE,4,"5,15,25,35",shared_mlp,activation,,silu,"[[B, T, d_shared]]",,,"[[B, T, d_shared]]",[49],5,shared_mlp,activation,2,model.layers.5.shared_mlp.activation,aten.silu.default,[],prefill,False
51,attn+MoE,4,"5,15,25,35",shared_mlp,output_linear,,matmul,"[[T, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[T, d_model]]","[49, 50]",5,shared_mlp,output_linear,2,model.layers.5.shared_mlp.output_linear,aten.mm.default,[model.layers.5.shared_mlp.output_linear.weight],prefill,False
52,attn+MoE,4,"5,15,25,35",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[48, 51]",5,,,0,model.layers.5,aten.add.Tensor,[],prefill,False
53,attn+MoE,4,"5,15,25,35",,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[52],5,,,0,model.layers.5,aten.mul.Tensor,[],prefill,False
54,attn+MoE,4,"5,15,25,35",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[39, 53]",5,,,0,model.layers.5,aten.add.Tensor,[],prefill,False
55,norm,1,,model,norm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[29],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],prefill,False
56,head,1,,lm_head,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[55],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],prefill,False
