op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
14,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,router,,softmax,"[[B, k]]",,,"[[B, k]]",[13],0,block_sparse_moe,router,2,model.layers.0.block_sparse_moe.router,aten._softmax.default,[],decode,False
15,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[12, 13]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.0.block_sparse_moe.experts.gate_up_proj],decode,False
16,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[15],0,block_sparse_moe,experts,3,model.layers.0.block_sparse_moe.experts.act_fn,aten.silu.default,[],decode,False
17,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[15, 16]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten.mul.Tensor,[],decode,False
18,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[13, 17]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.0.block_sparse_moe.experts.down_proj],decode,False
19,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[13, 14, 18]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten.mul.Tensor,[],decode,False
20,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",block_sparse_moe,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[13, 19]",0,block_sparse_moe,experts,2,model.layers.0.block_sparse_moe.experts,aten.sum.dim_IntList,[],decode,True
21,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",shared_mlp,input_linear,,matmul,"[[B, d_model], [d_model, 2*d_shared]]","[2*d_shared, d_model]",1,"[[B, 2*d_shared]]",[12],0,shared_mlp,input_linear,2,model.layers.0.shared_mlp.input_linear,aten.mm.default,[model.layers.0.shared_mlp.input_linear.weight],decode,False
22,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",shared_mlp,activation,,silu,"[[B, 1, d_shared]]",,,"[[B, 1, d_shared]]",[21],0,shared_mlp,activation,2,model.layers.0.shared_mlp.activation,aten.silu.default,[],decode,False
23,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",shared_mlp,output_linear,,matmul,"[[B, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[B, d_model]]","[21, 22]",0,shared_mlp,output_linear,2,model.layers.0.shared_mlp.output_linear,aten.mm.default,[model.layers.0.shared_mlp.output_linear.weight],decode,False
24,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[20, 23]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
25,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[24],0,,,0,model.layers.0,aten.mul.Tensor,[],decode,False
26,attn+MoE,36,"0-4,6-14,16-24,26-34,36-39",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[11, 25]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
27,attn+MoE,4,"5,15,25,35",input_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[26],5,input_layernorm,,1,model.layers.5.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.5.input_layernorm.weight],decode,False
28,attn+MoE,4,"5,15,25,35",self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]",[27],5,self_attn,q_proj,2,model.layers.5.self_attn.q_proj,aten.mm.default,[model.layers.5.self_attn.q_proj.weight],decode,False
29,attn+MoE,4,"5,15,25,35",self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[27],5,self_attn,k_proj,2,model.layers.5.self_attn.k_proj,aten.mm.default,[model.layers.5.self_attn.k_proj.weight],decode,False
30,attn+MoE,4,"5,15,25,35",self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[27],5,self_attn,v_proj,2,model.layers.5.self_attn.v_proj,aten.mm.default,[model.layers.5.self_attn.v_proj.weight],decode,False
31,attn+MoE,4,"5,15,25,35",self_attn,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[28, 29]",5,self_attn,,1,model.layers.5.self_attn,aten.bmm.default,[],decode,False
32,attn+MoE,4,"5,15,25,35",self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[31],5,self_attn,,1,model.layers.5.self_attn,aten._softmax.default,[],decode,False
33,attn+MoE,4,"5,15,25,35",self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[30, 32]",5,self_attn,,1,model.layers.5.self_attn,aten.bmm.default,[],decode,False
34,attn+MoE,4,"5,15,25,35",self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]",[33],5,self_attn,o_proj,2,model.layers.5.self_attn.o_proj,aten.mm.default,[model.layers.5.self_attn.o_proj.weight],decode,False
35,attn+MoE,4,"5,15,25,35",,,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[34],5,,,0,model.layers.5,aten.mul.Tensor,[],decode,False
36,attn+MoE,4,"5,15,25,35",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[26, 35]",5,,,0,model.layers.5,aten.add.Tensor,[],decode,False
37,attn+MoE,4,"5,15,25,35",post_attention_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[36],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.5.post_attention_layernorm.weight],decode,False
38,attn+MoE,4,"5,15,25,35",block_sparse_moe,router,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[37],5,block_sparse_moe,router,2,model.layers.5.block_sparse_moe.router,aten.mm.default,[model.layers.5.block_sparse_moe.router.weight],decode,False
39,attn+MoE,4,"5,15,25,35",block_sparse_moe,router,,softmax,"[[B, k]]",,,"[[B, k]]",[38],5,block_sparse_moe,router,2,model.layers.5.block_sparse_moe.router,aten._softmax.default,[],decode,False
40,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[37, 38]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.5.block_sparse_moe.experts.gate_up_proj],decode,False
41,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[40],5,block_sparse_moe,experts,3,model.layers.5.block_sparse_moe.experts.act_fn,aten.silu.default,[],decode,False
42,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[40, 41]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten.mul.Tensor,[],decode,False
43,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[38, 42]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten._grouped_mm.default,[model.layers.5.block_sparse_moe.experts.down_proj],decode,False
44,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[38, 39, 43]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten.mul.Tensor,[],decode,False
45,attn+MoE,4,"5,15,25,35",block_sparse_moe,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[38, 44]",5,block_sparse_moe,experts,2,model.layers.5.block_sparse_moe.experts,aten.sum.dim_IntList,[],decode,True
46,attn+MoE,4,"5,15,25,35",shared_mlp,input_linear,,matmul,"[[B, d_model], [d_model, 2*d_shared]]","[2*d_shared, d_model]",1,"[[B, 2*d_shared]]",[37],5,shared_mlp,input_linear,2,model.layers.5.shared_mlp.input_linear,aten.mm.default,[model.layers.5.shared_mlp.input_linear.weight],decode,False
47,attn+MoE,4,"5,15,25,35",shared_mlp,activation,,silu,"[[B, 1, d_shared]]",,,"[[B, 1, d_shared]]",[46],5,shared_mlp,activation,2,model.layers.5.shared_mlp.activation,aten.silu.default,[],decode,False
48,attn+MoE,4,"5,15,25,35",shared_mlp,output_linear,,matmul,"[[B, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[B, d_model]]","[46, 47]",5,shared_mlp,output_linear,2,model.layers.5.shared_mlp.output_linear,aten.mm.default,[model.layers.5.shared_mlp.output_linear.weight],decode,False
49,attn+MoE,4,"5,15,25,35",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[45, 48]",5,,,0,model.layers.5,aten.add.Tensor,[],decode,False
50,attn+MoE,4,"5,15,25,35",,,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[49],5,,,0,model.layers.5,aten.mul.Tensor,[],decode,False
51,attn+MoE,4,"5,15,25,35",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[36, 50]",5,,,0,model.layers.5,aten.add.Tensor,[],decode,False
52,norm,1,,model,norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[26],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],decode,False
53,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[52],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],decode,False
