op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
11,MLA+FFN,1,0,post_attention_layernorm,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[10],0,post_attention_layernorm,,1,model.layers.0.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.0.post_attention_layernorm.weight],decode,False
12,MLA+FFN,1,0,mlp,gate_proj,,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]","[[B, d_ff]]",[11],0,mlp,gate_proj,2,model.layers.0.mlp.gate_proj,aten.mm.default,[model.layers.0.mlp.gate_proj.weight],decode,False
13,MLA+FFN,1,0,mlp,act_fn,,silu,"[[B, B, d_ff]]",,"[[B, B, d_ff]]",[12],0,mlp,act_fn,2,model.layers.0.mlp.act_fn,aten.silu.default,[],decode,False
14,MLA+FFN,1,0,mlp,up_proj,,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]","[[B, d_ff]]",[11],0,mlp,up_proj,2,model.layers.0.mlp.up_proj,aten.mm.default,[model.layers.0.mlp.up_proj.weight],decode,False
15,MLA+FFN,1,0,mlp,,,elementwise_mul,"[[B, B, d_ff], [B, B, d_ff]]",,"[[B, B, d_ff]]","[13, 14]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],decode,False
16,MLA+FFN,1,0,mlp,down_proj,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]","[[B, d_model]]",[15],0,mlp,down_proj,2,model.layers.0.mlp.down_proj,aten.mm.default,[model.layers.0.mlp.down_proj.weight],decode,False
17,MLA+FFN,1,0,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[10, 16]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
18,MLA+MoE,26,1-26,input_layernorm,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[17],1,input_layernorm,,1,model.layers.1.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.input_layernorm.weight],decode,False
19,MLA+MoE,26,1-26,self_attn,q_proj,,matmul,"[[B, n_h*d_v], [n_h*d_v, (n_h+2*n_kv)*d_head]]","[(n_h+2*n_kv)*d_head, n_h*d_v]","[[B, (n_h+2*n_kv)*d_head]]",[18],1,self_attn,q_proj,2,model.layers.1.self_attn.q_proj,aten.mm.default,[model.layers.1.self_attn.q_proj.weight],decode,False
20,MLA+MoE,26,1-26,self_attn,kv_a_proj_with_mqa,,matmul,"[[B, n_h*d_v], [n_h*d_v, c_kv+d_rope]]","[c_kv+d_rope, n_h*d_v]","[[B, c_kv+d_rope]]",[18],1,self_attn,kv_a_proj_with_mqa,2,model.layers.1.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.1.self_attn.kv_a_proj_with_mqa.weight],decode,False
21,MLA+MoE,26,1-26,self_attn,kv_a_layernorm,,rmsnorm,"[[B, B, c_kv]]",[c_kv],"[[B, B, c_kv]]",[20],1,self_attn,kv_a_layernorm,2,model.layers.1.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.self_attn.kv_a_layernorm.weight],decode,False
22,MLA+MoE,26,1-26,self_attn,kv_b_proj,,matmul,"[[B, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]","[[B, n_h*(d_nope+d_v)]]",[21],1,self_attn,kv_b_proj,2,model.layers.1.self_attn.kv_b_proj,aten.mm.default,[model.layers.1.self_attn.kv_b_proj.weight],decode,False
23,MLA+MoE,26,1-26,self_attn,,,batched_matmul,"[[n_h, B, d_nope+d_rope], [n_h, d_nope+d_rope, T+1]]",,"[[n_h, B, T+1]]","[19, 20, 22]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],decode,False
24,MLA+MoE,26,1-26,self_attn,,,softmax,"[[B, n_h, B, T+1]]",,"[[B, n_h, B, T+1]]",[23],1,self_attn,,1,model.layers.1.self_attn,aten._safe_softmax.default,[],decode,False
25,MLA+MoE,26,1-26,self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_nope]]",,"[[n_h, B, d_nope]]","[22, 24]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],decode,False
26,MLA+MoE,26,1-26,self_attn,o_proj,,matmul,"[[B, n_h*d_v], [n_h*d_v, n_h*d_v]]","[n_h*d_v, n_h*d_v]","[[B, n_h*d_v]]",[25],1,self_attn,o_proj,2,model.layers.1.self_attn.o_proj,aten.mm.default,[model.layers.1.self_attn.o_proj.weight],decode,False
27,MLA+MoE,26,1-26,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[17, 26]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
28,MLA+MoE,26,1-26,post_attention_layernorm,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[27],1,post_attention_layernorm,,1,model.layers.1.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.post_attention_layernorm.weight],decode,False
29,MLA+MoE,26,1-26,mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]","[[B, E]]",[28],1,mlp,gate,2,model.layers.1.mlp.gate,aten.mm.default,[model.layers.1.mlp.gate.weight],decode,False
30,MLA+MoE,26,1-26,mlp,gate,,softmax,"[[B, E]]",,"[[B, E]]",[29],1,mlp,gate,2,model.layers.1.mlp.gate,aten._softmax.default,[],decode,False
31,MLA+MoE,26,1-26,mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]","[[k, 2*d_moe]]","[28, 30]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.gate_up_proj],decode,False
32,MLA+MoE,26,1-26,mlp,experts,act_fn,silu,"[[k, d_moe]]",,"[[k, d_moe]]",[31],1,mlp,experts,3,model.layers.1.mlp.experts.act_fn,aten.silu.default,[],decode,False
33,MLA+MoE,26,1-26,mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,"[[k, d_moe]]","[31, 32]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],decode,False
34,MLA+MoE,26,1-26,mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]","[[k, d_model]]","[30, 33]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.down_proj],decode,False
35,MLA+MoE,26,1-26,mlp,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,"[[k, d_model]]","[30, 34]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],decode,False
36,MLA+MoE,26,1-26,mlp,experts,,sum,"[[B, k, d_model]]",,"[[B, d_model]]","[30, 35]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.sum.dim_IntList,[],decode,True
37,MLA+MoE,26,1-26,mlp,shared_experts,gate_proj,matmul,"[[B, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]","[[B, 2*d_moe]]",[28],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.gate_proj.weight],decode,False
38,MLA+MoE,26,1-26,mlp,shared_experts,act_fn,silu,"[[B, B, 2*d_moe]]",,"[[B, B, 2*d_moe]]",[37],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
39,MLA+MoE,26,1-26,mlp,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]","[[B, 2*d_moe]]",[28],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.up_proj.weight],decode,False
40,MLA+MoE,26,1-26,mlp,shared_experts,,elementwise_mul,"[[B, B, 2*d_moe], [B, B, 2*d_moe]]",,"[[B, B, 2*d_moe]]","[38, 39]",1,mlp,shared_experts,2,model.layers.1.mlp.shared_experts,aten.mul.Tensor,[],decode,False
41,MLA+MoE,26,1-26,mlp,shared_experts,down_proj,matmul,"[[B, 2*d_moe], [2*d_moe, d_model]]","[d_model, 2*d_moe]","[[B, d_model]]",[40],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.down_proj.weight],decode,False
42,MLA+MoE,26,1-26,mlp,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[36, 41]",1,mlp,,1,model.layers.1.mlp,aten.add.Tensor,[],decode,False
43,MLA+MoE,26,1-26,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[27, 42]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
44,norm,1,,model,norm,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[43],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],decode,False
45,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]","[[B, V]]",[44],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
