op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
19,model,,,,,new_ones,"[[B, 1, 1, 1]]",,,[[]],[15],,other,,1,model,aten.new_ones.default,[],decode,True
20,model,,,,,sub,"[[B, 1, 1, 1]]",,,"[[B, 1, 1, 1]]",[15],,other,,1,model,aten.sub.Tensor,[],decode,True
21,model,,,,,gt,"[[B, 1, 1, w_local], [B, 1, 1, 1]]",,,"[[B, 1, 1, w_local]]","[18, 20]",,other,,1,model,aten.gt.Tensor,[],decode,True
22,model,,,,,bitwise_and,"[[], [B, 1, 1, w_local]]",,,"[[B, 1, 1, w_local]]","[19, 21]",,other,,1,model,aten.bitwise_and.Tensor,[],decode,True
23,model,,,,,le,"[[B, 1, 1, w_local], [B, 1, 1, 1]]",,,"[[B, 1, 1, w_local]]","[15, 18]",,other,,1,model,aten.le.Tensor,[],decode,True
24,model,,,,,bitwise_and,"[[B, 1, 1, w_local], [B, 1, 1, w_local]]",,,"[[B, 1, 1, w_local]]","[22, 23]",,other,,1,model,aten.bitwise_and.Tensor,[],decode,True
25,model,,,,,expand,"[[B, 1, 1, w_local]]",,,"[[B, 1, 1, w_local]]",[24],,other,,1,model,aten.expand.default,[],decode,True
26,model,,,,,scalar_tensor,[],,,[[]],[],,other,,1,model,aten.scalar_tensor.default,[],decode,True
27,model,,,,,where,"[[B, 1, 1, w_local], [], []]",,,"[[B, 1, 1, w_local]]","[25, 26]",,other,,1,model,aten.where.self,[],decode,True
28,model,,,,,unsqueeze,"[[B, 1, d_model]]",,,"[[B, 1, 1, d_model]]",[0],,other,,1,model,aten.unsqueeze.default,[],decode,True
29,model,,,,,expand,"[[B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]",[28],,other,,1,model,aten.expand.default,[],decode,True
30,model,,,,,clone,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]",[29],,other,,1,model,aten.clone.default,[],decode,True
31,model,rotary_emb,,,,unsqueeze,[[d_rope/2]],,,"[[B, d_rope/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.main_inv_freq],decode,True
32,model,rotary_emb,,,,unsqueeze,"[[B, d_rope/2]]",,,"[[B, d_rope/2, 1]]",[31],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],decode,True
33,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[32],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
34,model,rotary_emb,,,,unsqueeze,"[[B, 1]]",,,"[[B, 1, 1]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],decode,True
35,model,rotary_emb,,,,_to_copy,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[34],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
36,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[33],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
37,model,rotary_emb,,,,view,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[36],,other,,2,model.rotary_emb,aten.view.default,[],decode,True
38,model,rotary_emb,,,,expand,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[35],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
39,model,rotary_emb,,,,view,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[38],,other,,2,model.rotary_emb,aten.view.default,[],decode,True
40,model,rotary_emb,,,,batched_matmul,"[[B, d_rope/2, 1], [B, 1, 1]]",,,"[[B, d_rope/2, 1]]","[37, 39]",,other,,2,model.rotary_emb,aten.bmm.default,[],decode,False
41,model,rotary_emb,,,,_unsafe_view,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[40],,other,,2,model.rotary_emb,aten._unsafe_view.default,[],decode,True
42,model,rotary_emb,,,,transpose,"[[B, d_rope/2, 1]]",,,"[[B, 1, d_rope/2]]",[41],,other,,2,model.rotary_emb,aten.transpose.int,[],decode,True
43,model,rotary_emb,,,,cos,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[42],,other,,2,model.rotary_emb,aten.cos.default,[],decode,False
44,model,rotary_emb,,,,elementwise_mul,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[43],,other,,2,model.rotary_emb,aten.mul.Tensor,[],decode,False
45,model,rotary_emb,,,,sin,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[42],,other,,2,model.rotary_emb,aten.sin.default,[],decode,False
46,model,rotary_emb,,,,elementwise_mul,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[45],,other,,2,model.rotary_emb,aten.mul.Tensor,[],decode,False
47,model,rotary_emb,,,,_to_copy,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[44],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
48,model,rotary_emb,,,,_to_copy,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[46],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
49,model,rotary_emb,,,,unsqueeze,[[d_rope/2]],,,"[[B, d_rope/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.compress_inv_freq],decode,True
50,model,rotary_emb,,,,unsqueeze,"[[B, d_rope/2]]",,,"[[B, d_rope/2, 1]]",[49],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],decode,True
51,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[50],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
52,model,rotary_emb,,,,unsqueeze,"[[B, 1]]",,,"[[B, 1, 1]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],decode,True
53,model,rotary_emb,,,,_to_copy,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[52],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
54,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[51],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
55,model,rotary_emb,,,,view,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[54],,other,,2,model.rotary_emb,aten.view.default,[],decode,True
56,model,rotary_emb,,,,expand,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[53],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
57,model,rotary_emb,,,,view,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[56],,other,,2,model.rotary_emb,aten.view.default,[],decode,True
58,model,rotary_emb,,,,batched_matmul,"[[B, d_rope/2, 1], [B, 1, 1]]",,,"[[B, d_rope/2, 1]]","[55, 57]",,other,,2,model.rotary_emb,aten.bmm.default,[],decode,False
59,model,rotary_emb,,,,_unsafe_view,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[58],,other,,2,model.rotary_emb,aten._unsafe_view.default,[],decode,True
60,model,rotary_emb,,,,transpose,"[[B, d_rope/2, 1]]",,,"[[B, 1, d_rope/2]]",[59],,other,,2,model.rotary_emb,aten.transpose.int,[],decode,True
61,model,rotary_emb,,,,cos,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[60],,other,,2,model.rotary_emb,aten.cos.default,[],decode,False
62,model,rotary_emb,,,,elementwise_mul,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[61],,other,,2,model.rotary_emb,aten.mul.Tensor,[],decode,False
63,model,rotary_emb,,,,sin,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[60],,other,,2,model.rotary_emb,aten.sin.default,[],decode,False
64,model,rotary_emb,,,,elementwise_mul,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[63],,other,,2,model.rotary_emb,aten.mul.Tensor,[],decode,False
65,model,rotary_emb,,,,_to_copy,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[62],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
66,model,rotary_emb,,,,_to_copy,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[64],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
67,attn_hc,,,,,view,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc*d_model]]",[30],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],decode,True
68,attn_hc,,,,,_to_copy,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[67],0,attn_hc,,1,model.layers.0.attn_hc,aten._to_copy.default,[],decode,True
69,attn_hc,input_norm,,,,pow,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[68],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.pow.Tensor_Scalar,[],decode,False
70,attn_hc,input_norm,,,,mean,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, 1]]",[69],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.mean.dim,[],decode,False
71,attn_hc,input_norm,,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[70],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.add.Tensor,[],decode,False
72,attn_hc,input_norm,,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[71],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.rsqrt.default,[],decode,False
73,attn_hc,input_norm,,,,elementwise_mul,"[[B, 1, n_hc*d_model], [B, 1, 1]]",,,"[[B, 1, n_hc*d_model]]","[68, 72]",0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.mul.Tensor,[],decode,False
74,attn_hc,,,,,_to_copy,"[[(2+n_hc)*n_hc, n_hc*d_model]]","[(2+n_hc)*n_hc, n_hc*d_model]",0,"[[(2+n_hc)*n_hc, n_hc*d_model]]",[],0,attn_hc,,1,model.layers.0.attn_hc,aten._to_copy.default,[model.layers.0.attn_hc.fn],decode,True
75,attn_hc,,,,,t,"[[(2+n_hc)*n_hc, n_hc*d_model]]","[(2+n_hc)*n_hc, n_hc*d_model]",0,"[[n_hc*d_model, (2+n_hc)*n_hc]]",[74],0,attn_hc,,1,model.layers.0.attn_hc,aten.t.default,[model.layers.0.attn_hc.fn],decode,True
76,attn_hc,,,,,view,"[[B, 1, n_hc*d_model]]",,,"[[B, n_hc*d_model]]",[73],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],decode,True
77,attn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]","[75, 76]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mm.default,[model.layers.0.attn_hc.fn],decode,False
78,attn_hc,,,,,_unsafe_view,"[[B, (2+n_hc)*n_hc]]",,,"[[B, 1, (2+n_hc)*n_hc]]",[77],0,attn_hc,,1,model.layers.0.attn_hc,aten._unsafe_view.default,[],decode,True
79,attn_hc,,,,,split_with_sizes,"[[B, 1, (2+n_hc)*n_hc]]",,,"[[B, 1, n_hc], [B, 1, n_hc], [B, 1, n_hc*n_hc]]",[78],0,attn_hc,,1,model.layers.0.attn_hc,aten.split_with_sizes.default,[],decode,True
80,attn_hc,,,,,split_with_sizes,[[(2+n_hc)*n_hc]],,,"[[n_hc], [n_hc], [n_hc*n_hc]]",[],0,attn_hc,,1,model.layers.0.attn_hc,aten.split_with_sizes.default,[model.layers.0.attn_hc.base],decode,True
81,attn_hc,,,,,unbind,[[3]],,,"[[], [], []]",[],0,attn_hc,,1,model.layers.0.attn_hc,aten.unbind.int,[model.layers.0.attn_hc.scale],decode,True
82,attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc], []]",,,"[[B, 1, n_hc]]","[79, 81]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],decode,False
83,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc], [n_hc]]",,,"[[B, 1, n_hc]]","[80, 82]",0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
84,attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[83],0,attn_hc,,1,model.layers.0.attn_hc,aten.sigmoid.default,[],decode,False
85,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[84],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
86,attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc], []]",,,"[[B, 1, n_hc]]","[79, 81]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],decode,False
87,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc], [n_hc]]",,,"[[B, 1, n_hc]]","[80, 86]",0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
88,attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[87],0,attn_hc,,1,model.layers.0.attn_hc,aten.sigmoid.default,[],decode,False
89,attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[88],0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],decode,False
90,attn_hc,,,,,view,"[[B, 1, n_hc*n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[79],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],decode,True
91,attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, n_hc], []]",,,"[[B, 1, n_hc, n_hc]]","[81, 90]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],decode,False
92,attn_hc,,,,,view,[[n_hc*n_hc]],,,"[[n_hc, n_hc]]",[80],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],decode,True
93,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, n_hc], [n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[91, 92]",0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
94,attn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[93],0,attn_hc,,1,model.layers.0.attn_hc,aten._softmax.default,[],decode,False
95,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[94],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
96,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[95],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
97,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[96],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
98,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[95, 97]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
99,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[98],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
100,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[99],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
101,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[98, 100]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
102,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[101],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
103,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[102],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
104,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[101, 103]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
105,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[104],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
106,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[105],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
107,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[104, 106]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
108,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[107],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
109,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[108],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
110,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[107, 109]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
111,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[110],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
112,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[111],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
113,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[110, 112]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
114,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[113],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
115,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[114],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
116,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[113, 115]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
117,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[116],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
118,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[117],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
119,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[116, 118]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
120,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[119],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
121,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[120],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
122,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[119, 121]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
123,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[122],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
124,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[123],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
125,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[122, 124]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
126,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[125],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
127,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[126],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
128,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[125, 127]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
129,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[128],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
130,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[129],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
131,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[128, 130]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
132,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[131],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
133,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[132],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
134,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[131, 133]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
135,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[134],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
136,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[135],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
137,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[134, 136]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
138,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[137],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
139,attn_hc,,,,,elementwise_add,"[[B, 1, 1, n_hc]]",,,"[[B, 1, 1, n_hc]]",[138],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
140,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, 1, n_hc]]",,,"[[B, 1, n_hc, n_hc]]","[137, 139]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
141,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, 1]]",[140],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
142,attn_hc,,,,,elementwise_add,"[[B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, 1]]",[141],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],decode,False
143,attn_hc,,,,,div,"[[B, 1, n_hc, n_hc], [B, 1, n_hc, 1]]",,,"[[B, 1, n_hc, n_hc]]","[140, 142]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],decode,True
144,attn_hc,,,,,sum,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, 1, n_hc]]",[143],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],decode,True
