op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
18,MLA+MoE,2,0-1,self_attn,o_a_proj,,,,batched_matmul,"[[g_o, B, d_model], [g_o, d_model, d_g]]","[g_o*d_g, d_model]",-1,"[[g_o, B, d_g]]",[17],0,self_attn,o_a_proj,2,model.layers.0.self_attn.o_a_proj,aten.bmm.default,[model.layers.0.self_attn.o_a_proj.weight],decode,False
19,MLA+MoE,2,0-1,self_attn,o_b_proj,,,,matmul,"[[B, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]",1,"[[B, d_model]]",[18],0,self_attn,o_b_proj,2,model.layers.0.self_attn.o_b_proj,aten.mm.default,[model.layers.0.self_attn.o_b_proj.weight],decode,False
20,MLA+MoE,2,0-1,,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[4, 19]",0,,,0,model.layers.0,aten.mul.Tensor,[],decode,False
21,MLA+MoE,2,0-1,,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[0, 5]",0,,,0,model.layers.0,aten.bmm.default,[],decode,False
22,MLA+MoE,2,0-1,,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[20, 21]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
23,MLA+MoE,2,0-1,ffn_hc,input_norm,,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[22],0,ffn_hc,input_norm,2,model.layers.0.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
24,MLA+MoE,2,0-1,ffn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]",[23],0,ffn_hc,,1,model.layers.0.ffn_hc,aten.mm.default,[model.layers.0.ffn_hc.fn],decode,False
25,MLA+MoE,2,0-1,ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[24],0,ffn_hc,,1,model.layers.0.ffn_hc,aten.sigmoid.default,[],decode,False
26,MLA+MoE,2,0-1,ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[24],0,ffn_hc,,1,model.layers.0.ffn_hc,aten.sigmoid.default,[],decode,False
27,MLA+MoE,2,0-1,ffn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[24],0,ffn_hc,,1,model.layers.0.ffn_hc,aten._softmax.default,[],decode,False
28,MLA+MoE,2,0-1,ffn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[22, 25]",0,ffn_hc,,1,model.layers.0.ffn_hc,aten.mul.Tensor,[],decode,False
29,MLA+MoE,2,0-1,ffn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[28],0,ffn_hc,,1,model.layers.0.ffn_hc,aten.sum.dim_IntList,[],decode,True
30,MLA+MoE,2,0-1,post_attention_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[29],0,post_attention_layernorm,,1,model.layers.0.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.0.post_attention_layernorm.weight],decode,False
31,MLA+MoE,2,0-1,mlp,gate,,,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[30],0,mlp,gate,2,model.layers.0.mlp.gate,aten.mm.default,[model.layers.0.mlp.gate.weight],decode,False
32,MLA+MoE,2,0-1,mlp,experts,,,,grouped_matmul,"[[k, d_model], [E, d_model, d_model], [E]]","[E, d_model, d_model]",1,"[[k, 2*d_moe]]",[30],0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.gate_up_proj],decode,False
33,MLA+MoE,2,0-1,mlp,experts,act_fn,,,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[32],0,mlp,experts,3,model.layers.0.mlp.experts.act_fn,aten.silu.default,[],decode,False
34,MLA+MoE,2,0-1,mlp,experts,,,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[32, 33]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],decode,False
35,MLA+MoE,2,0-1,mlp,experts,,,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]",[34],0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.down_proj],decode,False
36,MLA+MoE,2,0-1,mlp,experts,,,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[31, 35]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],decode,False
37,MLA+MoE,2,0-1,mlp,experts,,,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]",[36],0,mlp,experts,2,model.layers.0.mlp.experts,aten.sum.dim_IntList,[],decode,True
38,MLA+MoE,2,0-1,mlp,shared_experts,gate_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[30],0,mlp,shared_experts,3,model.layers.0.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.0.mlp.shared_experts.gate_proj.weight],decode,False
39,MLA+MoE,2,0-1,mlp,shared_experts,up_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[30],0,mlp,shared_experts,3,model.layers.0.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.0.mlp.shared_experts.up_proj.weight],decode,False
40,MLA+MoE,2,0-1,mlp,shared_experts,act_fn,,,silu,"[[B, 1, d_moe]]",,,"[[B, 1, d_moe]]",[38],0,mlp,shared_experts,3,model.layers.0.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
41,MLA+MoE,2,0-1,mlp,shared_experts,,,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[39, 40]",0,mlp,shared_experts,2,model.layers.0.mlp.shared_experts,aten.mul.Tensor,[],decode,False
42,MLA+MoE,2,0-1,mlp,shared_experts,down_proj,,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[41],0,mlp,shared_experts,3,model.layers.0.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.0.mlp.shared_experts.down_proj.weight],decode,False
43,MLA+MoE,2,0-1,mlp,,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[37, 42]",0,mlp,,1,model.layers.0.mlp,aten.add.Tensor,[],decode,False
44,MLA+MoE,2,0-1,,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[26, 43]",0,,,0,model.layers.0,aten.mul.Tensor,[],decode,False
45,MLA+MoE,2,0-1,,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[22, 27]",0,,,0,model.layers.0,aten.bmm.default,[],decode,False
46,MLA+MoE,2,0-1,,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[44, 45]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
47,MLA+MoE,1,2,attn_hc,input_norm,,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[46],2,attn_hc,input_norm,2,model.layers.2.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
48,MLA+MoE,1,2,attn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]",[47],2,attn_hc,,1,model.layers.2.attn_hc,aten.mm.default,[model.layers.2.attn_hc.fn],decode,False
49,MLA+MoE,1,2,attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[48],2,attn_hc,,1,model.layers.2.attn_hc,aten.sigmoid.default,[],decode,False
50,MLA+MoE,1,2,attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[48],2,attn_hc,,1,model.layers.2.attn_hc,aten.sigmoid.default,[],decode,False
51,MLA+MoE,1,2,attn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[48],2,attn_hc,,1,model.layers.2.attn_hc,aten._softmax.default,[],decode,False
52,MLA+MoE,1,2,attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[46, 49]",2,attn_hc,,1,model.layers.2.attn_hc,aten.mul.Tensor,[],decode,False
53,MLA+MoE,1,2,attn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[52],2,attn_hc,,1,model.layers.2.attn_hc,aten.sum.dim_IntList,[],decode,True
54,MLA+MoE,1,2,input_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[53],2,input_layernorm,,1,model.layers.2.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.input_layernorm.weight],decode,False
55,MLA+MoE,1,2,self_attn,q_a_proj,,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[54],2,self_attn,q_a_proj,2,model.layers.2.self_attn.q_a_proj,aten.mm.default,[model.layers.2.self_attn.q_a_proj.weight],decode,False
56,MLA+MoE,1,2,self_attn,q_a_norm,,,,rmsnorm,"[[B, 1, c_q]]",[c_q],-1,"[[B, 1, c_q]]",[55],2,self_attn,q_a_norm,2,model.layers.2.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.self_attn.q_a_norm.weight],decode,False
57,MLA+MoE,1,2,self_attn,q_b_proj,,,,matmul,"[[B, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]",1,"[[B, n_h*d_head]]",[56],2,self_attn,q_b_proj,2,model.layers.2.self_attn.q_b_proj,aten.mm.default,[model.layers.2.self_attn.q_b_proj.weight],decode,False
58,MLA+MoE,1,2,self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[57],2,self_attn,q_b_norm,2,model.layers.2.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],decode,False
59,MLA+MoE,1,2,self_attn,kv_proj,,,,matmul,"[[B, d_model], [d_model, d_head]]","[d_head, d_model]",1,"[[B, d_head]]",[54],2,self_attn,kv_proj,2,model.layers.2.self_attn.kv_proj,aten.mm.default,[model.layers.2.self_attn.kv_proj.weight],decode,False
60,MLA+MoE,1,2,self_attn,kv_norm,,,,rmsnorm,"[[B, 1, d_head]]",[d_head],-1,"[[B, 1, d_head]]",[59],2,self_attn,kv_norm,2,model.layers.2.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.self_attn.kv_norm.weight],decode,False
61,MLA+MoE,1,2,self_attn,compressor,kv_proj,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[54],2,self_attn,compressor,3,model.layers.2.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.2.self_attn.compressor.kv_proj.weight],decode,False
62,MLA+MoE,1,2,self_attn,compressor,gate_proj,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[54],2,self_attn,compressor,3,model.layers.2.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.2.self_attn.compressor.gate_proj.weight],decode,False
63,MLA+MoE,1,2,self_attn,compressor,indexer,kv_proj,,matmul,"[[B, d_model], [d_model, 2*c_I]]","[2*c_I, d_model]",1,"[[B, 2*c_I]]",[54],2,self_attn,compressor,4,model.layers.2.self_attn.compressor.indexer.kv_proj,aten.mm.default,[model.layers.2.self_attn.compressor.indexer.kv_proj.weight],decode,False
64,MLA+MoE,1,2,self_attn,compressor,indexer,gate_proj,,matmul,"[[B, d_model], [d_model, 2*c_I]]","[2*c_I, d_model]",1,"[[B, 2*c_I]]",[54],2,self_attn,compressor,4,model.layers.2.self_attn.compressor.indexer.gate_proj,aten.mm.default,[model.layers.2.self_attn.compressor.indexer.gate_proj.weight],decode,False
65,MLA+MoE,1,2,self_attn,compressor,indexer,q_b_proj,,matmul,"[[B, c_q], [c_q, n_h_I*c_I]]","[n_h_I*c_I, c_q]",1,"[[B, n_h_I*c_I]]",[56],2,self_attn,compressor,4,model.layers.2.self_attn.compressor.indexer.q_b_proj,aten.mm.default,[model.layers.2.self_attn.compressor.indexer.q_b_proj.weight],decode,False
66,MLA+MoE,1,2,self_attn,compressor,indexer,scorer,,batched_matmul,"[[B, n_h_I, c_I], [B, c_I, T/m_csa]]",,,"[[B, n_h_I, T/m_csa]]",[65],2,self_attn,compressor,4,model.layers.2.self_attn.compressor.indexer.scorer,aten.bmm.default,[],decode,False
67,MLA+MoE,1,2,self_attn,compressor,indexer,scorer,,relu,"[[B, 1, n_h_I, T/m_csa]]",,,"[[B, 1, n_h_I, T/m_csa]]",[66],2,self_attn,compressor,4,model.layers.2.self_attn.compressor.indexer.scorer,aten.relu.default,[],decode,True
68,MLA+MoE,1,2,self_attn,compressor,indexer,scorer,weights_proj,matmul,"[[B, d_model], [d_model, n_h_I]]","[n_h_I, d_model]",1,"[[B, n_h_I]]",[54],2,self_attn,compressor,5,model.layers.2.self_attn.compressor.indexer.scorer.weights_proj,aten.mm.default,[model.layers.2.self_attn.compressor.indexer.scorer.weights_proj.weight],decode,False
69,MLA+MoE,1,2,self_attn,,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, w_local+T/m_csa]]",,,"[[n_h, B, w_local+T/m_csa]]","[58, 60]",2,self_attn,,1,model.layers.2.self_attn,aten.bmm.default,[],decode,False
70,MLA+MoE,1,2,self_attn,,,,,softmax,"[[B, n_h, 1, w_local+T/m_csa+1]]",,,"[[B, n_h, 1, w_local+T/m_csa+1]]","[67, 68, 69]",2,self_attn,,1,model.layers.2.self_attn,aten._softmax.default,[],decode,False
71,MLA+MoE,1,2,self_attn,,,,,batched_matmul,"[[n_h, B, w_local+T/m_csa], [n_h, w_local+T/m_csa, d_head]]",,,"[[n_h, B, d_head]]","[60, 70]",2,self_attn,,1,model.layers.2.self_attn,aten.bmm.default,[],decode,False
72,MLA+MoE,1,2,self_attn,o_a_proj,,,,batched_matmul,"[[g_o, B, d_model], [g_o, d_model, d_g]]","[g_o*d_g, d_model]",-1,"[[g_o, B, d_g]]",[71],2,self_attn,o_a_proj,2,model.layers.2.self_attn.o_a_proj,aten.bmm.default,[model.layers.2.self_attn.o_a_proj.weight],decode,False
73,MLA+MoE,1,2,self_attn,o_b_proj,,,,matmul,"[[B, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]",1,"[[B, d_model]]",[72],2,self_attn,o_b_proj,2,model.layers.2.self_attn.o_b_proj,aten.mm.default,[model.layers.2.self_attn.o_b_proj.weight],decode,False
74,MLA+MoE,1,2,,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[50, 73]",2,,,0,model.layers.2,aten.mul.Tensor,[],decode,False
75,MLA+MoE,1,2,,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[46, 51]",2,,,0,model.layers.2,aten.bmm.default,[],decode,False
76,MLA+MoE,1,2,,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[74, 75]",2,,,0,model.layers.2,aten.add.Tensor,[],decode,False
77,MLA+MoE,1,2,ffn_hc,input_norm,,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[76],2,ffn_hc,input_norm,2,model.layers.2.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
78,MLA+MoE,1,2,ffn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]",[77],2,ffn_hc,,1,model.layers.2.ffn_hc,aten.mm.default,[model.layers.2.ffn_hc.fn],decode,False
79,MLA+MoE,1,2,ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[78],2,ffn_hc,,1,model.layers.2.ffn_hc,aten.sigmoid.default,[],decode,False
80,MLA+MoE,1,2,ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[78],2,ffn_hc,,1,model.layers.2.ffn_hc,aten.sigmoid.default,[],decode,False
81,MLA+MoE,1,2,ffn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[78],2,ffn_hc,,1,model.layers.2.ffn_hc,aten._softmax.default,[],decode,False
82,MLA+MoE,1,2,ffn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[76, 79]",2,ffn_hc,,1,model.layers.2.ffn_hc,aten.mul.Tensor,[],decode,False
83,MLA+MoE,1,2,ffn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[82],2,ffn_hc,,1,model.layers.2.ffn_hc,aten.sum.dim_IntList,[],decode,True
84,MLA+MoE,1,2,post_attention_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[83],2,post_attention_layernorm,,1,model.layers.2.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.post_attention_layernorm.weight],decode,False
85,MLA+MoE,1,2,mlp,gate,,,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[84],2,mlp,gate,2,model.layers.2.mlp.gate,aten.mm.default,[model.layers.2.mlp.gate.weight],decode,False
86,MLA+MoE,1,2,mlp,experts,,,,grouped_matmul,"[[k, d_model], [E, d_model, d_model], [E]]","[E, d_model, d_model]",1,"[[k, 2*d_moe]]",[84],2,mlp,experts,2,model.layers.2.mlp.experts,aten._grouped_mm.default,[model.layers.2.mlp.experts.gate_up_proj],decode,False
87,MLA+MoE,1,2,mlp,experts,act_fn,,,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[86],2,mlp,experts,3,model.layers.2.mlp.experts.act_fn,aten.silu.default,[],decode,False
88,MLA+MoE,1,2,mlp,experts,,,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[86, 87]",2,mlp,experts,2,model.layers.2.mlp.experts,aten.mul.Tensor,[],decode,False
89,MLA+MoE,1,2,mlp,experts,,,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]",[88],2,mlp,experts,2,model.layers.2.mlp.experts,aten._grouped_mm.default,[model.layers.2.mlp.experts.down_proj],decode,False
90,MLA+MoE,1,2,mlp,experts,,,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[85, 89]",2,mlp,experts,2,model.layers.2.mlp.experts,aten.mul.Tensor,[],decode,False
91,MLA+MoE,1,2,mlp,experts,,,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]",[90],2,mlp,experts,2,model.layers.2.mlp.experts,aten.sum.dim_IntList,[],decode,True
92,MLA+MoE,1,2,mlp,shared_experts,gate_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[84],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.2.mlp.shared_experts.gate_proj.weight],decode,False
93,MLA+MoE,1,2,mlp,shared_experts,up_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[84],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.2.mlp.shared_experts.up_proj.weight],decode,False
94,MLA+MoE,1,2,mlp,shared_experts,act_fn,,,silu,"[[B, 1, d_moe]]",,,"[[B, 1, d_moe]]",[92],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
95,MLA+MoE,1,2,mlp,shared_experts,,,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[93, 94]",2,mlp,shared_experts,2,model.layers.2.mlp.shared_experts,aten.mul.Tensor,[],decode,False
96,MLA+MoE,1,2,mlp,shared_experts,down_proj,,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[95],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.2.mlp.shared_experts.down_proj.weight],decode,False
97,MLA+MoE,1,2,mlp,,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[91, 96]",2,mlp,,1,model.layers.2.mlp,aten.add.Tensor,[],decode,False
98,MLA+MoE,1,2,,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[80, 97]",2,,,0,model.layers.2,aten.mul.Tensor,[],decode,False
99,MLA+MoE,1,2,,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[76, 81]",2,,,0,model.layers.2,aten.bmm.default,[],decode,False
100,MLA+MoE,1,2,,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[98, 99]",2,,,0,model.layers.2,aten.add.Tensor,[],decode,False
