op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
10,SSM,48,"0,2,4,6,9,11,13,16,18,20,22,25,27,29,31,34,36,38,41,43,45,47,50,52,54,56,59,61,63,66,68,70,72,75,77,79,81,84,86,88,91,93,95,97,100,102,104,106",mixer,norm,,rmsnorm,"[[B, T, d_inner]]",[d_inner],-1,"[[B, T, d_inner]]","[2, 4, 6, 7, 8, 9]",0,mixer,norm,2,model.layers.0.mixer.norm,_to_copy+silu+mul+view+pow+mean+add+rsqrt+mul+view+mul,[model.layers.0.mixer.norm.weight],prefill,False
11,SSM,48,"0,2,4,6,9,11,13,16,18,20,22,25,27,29,31,34,36,38,41,43,45,47,50,52,54,56,59,61,63,66,68,70,72,75,77,79,81,84,86,88,91,93,95,97,100,102,104,106",mixer,out_proj,,matmul,"[[T, d_inner], [d_inner, d_model]]","[d_model, d_inner]",1,"[[T, d_model]]",[10],0,mixer,out_proj,2,model.layers.0.mixer.out_proj,aten.mm.default,[model.layers.0.mixer.out_proj.weight],prefill,False
12,SSM,48,"0,2,4,6,9,11,13,16,18,20,22,25,27,29,31,34,36,38,41,43,45,47,50,52,54,56,59,61,63,66,68,70,72,75,77,79,81,84,86,88,91,93,95,97,100,102,104,106",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[0, 11]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
13,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",norm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[12],1,norm,,1,model.layers.1.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.norm.weight],prefill,False
14,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,gate,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[13],1,mixer,gate,2,model.layers.1.mixer.gate,aten.mm.default,[model.layers.1.mixer.gate.weight],prefill,False
15,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,gate,,sigmoid,"[[T, E]]",,,"[[T, E]]",[14],1,mixer,gate,2,model.layers.1.mixer.gate,aten.sigmoid.default,[],prefill,False
16,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,fc1_latent_proj,,matmul,"[[T, d_model], [d_model, d_inner/n_g]]","[d_inner/n_g, d_model]",1,"[[T, d_inner/n_g]]",[13],1,mixer,fc1_latent_proj,2,model.layers.1.mixer.fc1_latent_proj,aten.mm.default,[model.layers.1.mixer.fc1_latent_proj.weight],prefill,False
17,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,experts,,grouped_matmul,"[[k*T, d_inner/n_g], [E, d_inner/n_g, d_moe], [E]]","[E, d_moe, d_inner/n_g]",1,"[[k*T, d_moe]]","[15, 16]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.up_proj],prefill,False
18,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,experts,act_fn,relu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[17],1,mixer,experts,3,model.layers.1.mixer.experts.act_fn,aten.relu.default,[],prefill,True
19,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_inner/n_g], [E]]","[E, d_inner/n_g, d_moe]",1,"[[k*T, d_inner/n_g]]","[15, 18]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.down_proj],prefill,False
20,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,fc2_latent_proj,,matmul,"[[T, d_inner/n_g], [d_inner/n_g, d_model]]","[d_model, d_inner/n_g]",1,"[[T, d_model]]","[15, 19]",1,mixer,fc2_latent_proj,2,model.layers.1.mixer.fc2_latent_proj,aten.mm.default,[model.layers.1.mixer.fc2_latent_proj.weight],prefill,False
21,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,shared_experts,up_proj,matmul,"[[T, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]",1,"[[T, 2*d_moe]]",[13],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.up_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.up_proj.weight],prefill,False
22,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,shared_experts,act_fn,relu,"[[B, T, 2*d_moe]]",,,"[[B, T, 2*d_moe]]",[21],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.act_fn,aten.relu.default,[],prefill,True
23,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,shared_experts,down_proj,matmul,"[[T, 2*d_moe], [2*d_moe, d_model]]","[d_model, 2*d_moe]",1,"[[T, d_model]]",[22],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.down_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.down_proj.weight],prefill,False
24,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[20, 23]",1,mixer,,1,model.layers.1.mixer,aten.add.Tensor,[],prefill,False
25,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 24]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
26,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",norm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[12],7,norm,,1,model.layers.7.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.7.norm.weight],prefill,False
27,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,q_proj,,matmul,"[[T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[T, n_h*d_head]]",[26],7,mixer,q_proj,2,model.layers.7.mixer.q_proj,aten.mm.default,[model.layers.7.mixer.q_proj.weight],prefill,False
28,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,k_proj,,matmul,"[[T, d_model], [d_model, n_h_ssm]]","[n_h_ssm, n_h*d_head]",1,"[[T, n_h_ssm]]",[26],7,mixer,k_proj,2,model.layers.7.mixer.k_proj,aten.mm.default,[model.layers.7.mixer.k_proj.weight],prefill,False
29,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,v_proj,,matmul,"[[T, d_model], [d_model, n_h_ssm]]","[n_h_ssm, n_h*d_head]",1,"[[T, n_h_ssm]]",[26],7,mixer,v_proj,2,model.layers.7.mixer.v_proj,aten.mm.default,[model.layers.7.mixer.v_proj.weight],prefill,False
30,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[27, 28]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],prefill,False
31,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[30],7,mixer,,1,model.layers.7.mixer,aten._softmax.default,[],prefill,False
32,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[29, 31]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],prefill,False
33,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[T, n_h*d_head]]",[32],7,mixer,o_proj,2,model.layers.7.mixer.o_proj,aten.mm.default,[model.layers.7.mixer.o_proj.weight],prefill,False
34,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 33]",7,,,0,model.layers.7,aten.add.Tensor,[],prefill,False
35,norm,1,,model,norm_f,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[25],,other,,2,model.norm_f,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm_f.weight],prefill,False
36,head,1,,lm_head,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[35],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
