op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
12,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,gate,,sigmoid,"[[B, E]]",,,"[[B, E]]",[11],1,mixer,gate,2,model.layers.1.mixer.gate,aten.sigmoid.default,[],decode,False
13,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,fc1_latent_proj,,matmul,"[[B, d_model], [d_model, d_inner/n_g]]","[d_inner/n_g, d_model]",1,"[[B, d_inner/n_g]]",[10],1,mixer,fc1_latent_proj,2,model.layers.1.mixer.fc1_latent_proj,aten.mm.default,[model.layers.1.mixer.fc1_latent_proj.weight],decode,False
14,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,experts,,grouped_matmul,"[[k, d_inner/n_g], [E, d_inner/n_g, d_moe], [E]]","[E, d_moe, d_inner/n_g]",1,"[[k, d_moe]]","[12, 13]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.up_proj],decode,False
15,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,experts,act_fn,relu,"[[k, d_moe]]",,,"[[k, d_moe]]",[14],1,mixer,experts,3,model.layers.1.mixer.experts.act_fn,aten.relu.default,[],decode,True
16,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_inner/n_g], [E]]","[E, d_inner/n_g, d_moe]",1,"[[k, d_inner/n_g]]","[12, 15]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.down_proj],decode,False
17,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,fc2_latent_proj,,matmul,"[[B, d_inner/n_g], [d_inner/n_g, d_model]]","[d_model, d_inner/n_g]",1,"[[B, d_model]]","[12, 16]",1,mixer,fc2_latent_proj,2,model.layers.1.mixer.fc2_latent_proj,aten.mm.default,[model.layers.1.mixer.fc2_latent_proj.weight],decode,False
18,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, d_shared]]","[d_shared, d_model]",1,"[[B, d_shared]]",[10],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.up_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.up_proj.weight],decode,False
19,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,shared_experts,act_fn,relu,"[[B, 1, d_shared]]",,,"[[B, 1, d_shared]]",[18],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.act_fn,aten.relu.default,[],decode,True
20,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,shared_experts,down_proj,matmul,"[[B, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[B, d_model]]",[19],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.down_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.down_proj.weight],decode,False
21,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",mixer,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[17, 20]",1,mixer,,1,model.layers.1.mixer,aten.add.Tensor,[],decode,False
22,MoE,48,"1,3,5,8,10,12,15,17,19,21,24,26,28,30,33,35,37,40,42,44,46,49,51,53,55,58,60,62,65,67,69,71,74,76,78,80,83,85,87,90,92,94,96,99,101,103,105,107",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[9, 21]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
23,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",norm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[9],7,norm,,1,model.layers.7.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.7.norm.weight],decode,False
24,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[d_model, n_h*d_head]",1,"[[B, n_h*d_head]]",[23],7,mixer,q_proj,2,model.layers.7.mixer.q_proj,aten.mm.default,[model.layers.7.mixer.q_proj.weight],decode,False
25,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,k_proj,,matmul,"[[B, d_model], [d_model, n_h_ssm]]","[n_h_ssm, d_model]",1,"[[B, n_h_ssm]]",[23],7,mixer,k_proj,2,model.layers.7.mixer.k_proj,aten.mm.default,[model.layers.7.mixer.k_proj.weight],decode,False
26,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,v_proj,,matmul,"[[B, d_model], [d_model, n_h_ssm]]","[n_h_ssm, d_model]",1,"[[B, n_h_ssm]]",[23],7,mixer,v_proj,2,model.layers.7.mixer.v_proj,aten.mm.default,[model.layers.7.mixer.v_proj.weight],decode,False
27,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[24, 25]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],decode,False
28,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[27],7,mixer,,1,model.layers.7.mixer,aten._softmax.default,[],decode,False
29,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[26, 28]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],decode,False
30,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",mixer,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[B, n_h*d_head]]",[29],7,mixer,o_proj,2,model.layers.7.mixer.o_proj,aten.mm.default,[model.layers.7.mixer.o_proj.weight],decode,False
31,attn,12,"7,14,23,32,39,48,57,64,73,82,89,98",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[9, 30]",7,,,0,model.layers.7,aten.add.Tensor,[],decode,False
32,norm,1,,model,norm_f,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[22],,other,,2,model.norm_f,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm_f.weight],decode,False
33,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[32],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
