op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
23,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,"[[n_h, T, d_head]]","[20, 22]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
24,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",self_attn,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]","[[T, n_h*d_head]]",[23],1,self_attn,o_proj,2,model.layers.1.self_attn.o_proj,aten.mm.default,[model.layers.1.self_attn.o_proj.weight],prefill,False
25,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[16, 24]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
26,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[25],1,post_attention_layernorm,,1,model.layers.1.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.post_attention_layernorm.weight],prefill,False
27,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,router,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]","[[T, E]]",[26],1,feed_forward,router,2,model.layers.1.feed_forward.router,aten.mm.default,[model.layers.1.feed_forward.router.weight],prefill,False
28,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,router,,sigmoid,"[[T, E]]",,"[[T, E]]",[27],1,feed_forward,router,2,model.layers.1.feed_forward.router,aten.sigmoid.default,[],prefill,False
29,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,,,elementwise_mul,"[[E*T, d_model], [E*T, B]]",,"[[E*T, d_model]]","[26, 28]",1,feed_forward,,1,model.layers.1.feed_forward,aten.mul.Tensor,[],prefill,False
30,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,experts,,batched_matmul,"[[E, T, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]","[[E, T, 2*d_moe]]",[29],1,feed_forward,experts,2,model.layers.1.feed_forward.experts,aten.bmm.default,[model.layers.1.feed_forward.experts.gate_up_proj],prefill,False
31,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,experts,act_fn,silu,"[[E, T, d_moe]]",,"[[E, T, d_moe]]",[30],1,feed_forward,experts,3,model.layers.1.feed_forward.experts.act_fn,aten.silu.default,[],prefill,False
32,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,experts,,elementwise_mul,"[[E, T, d_moe], [E, T, d_moe]]",,"[[E, T, d_moe]]","[30, 31]",1,feed_forward,experts,2,model.layers.1.feed_forward.experts,aten.mul.Tensor,[],prefill,False
33,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,experts,,batched_matmul,"[[E, T, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]","[[E, T, d_model]]",[32],1,feed_forward,experts,2,model.layers.1.feed_forward.experts,aten.bmm.default,[model.layers.1.feed_forward.experts.down_proj],prefill,False
34,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,shared_expert,gate_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[26],1,feed_forward,shared_expert,3,model.layers.1.feed_forward.shared_expert.gate_proj,aten.mm.default,[model.layers.1.feed_forward.shared_expert.gate_proj.weight],prefill,False
35,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,shared_expert,activation_fn,silu,"[[T, d_moe]]",,"[[T, d_moe]]",[34],1,feed_forward,shared_expert,3,model.layers.1.feed_forward.shared_expert.activation_fn,aten.silu.default,[],prefill,False
36,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,shared_expert,up_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[26],1,feed_forward,shared_expert,3,model.layers.1.feed_forward.shared_expert.up_proj,aten.mm.default,[model.layers.1.feed_forward.shared_expert.up_proj.weight],prefill,False
37,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,shared_expert,,elementwise_mul,"[[T, d_moe], [T, d_moe]]",,"[[T, d_moe]]","[35, 36]",1,feed_forward,shared_expert,2,model.layers.1.feed_forward.shared_expert,aten.mul.Tensor,[],prefill,False
38,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,shared_expert,down_proj,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[37],1,feed_forward,shared_expert,3,model.layers.1.feed_forward.shared_expert.down_proj,aten.mm.default,[model.layers.1.feed_forward.shared_expert.down_proj.weight],prefill,False
39,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",feed_forward,,,sum,"[[E, T, d_model]]",,"[[T, d_model]]",[33],1,feed_forward,,1,model.layers.1.feed_forward,aten.sum.dim_IntList,[],prefill,True
40,attn+MoE,12,"1,5,9,13,17,21,25,29,33,37,41,45",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[25, 38, 39]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
41,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",input_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[16],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],prefill,False
42,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,q_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]","[[T, n_h*d_head]]",[41],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],prefill,False
43,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,k_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_kv*d_head]]","[n_kv*d_head, n_h*d_head]","[[T, n_kv*d_head]]",[41],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],prefill,False
44,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,v_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_kv*d_head]]","[n_kv*d_head, n_h*d_head]","[[T, n_kv*d_head]]",[41],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],prefill,False
45,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,"[[n_h, T, T]]","[42, 43]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
46,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,softmax,"[[B, n_h, T, T]]",,"[[B, n_h, T, T]]",[45],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],prefill,False
47,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,"[[n_h, T, d_head]]","[44, 46]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
48,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",self_attn,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]","[[T, n_h*d_head]]",[47],3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],prefill,False
49,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[16, 48]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
50,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[49],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],prefill,False
51,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,router,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]","[[T, E]]",[50],3,feed_forward,router,2,model.layers.3.feed_forward.router,aten.mm.default,[model.layers.3.feed_forward.router.weight],prefill,False
52,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,router,,sigmoid,"[[T, E]]",,"[[T, E]]",[51],3,feed_forward,router,2,model.layers.3.feed_forward.router,aten.sigmoid.default,[],prefill,False
53,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,,,elementwise_mul,"[[E*T, d_model], [E*T, B]]",,"[[E*T, d_model]]","[50, 52]",3,feed_forward,,1,model.layers.3.feed_forward,aten.mul.Tensor,[],prefill,False
54,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,experts,,batched_matmul,"[[E, T, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]","[[E, T, 2*d_moe]]",[53],3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.bmm.default,[model.layers.3.feed_forward.experts.gate_up_proj],prefill,False
55,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,experts,act_fn,silu,"[[E, T, d_moe]]",,"[[E, T, d_moe]]",[54],3,feed_forward,experts,3,model.layers.3.feed_forward.experts.act_fn,aten.silu.default,[],prefill,False
56,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,experts,,elementwise_mul,"[[E, T, d_moe], [E, T, d_moe]]",,"[[E, T, d_moe]]","[54, 55]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.mul.Tensor,[],prefill,False
57,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,experts,,batched_matmul,"[[E, T, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]","[[E, T, d_model]]",[56],3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.bmm.default,[model.layers.3.feed_forward.experts.down_proj],prefill,False
58,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,shared_expert,gate_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[50],3,feed_forward,shared_expert,3,model.layers.3.feed_forward.shared_expert.gate_proj,aten.mm.default,[model.layers.3.feed_forward.shared_expert.gate_proj.weight],prefill,False
59,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,shared_expert,activation_fn,silu,"[[T, d_moe]]",,"[[T, d_moe]]",[58],3,feed_forward,shared_expert,3,model.layers.3.feed_forward.shared_expert.activation_fn,aten.silu.default,[],prefill,False
60,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,shared_expert,up_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[50],3,feed_forward,shared_expert,3,model.layers.3.feed_forward.shared_expert.up_proj,aten.mm.default,[model.layers.3.feed_forward.shared_expert.up_proj.weight],prefill,False
61,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,shared_expert,,elementwise_mul,"[[T, d_moe], [T, d_moe]]",,"[[T, d_moe]]","[59, 60]",3,feed_forward,shared_expert,2,model.layers.3.feed_forward.shared_expert,aten.mul.Tensor,[],prefill,False
62,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,shared_expert,down_proj,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[61],3,feed_forward,shared_expert,3,model.layers.3.feed_forward.shared_expert.down_proj,aten.mm.default,[model.layers.3.feed_forward.shared_expert.down_proj.weight],prefill,False
63,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",feed_forward,,,sum,"[[E, T, d_model]]",,"[[T, d_model]]",[57],3,feed_forward,,1,model.layers.3.feed_forward,aten.sum.dim_IntList,[],prefill,True
64,attn+MoE,12,"3,7,11,15,19,23,27,31,35,39,43,47",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[49, 62, 63]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
65,norm,1,,model,norm,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[64],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],prefill,False
66,head,1,,lm_head,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]","[[T, V]]",[65],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
