op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
23,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,q_norm,rmsnorm,"[[B, 1, n_h, d_head]]",[d_head],-1,"[[B, 1, n_h, d_head]]",[22],3,self_attn,q_norm,2,model.layers.3.self_attn.q_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.q_norm.weight],decode,False
24,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,k_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[21],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],decode,False
25,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,k_norm,rmsnorm,"[[B, 1, n_kv, d_head]]",[d_head],-1,"[[B, 1, n_kv, d_head]]",[24],3,self_attn,k_norm,2,model.layers.3.self_attn.k_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.k_norm.weight],decode,False
26,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,v_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[21],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],decode,False
27,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[23, 25]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
28,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[27],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],decode,False
29,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[26, 28]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
30,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,sigmoid,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[22],3,self_attn,,1,model.layers.3.self_attn,aten.sigmoid.default,[],decode,False
31,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,o_proj,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[29, 30]",3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],decode,False
32,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[20, 31]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
33,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",post_attention_layernorm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[32],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.post_attention_layernorm.weight],decode,False
34,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,gate_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]",[33],3,mlp,gate_proj,2,model.layers.3.mlp.gate_proj,aten.mm.default,[model.layers.3.mlp.gate_proj.weight],decode,False
35,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,act_fn,silu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[34],3,mlp,act_fn,2,model.layers.3.mlp.act_fn,aten.silu.default,[],decode,False
36,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,up_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]",[33],3,mlp,up_proj,2,model.layers.3.mlp.up_proj,aten.mm.default,[model.layers.3.mlp.up_proj.weight],decode,False
37,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[35, 36]",3,mlp,,1,model.layers.3.mlp,aten.mul.Tensor,[],decode,False
38,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,down_proj,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]",[37],3,mlp,down_proj,2,model.layers.3.mlp.down_proj,aten.mm.default,[model.layers.3.mlp.down_proj.weight],decode,False
39,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[32, 38]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
40,norm,1,,model,norm,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[39],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.norm.weight],decode,False
41,head,1,,lm_head,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[40],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
