op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
15,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_rope]]",,,"[[n_h_lin_v, d_rope, d_rope]]",[7],0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
16,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]",[14],0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
17,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,exp,"[[B, n_h_lin_v, d_rope, 1]]",,,"[[B, n_h_lin_v, d_rope, 1]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
18,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,batched_matmul,"[[n_h_lin_v, d_rope, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]","[7, 17]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
19,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,batched_matmul,"[[n_h_lin_v, d_rope, d_rope], [n_h_lin_v, d_rope, d_head_lin_k]]",,,"[[n_h_lin_v, d_rope, d_head_lin_k]]","[10, 12, 15, 16]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
20,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,exp,"[[B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
21,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,exp,"[[B, n_h_lin_v, d_rope]]",,,"[[B, n_h_lin_v, d_rope]]","[5, 9]",0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False
22,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,,batched_matmul,"[[n_h_lin_v, d_head_lin_k, d_rope], [n_h_lin_v, d_rope, d_head_lin_k]]",,,"[[n_h_lin_v, d_head_lin_k, d_head_lin_v]]","[7, 12, 16, 21]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False
23,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,norm,rmsnorm,"[[n_h_lin_v*T, d_head_lin_k]]",[d_head_lin_k],-1,"[[n_h_lin_v*T, d_head_lin_k]]","[3, 12]",0,linear_attn,norm,2,model.layers.0.linear_attn.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul+_to_copy+silu+mul+_to_copy,[model.layers.0.linear_attn.norm.weight],prefill,False
24,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",linear_attn,out_proj,matmul,"[[T, n_v*d_v], [n_v*d_v, d_model]]","[d_model, n_v*d_v]",1,"[[T, d_model]]",[23],0,linear_attn,out_proj,2,model.layers.0.linear_attn.out_proj,aten.mm.default,[model.layers.0.linear_attn.out_proj.weight],prefill,False
25,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[0, 24]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
26,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",post_attention_layernorm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[25],0,post_attention_layernorm,,1,model.layers.0.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.0.post_attention_layernorm.weight],prefill,False
27,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",mlp,gate_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[26],0,mlp,gate_proj,2,model.layers.0.mlp.gate_proj,aten.mm.default,[model.layers.0.mlp.gate_proj.weight],prefill,False
28,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",mlp,act_fn,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[27],0,mlp,act_fn,2,model.layers.0.mlp.act_fn,aten.silu.default,[],prefill,False
29,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",mlp,up_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[26],0,mlp,up_proj,2,model.layers.0.mlp.up_proj,aten.mm.default,[model.layers.0.mlp.up_proj.weight],prefill,False
30,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",mlp,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[28, 29]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],prefill,False
31,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",mlp,down_proj,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[30],0,mlp,down_proj,2,model.layers.0.mlp.down_proj,aten.mm.default,[model.layers.0.mlp.down_proj.weight],prefill,False
32,SSM+FFN,48,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34,36-38,40-42,44-46,48-50,52-54,56-58,60-62",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[25, 31]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
33,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",input_layernorm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[32],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.input_layernorm.weight],prefill,False
34,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,q_proj,matmul,"[[T, d_model], [d_model, 2*n_h*d_head]]","[2*n_h*d_head, d_model]",1,"[[T, 2*n_h*d_head]]",[33],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],prefill,False
35,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,q_norm,rmsnorm,"[[B, T, n_h, d_head]]",[d_head],-1,"[[B, T, n_h, d_head]]",[34],3,self_attn,q_norm,2,model.layers.3.self_attn.q_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.q_norm.weight],prefill,False
36,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,k_proj,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[33],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],prefill,False
37,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,k_norm,rmsnorm,"[[B, T, n_kv, d_head]]",[d_head],-1,"[[B, T, n_kv, d_head]]",[36],3,self_attn,k_norm,2,model.layers.3.self_attn.k_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.self_attn.k_norm.weight],prefill,False
38,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,v_proj,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[33],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],prefill,False
39,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[35, 37]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
40,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[39],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],prefill,False
41,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[38, 40]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
42,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,,sigmoid,"[[B, T, n_h*d_head]]",,,"[[B, T, n_h*d_head]]",[34],3,self_attn,,1,model.layers.3.self_attn,aten.sigmoid.default,[],prefill,False
43,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",self_attn,o_proj,matmul,"[[T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[T, d_model]]","[41, 42]",3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],prefill,False
44,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[32, 43]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
45,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",post_attention_layernorm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[44],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.layers.3.post_attention_layernorm.weight],prefill,False
46,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,gate_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[45],3,mlp,gate_proj,2,model.layers.3.mlp.gate_proj,aten.mm.default,[model.layers.3.mlp.gate_proj.weight],prefill,False
47,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,act_fn,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[46],3,mlp,act_fn,2,model.layers.3.mlp.act_fn,aten.silu.default,[],prefill,False
48,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,up_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[45],3,mlp,up_proj,2,model.layers.3.mlp.up_proj,aten.mm.default,[model.layers.3.mlp.up_proj.weight],prefill,False
49,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[47, 48]",3,mlp,,1,model.layers.3.mlp,aten.mul.Tensor,[],prefill,False
50,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",mlp,down_proj,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[49],3,mlp,down_proj,2,model.layers.3.mlp.down_proj,aten.mm.default,[model.layers.3.mlp.down_proj.weight],prefill,False
51,attn+FFN,16,"3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[44, 50]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
52,norm,1,,model,norm,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[51],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+add+mul+_to_copy,[model.norm.weight],prefill,False
53,head,1,,lm_head,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[52],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
