op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
13,FFN,17,"1,3,5,8,10,13,15,18,20,22,25,27,29,33,37,39,41",norm,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[12],1,norm,,1,model.layers.1.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.norm.weight],prefill,False
14,FFN,17,"1,3,5,8,10,13,15,18,20,22,25,27,29,33,37,39,41",mixer,up_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]","[[T, d_ff]]",[13],1,mixer,up_proj,2,model.layers.1.mixer.up_proj,aten.mm.default,[model.layers.1.mixer.up_proj.weight],prefill,False
15,FFN,17,"1,3,5,8,10,13,15,18,20,22,25,27,29,33,37,39,41",mixer,act_fn,relu,"[[B, T, d_ff]]",,"[[B, T, d_ff]]",[14],1,mixer,act_fn,2,model.layers.1.mixer.act_fn,aten.relu.default,[],prefill,True
16,FFN,17,"1,3,5,8,10,13,15,18,20,22,25,27,29,33,37,39,41",mixer,down_proj,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]","[[T, d_model]]",[15],1,mixer,down_proj,2,model.layers.1.mixer.down_proj,aten.mm.default,[model.layers.1.mixer.down_proj.weight],prefill,False
17,FFN,17,"1,3,5,8,10,13,15,18,20,22,25,27,29,33,37,39,41",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[12, 16]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
18,attn,4,"12,17,24,32",norm,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[12],12,norm,,1,model.layers.12.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.12.norm.weight],prefill,False
19,attn,4,"12,17,24,32",mixer,q_proj,matmul,"[[T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]","[[T, n_h*d_head]]",[18],12,mixer,q_proj,2,model.layers.12.mixer.q_proj,aten.mm.default,[model.layers.12.mixer.q_proj.weight],prefill,False
20,attn,4,"12,17,24,32",mixer,k_proj,matmul,"[[T, d_model], [d_model, n_g*d_state]]","[n_g*d_state, d_model]","[[T, n_g*d_state]]",[18],12,mixer,k_proj,2,model.layers.12.mixer.k_proj,aten.mm.default,[model.layers.12.mixer.k_proj.weight],prefill,False
21,attn,4,"12,17,24,32",mixer,v_proj,matmul,"[[T, d_model], [d_model, n_g*d_state]]","[n_g*d_state, d_model]","[[T, n_g*d_state]]",[18],12,mixer,v_proj,2,model.layers.12.mixer.v_proj,aten.mm.default,[model.layers.12.mixer.v_proj.weight],prefill,False
22,attn,4,"12,17,24,32",mixer,,batched_matmul,"[[n_h, T, d_state], [n_h, d_state, T]]",,"[[n_h, T, T]]","[19, 20]",12,mixer,,1,model.layers.12.mixer,aten.bmm.default,[],prefill,False
23,attn,4,"12,17,24,32",mixer,,softmax,"[[B, n_h, T, T]]",,"[[B, n_h, T, T]]",[22],12,mixer,,1,model.layers.12.mixer,aten._safe_softmax.default,[],prefill,False
24,attn,4,"12,17,24,32",mixer,,batched_matmul,"[[n_h, T, T], [n_h, T, d_state]]",,"[[n_h, T, d_state]]","[21, 23]",12,mixer,,1,model.layers.12.mixer,aten.bmm.default,[],prefill,False
25,attn,4,"12,17,24,32",mixer,o_proj,matmul,"[[T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]","[[T, d_model]]",[24],12,mixer,o_proj,2,model.layers.12.mixer.o_proj,aten.mm.default,[model.layers.12.mixer.o_proj.weight],prefill,False
26,attn,4,"12,17,24,32",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[12, 25]",12,,,0,model.layers.12,aten.add.Tensor,[],prefill,False
27,norm,1,,model,norm_f,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[17],,other,,2,model.norm_f,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm_f.weight],prefill,False
28,head,1,,lm_head,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]","[[T, V]]",[27],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
