op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
11,SSM,32,"0-4,6-10,12-16,18-22,24-28,30-34,36-37",mamba,out_proj,,,,matmul,"[[T, d_inner], [d_inner, d_model]]","[d_model, d_inner]",1,"[[T, d_model]]",[10],0,mamba,out_proj,2,model.layers.0.mamba.out_proj,aten.mm.default,[model.layers.0.mamba.out_proj.weight],prefill,False
12,SSM,32,"0-4,6-10,12-16,18-22,24-28,30-34,36-37",,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[0, 11]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
13,attn+FFN,1,5,shared_transformer,,,,,concat,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_attn]]","[0, 12]",5,shared_transformer,,1,model.layers.5.shared_transformer,aten.cat.default,[],prefill,False
14,attn+FFN,1,5,shared_transformer,input_layernorm,,,,rmsnorm,"[[B, T, d_attn]]",[d_attn],-1,"[[B, T, d_attn]]",[13],5,shared_transformer,input_layernorm,2,model.layers.5.shared_transformer.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.input_layernorm.weight],prefill,False
15,attn+FFN,1,5,shared_transformer,self_attn,q_proj,,,matmul,"[[T, n_h*d_head], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]",1,"[[T, n_h*d_head]]",[14],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.q_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.q_proj.weight],prefill,False
16,attn+FFN,1,5,shared_transformer,self_attn,k_proj,,,matmul,"[[T, n_h*d_head], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]",1,"[[T, n_h*d_head]]",[14],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.k_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.k_proj.weight],prefill,False
17,attn+FFN,1,5,shared_transformer,self_attn,v_proj,,,matmul,"[[T, n_h*d_head], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]",1,"[[T, n_h*d_head]]",[14],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.v_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.v_proj.weight],prefill,False
18,attn+FFN,1,5,shared_transformer,self_attn,linear_q_adapter_list,0,0,matmul,"[[T, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[T, d_head]]",[14],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.0.weight],prefill,False
19,attn+FFN,1,5,shared_transformer,self_attn,linear_q_adapter_list,0,1,matmul,"[[T, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[T, d_attn]]",[18],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1.weight],prefill,False
20,attn+FFN,1,5,shared_transformer,self_attn,linear_k_adapter_list,0,0,matmul,"[[T, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[T, d_head]]",[14],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0.weight],prefill,False
21,attn+FFN,1,5,shared_transformer,self_attn,linear_k_adapter_list,0,1,matmul,"[[T, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[T, d_attn]]",[20],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1.weight],prefill,False
22,attn+FFN,1,5,shared_transformer,self_attn,linear_v_adapter_list,0,0,matmul,"[[T, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[T, d_head]]",[14],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0.weight],prefill,False
23,attn+FFN,1,5,shared_transformer,self_attn,linear_v_adapter_list,0,1,matmul,"[[T, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[T, d_attn]]",[22],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1.weight],prefill,False
24,attn+FFN,1,5,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[15, 16, 19, 21]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.bmm.default,[],prefill,False
25,attn+FFN,1,5,shared_transformer,self_attn,,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[24],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten._safe_softmax.default,[],prefill,False
26,attn+FFN,1,5,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[17, 23, 25]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.bmm.default,[],prefill,False
27,attn+FFN,1,5,shared_transformer,self_attn,o_proj,,,matmul,"[[T, d_attn], [d_attn, d_model]]","[d_model, d_attn]",1,"[[T, d_model]]",[26],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.o_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],prefill,False
28,attn+FFN,1,5,shared_transformer,pre_ff_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[27],5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.pre_ff_layernorm.weight],prefill,False
29,attn+FFN,1,5,shared_transformer,feed_forward,gate_up_proj,,,matmul,"[[T, d_model], [d_model, 2*d_ff]]","[2*d_ff, d_model]",1,"[[T, 2*d_ff]]",[28],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.gate_up_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],prefill,False
30,attn+FFN,1,5,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,0,matmul,"[[T, d_model], [d_model, r_lora]]","[r_lora, d_model]",1,"[[T, r_lora]]",[28],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0.weight],prefill,False
31,attn+FFN,1,5,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,1,matmul,"[[T, r_lora], [r_lora, 2*d_ff]]","[2*d_ff, r_lora]",1,"[[T, 2*d_ff]]",[30],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1.weight],prefill,False
32,attn+FFN,1,5,shared_transformer,feed_forward,,,,elementwise_add,"[[B, T, 2*d_ff], [B, T, 2*d_ff]]",,,"[[B, T, 2*d_ff]]","[29, 31]",5,shared_transformer,feed_forward,2,model.layers.5.shared_transformer.feed_forward,aten.add.Tensor,[],prefill,False
33,attn+FFN,1,5,shared_transformer,feed_forward,act_fn,,,gelu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[32],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.act_fn,aten.gelu.default,[],prefill,False
34,attn+FFN,1,5,shared_transformer,feed_forward,,,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[32, 33]",5,shared_transformer,feed_forward,2,model.layers.5.shared_transformer.feed_forward,aten.mul.Tensor,[],prefill,False
35,attn+FFN,1,5,shared_transformer,feed_forward,down_proj,,,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[34],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.down_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],prefill,False
36,attn+FFN,1,5,linear,,,,,matmul,"[[T, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[T, d_model]]",[35],5,linear,,1,model.layers.5.linear,aten.mm.default,[model.layers.5.linear.weight],prefill,False
37,attn+FFN,1,5,mamba_decoder,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 36]",5,mamba_decoder,,1,model.layers.5.mamba_decoder,aten.add.Tensor,[],prefill,False
38,attn+FFN,1,5,mamba_decoder,input_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[37],5,mamba_decoder,input_layernorm,2,model.layers.5.mamba_decoder.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.mamba_decoder.input_layernorm.weight],prefill,False
39,attn+FFN,1,5,mamba_decoder,mamba,in_proj,,,matmul,"[[T, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",1,"[[T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[38],5,mamba_decoder,mamba,3,model.layers.5.mamba_decoder.mamba.in_proj,aten.mm.default,[model.layers.5.mamba_decoder.mamba.in_proj.weight],prefill,False
40,attn+FFN,1,5,mamba_decoder,mamba,conv1d,,,conv1d,"[[B, d_inner+2*n_g*d_state, T], [d_inner+2*n_g*d_state, B, d_conv], [d_inner+2*n_g*d_state]]","[d_inner+2*n_g*d_state, 1, d_conv]",1,"[[B, d_inner+2*n_g*d_state, T+d_conv-1]]",[39],5,mamba_decoder,mamba,3,model.layers.5.mamba_decoder.mamba.conv1d,aten.convolution.default,"[model.layers.5.mamba_decoder.mamba.conv1d.bias, model.layers.5.mamba_decoder.mamba.conv1d.weight]",prefill,False
41,attn+FFN,1,5,mamba_decoder,mamba,act,,,silu,"[[B, T, d_inner+2*n_g*d_state]]",,,"[[B, T, d_inner+2*n_g*d_state]]",[40],5,mamba_decoder,mamba,3,model.layers.5.mamba_decoder.mamba.act,aten.silu.default,[],prefill,False
42,attn+FFN,1,5,mamba_decoder,mamba,,,,exp,[[d_head_ssm]],,,[[d_head_ssm]],[],5,mamba_decoder,mamba,2,model.layers.5.mamba_decoder.mamba,aten.exp.default,[model.layers.5.mamba_decoder.mamba.A_log],prefill,False
43,attn+FFN,1,5,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, 1, d_chunk, d_chunk]]",,,"[[B, d_head_ssm, 1, d_chunk, d_chunk]]","[39, 42]",5,mamba_decoder,mamba,2,model.layers.5.mamba_decoder.mamba,aten.exp.default,[],prefill,False
44,attn+FFN,1,5,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, 1, d_chunk]]",,,"[[B, d_head_ssm, 1, d_chunk]]","[39, 42]",5,mamba_decoder,mamba,2,model.layers.5.mamba_decoder.mamba,aten.exp.default,[],prefill,False
45,attn+FFN,1,5,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, d_conv/2, d_conv/2]]",,,"[[B, d_head_ssm, d_conv/2, d_conv/2]]","[39, 42]",5,mamba_decoder,mamba,2,model.layers.5.mamba_decoder.mamba,aten.exp.default,[],prefill,False
46,attn+FFN,1,5,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, 1, d_chunk]]",,,"[[B, d_head_ssm, 1, d_chunk]]","[39, 42]",5,mamba_decoder,mamba,2,model.layers.5.mamba_decoder.mamba,aten.exp.default,[],prefill,False
47,attn+FFN,1,5,mamba_decoder,mamba,norm,,,rmsnorm,"[[B, T, d_inner]]",[d_inner],-1,"[[B, T, d_inner]]","[39, 41, 43, 44, 45, 46]",5,mamba_decoder,mamba,3,model.layers.5.mamba_decoder.mamba.norm,silu+mul+view+pow+mean+add+rsqrt+mul+view+mul,[model.layers.5.mamba_decoder.mamba.norm.weight],prefill,False
48,attn+FFN,1,5,mamba_decoder,mamba,out_proj,,,matmul,"[[T, d_inner], [d_inner, d_model]]","[d_model, d_inner]",1,"[[T, d_model]]",[47],5,mamba_decoder,mamba,3,model.layers.5.mamba_decoder.mamba.out_proj,aten.mm.default,[model.layers.5.mamba_decoder.mamba.out_proj.weight],prefill,False
49,attn+FFN,1,5,mamba_decoder,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 48]",5,mamba_decoder,,1,model.layers.5.mamba_decoder,aten.add.Tensor,[],prefill,False
50,attn+FFN,1,11,shared_transformer,,,,,concat,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_attn]]","[0, 12]",11,shared_transformer,,1,model.layers.11.shared_transformer,aten.cat.default,[],prefill,False
51,attn+FFN,1,11,shared_transformer,input_layernorm,,,,rmsnorm,"[[B, T, d_attn]]",[d_attn],-1,"[[B, T, d_attn]]",[50],11,shared_transformer,input_layernorm,2,model.layers.11.shared_transformer.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.input_layernorm.weight],prefill,False
52,attn+FFN,1,11,shared_transformer,self_attn,q_proj,,,matmul,"[[T, n_h*d_head], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]",1,"[[T, n_h*d_head]]",[51],11,shared_transformer,self_attn,3,model.layers.11.shared_transformer.self_attn.q_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.q_proj.weight],prefill,False
53,attn+FFN,1,11,shared_transformer,self_attn,k_proj,,,matmul,"[[T, n_h*d_head], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]",1,"[[T, n_h*d_head]]",[51],11,shared_transformer,self_attn,3,model.layers.11.shared_transformer.self_attn.k_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.k_proj.weight],prefill,False
54,attn+FFN,1,11,shared_transformer,self_attn,v_proj,,,matmul,"[[T, n_h*d_head], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]",1,"[[T, n_h*d_head]]",[51],11,shared_transformer,self_attn,3,model.layers.11.shared_transformer.self_attn.v_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.v_proj.weight],prefill,False
55,attn+FFN,1,11,shared_transformer,self_attn,linear_q_adapter_list,1,0,matmul,"[[T, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[T, d_head]]",[51],11,shared_transformer,self_attn,5,model.layers.11.shared_transformer.self_attn.linear_q_adapter_list.1.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.1.0.weight],prefill,False
56,attn+FFN,1,11,shared_transformer,self_attn,linear_q_adapter_list,1,1,matmul,"[[T, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[T, d_attn]]",[55],11,shared_transformer,self_attn,5,model.layers.11.shared_transformer.self_attn.linear_q_adapter_list.1.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.1.1.weight],prefill,False
57,attn+FFN,1,11,shared_transformer,self_attn,linear_k_adapter_list,1,0,matmul,"[[T, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[T, d_head]]",[51],11,shared_transformer,self_attn,5,model.layers.11.shared_transformer.self_attn.linear_k_adapter_list.1.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.1.0.weight],prefill,False
58,attn+FFN,1,11,shared_transformer,self_attn,linear_k_adapter_list,1,1,matmul,"[[T, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[T, d_attn]]",[57],11,shared_transformer,self_attn,5,model.layers.11.shared_transformer.self_attn.linear_k_adapter_list.1.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.1.1.weight],prefill,False
59,attn+FFN,1,11,shared_transformer,self_attn,linear_v_adapter_list,1,0,matmul,"[[T, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[T, d_head]]",[51],11,shared_transformer,self_attn,5,model.layers.11.shared_transformer.self_attn.linear_v_adapter_list.1.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.1.0.weight],prefill,False
60,attn+FFN,1,11,shared_transformer,self_attn,linear_v_adapter_list,1,1,matmul,"[[T, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[T, d_attn]]",[59],11,shared_transformer,self_attn,5,model.layers.11.shared_transformer.self_attn.linear_v_adapter_list.1.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.1.1.weight],prefill,False
61,attn+FFN,1,11,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[52, 53, 56, 58]",11,shared_transformer,self_attn,2,model.layers.11.shared_transformer.self_attn,aten.bmm.default,[],prefill,False
62,attn+FFN,1,11,shared_transformer,self_attn,,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[61],11,shared_transformer,self_attn,2,model.layers.11.shared_transformer.self_attn,aten._safe_softmax.default,[],prefill,False
63,attn+FFN,1,11,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[54, 60, 62]",11,shared_transformer,self_attn,2,model.layers.11.shared_transformer.self_attn,aten.bmm.default,[],prefill,False
64,attn+FFN,1,11,shared_transformer,self_attn,o_proj,,,matmul,"[[T, d_attn], [d_attn, d_model]]","[d_model, d_attn]",1,"[[T, d_model]]",[63],11,shared_transformer,self_attn,3,model.layers.11.shared_transformer.self_attn.o_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],prefill,False
65,attn+FFN,1,11,shared_transformer,pre_ff_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[64],11,shared_transformer,pre_ff_layernorm,2,model.layers.11.shared_transformer.pre_ff_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.pre_ff_layernorm.weight],prefill,False
66,attn+FFN,1,11,shared_transformer,feed_forward,gate_up_proj,,,matmul,"[[T, d_model], [d_model, 2*d_ff]]","[2*d_ff, d_model]",1,"[[T, 2*d_ff]]",[65],11,shared_transformer,feed_forward,3,model.layers.11.shared_transformer.feed_forward.gate_up_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],prefill,False
67,attn+FFN,1,11,shared_transformer,feed_forward,gate_up_proj_adapter_list,1,0,matmul,"[[T, d_model], [d_model, r_lora]]","[r_lora, d_model]",1,"[[T, r_lora]]",[65],11,shared_transformer,feed_forward,5,model.layers.11.shared_transformer.feed_forward.gate_up_proj_adapter_list.1.0,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.1.0.weight],prefill,False
68,attn+FFN,1,11,shared_transformer,feed_forward,gate_up_proj_adapter_list,1,1,matmul,"[[T, r_lora], [r_lora, 2*d_ff]]","[2*d_ff, r_lora]",1,"[[T, 2*d_ff]]",[67],11,shared_transformer,feed_forward,5,model.layers.11.shared_transformer.feed_forward.gate_up_proj_adapter_list.1.1,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.1.1.weight],prefill,False
69,attn+FFN,1,11,shared_transformer,feed_forward,,,,elementwise_add,"[[B, T, 2*d_ff], [B, T, 2*d_ff]]",,,"[[B, T, 2*d_ff]]","[66, 68]",11,shared_transformer,feed_forward,2,model.layers.11.shared_transformer.feed_forward,aten.add.Tensor,[],prefill,False
70,attn+FFN,1,11,shared_transformer,feed_forward,act_fn,,,gelu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[69],11,shared_transformer,feed_forward,3,model.layers.11.shared_transformer.feed_forward.act_fn,aten.gelu.default,[],prefill,False
71,attn+FFN,1,11,shared_transformer,feed_forward,,,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[69, 70]",11,shared_transformer,feed_forward,2,model.layers.11.shared_transformer.feed_forward,aten.mul.Tensor,[],prefill,False
72,attn+FFN,1,11,shared_transformer,feed_forward,down_proj,,,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[71],11,shared_transformer,feed_forward,3,model.layers.11.shared_transformer.feed_forward.down_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],prefill,False
73,attn+FFN,1,11,linear,,,,,matmul,"[[T, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[T, d_model]]",[72],11,linear,,1,model.layers.11.linear,aten.mm.default,[model.layers.11.linear.weight],prefill,False
74,attn+FFN,1,11,mamba_decoder,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 73]",11,mamba_decoder,,1,model.layers.11.mamba_decoder,aten.add.Tensor,[],prefill,False
75,attn+FFN,1,11,mamba_decoder,input_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[74],11,mamba_decoder,input_layernorm,2,model.layers.11.mamba_decoder.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.11.mamba_decoder.input_layernorm.weight],prefill,False
76,attn+FFN,1,11,mamba_decoder,mamba,in_proj,,,matmul,"[[T, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",1,"[[T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[75],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.in_proj,aten.mm.default,[model.layers.11.mamba_decoder.mamba.in_proj.weight],prefill,False
77,attn+FFN,1,11,mamba_decoder,mamba,conv1d,,,conv1d,"[[B, d_inner+2*n_g*d_state, T], [d_inner+2*n_g*d_state, B, d_conv], [d_inner+2*n_g*d_state]]","[d_inner+2*n_g*d_state, 1, d_conv]",1,"[[B, d_inner+2*n_g*d_state, T+d_conv-1]]",[76],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.conv1d,aten.convolution.default,"[model.layers.11.mamba_decoder.mamba.conv1d.bias, model.layers.11.mamba_decoder.mamba.conv1d.weight]",prefill,False
78,attn+FFN,1,11,mamba_decoder,mamba,act,,,silu,"[[B, T, d_inner+2*n_g*d_state]]",,,"[[B, T, d_inner+2*n_g*d_state]]",[77],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.act,aten.silu.default,[],prefill,False
79,attn+FFN,1,11,mamba_decoder,mamba,,,,exp,[[d_head_ssm]],,,[[d_head_ssm]],[],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[model.layers.11.mamba_decoder.mamba.A_log],prefill,False
80,attn+FFN,1,11,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, 1, d_chunk, d_chunk]]",,,"[[B, d_head_ssm, 1, d_chunk, d_chunk]]","[76, 79]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[],prefill,False
81,attn+FFN,1,11,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, 1, d_chunk]]",,,"[[B, d_head_ssm, 1, d_chunk]]","[76, 79]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[],prefill,False
