op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
13,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,grouped_matmul,"[[k*T, d_moe], [E, d_moe, 2*d_moe], [E]]","[E, d_moe, 2*d_moe]",1,"[[k*T, 2*d_moe]]","[10, 11]",0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.gate_up_proj],prefill,False
14,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,elementwise_mul,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]","[11, 13]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],prefill,False
15,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,sigmoid,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[14],0,mlp,experts,2,model.layers.0.mlp.experts,aten.sigmoid.default,[],prefill,False
16,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[11, 13, 15]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],prefill,False
17,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,elementwise_add,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]","[11, 13]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.add.Tensor,[],prefill,False
18,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[16, 17]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],prefill,False
19,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_moe, d_model]",1,"[[k*T, d_moe]]","[11, 18]",0,mlp,experts,2,model.layers.0.mlp.experts,aten._grouped_mm.default,[model.layers.0.mlp.experts.down_proj],prefill,False
20,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,elementwise_mul,"[[k*T, d_moe], [k*T, B]]",,,"[[k*T, d_moe]]","[11, 12, 19]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.mul.Tensor,[],prefill,False
21,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",mlp,experts,sum,"[[T, k, d_moe]]",,,"[[T, d_moe]]","[11, 20]",0,mlp,experts,2,model.layers.0.mlp.experts,aten.sum.dim_IntList,[],prefill,True
22,attn+MoE,12,"0,2,4,6,8,10,12,14,16,18,20,22",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[9, 21]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
23,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",input_layernorm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[22],1,input_layernorm,,1,model.layers.1.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+mul+_to_copy,[model.layers.1.input_layernorm.weight],prefill,False
24,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,q_proj,linear,"[[n_h*d_head], [T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",2,"[[T, n_h*d_head]]",[23],1,self_attn,q_proj,2,model.layers.1.self_attn.q_proj,aten.addmm.default,"[model.layers.1.self_attn.q_proj.bias, model.layers.1.self_attn.q_proj.weight]",prefill,False
25,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,k_proj,linear,"[[n_kv*d_head], [T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",2,"[[T, n_kv*d_head]]",[23],1,self_attn,k_proj,2,model.layers.1.self_attn.k_proj,aten.addmm.default,"[model.layers.1.self_attn.k_proj.bias, model.layers.1.self_attn.k_proj.weight]",prefill,False
26,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,v_proj,linear,"[[n_kv*d_head], [T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",2,"[[T, n_kv*d_head]]",[23],1,self_attn,v_proj,2,model.layers.1.self_attn.v_proj,aten.addmm.default,"[model.layers.1.self_attn.v_proj.bias, model.layers.1.self_attn.v_proj.weight]",prefill,False
27,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[24, 25]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
28,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,,softmax,"[[B, n_h, T, T+1]]",,,"[[B, n_h, T, T+1]]",[27],1,self_attn,,1,model.layers.1.self_attn,aten._softmax.default,[],prefill,False
29,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[26, 28]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
30,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",self_attn,o_proj,linear,"[[d_model], [T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[T, d_model]]",[29],1,self_attn,o_proj,2,model.layers.1.self_attn.o_proj,aten.addmm.default,"[model.layers.1.self_attn.o_proj.bias, model.layers.1.self_attn.o_proj.weight]",prefill,False
31,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[22, 30]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
32,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",post_attention_layernorm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[31],1,post_attention_layernorm,,1,model.layers.1.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+mul+_to_copy,[model.layers.1.post_attention_layernorm.weight],prefill,False
33,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,router,linear,"[[E], [T, d_model], [d_model, E]]","[E, d_model]",2,"[[T, E]]",[32],1,mlp,router,2,model.layers.1.mlp.router,aten.addmm.default,"[model.layers.1.mlp.router.bias, model.layers.1.mlp.router.weight]",prefill,False
34,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,router,softmax,"[[T, k]]",,,"[[T, k]]",[33],1,mlp,router,2,model.layers.1.mlp.router,aten._softmax.default,[],prefill,False
35,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,grouped_matmul,"[[k*T, d_moe], [E, d_moe, 2*d_moe], [E]]","[E, d_moe, 2*d_moe]",1,"[[k*T, 2*d_moe]]","[32, 33]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.gate_up_proj],prefill,False
36,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,elementwise_mul,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]","[33, 35]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],prefill,False
37,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,sigmoid,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[36],1,mlp,experts,2,model.layers.1.mlp.experts,aten.sigmoid.default,[],prefill,False
38,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[33, 35, 37]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],prefill,False
39,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,elementwise_add,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]","[33, 35]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.add.Tensor,[],prefill,False
40,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[38, 39]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],prefill,False
41,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_moe, d_model]",1,"[[k*T, d_moe]]","[33, 40]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.down_proj],prefill,False
42,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,elementwise_mul,"[[k*T, d_moe], [k*T, B]]",,,"[[k*T, d_moe]]","[33, 34, 41]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],prefill,False
43,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",mlp,experts,sum,"[[T, k, d_moe]]",,,"[[T, d_moe]]","[33, 42]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.sum.dim_IntList,[],prefill,True
44,attn+MoE,12,"1,3,5,7,9,11,13,15,17,19,21,23",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[31, 43]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
45,norm,1,,model,norm,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[44],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+mul+_to_copy,[model.norm.weight],prefill,False
46,head,1,,lm_head,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[45],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
