op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
19,MLA+FFN,3,0-2,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[0, 18]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
20,MLA+FFN,3,0-2,post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[19],0,post_attention_layernorm,,1,model.layers.0.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.0.post_attention_layernorm.weight],prefill,False
21,MLA+FFN,3,0-2,mlp,gate_proj,,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[20],0,mlp,gate_proj,2,model.layers.0.mlp.gate_proj,aten.mm.default,[model.layers.0.mlp.gate_proj.weight],prefill,False
22,MLA+FFN,3,0-2,mlp,act_fn,,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[21],0,mlp,act_fn,2,model.layers.0.mlp.act_fn,aten.silu.default,[],prefill,False
23,MLA+FFN,3,0-2,mlp,up_proj,,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[20],0,mlp,up_proj,2,model.layers.0.mlp.up_proj,aten.mm.default,[model.layers.0.mlp.up_proj.weight],prefill,False
24,MLA+FFN,3,0-2,mlp,,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[22, 23]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],prefill,False
25,MLA+FFN,3,0-2,mlp,down_proj,,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[24],0,mlp,down_proj,2,model.layers.0.mlp.down_proj,aten.mm.default,[model.layers.0.mlp.down_proj.weight],prefill,False
26,MLA+FFN,3,0-2,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[19, 25]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
27,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",input_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[26],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],prefill,False
28,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,q_a_proj,,matmul,"[[T, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[T, c_q]]",[27],3,self_attn,q_a_proj,2,model.layers.3.self_attn.q_a_proj,aten.mm.default,[model.layers.3.self_attn.q_a_proj.weight],prefill,False
29,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,q_a_layernorm,,rmsnorm,"[[B, T, c_q]]",[c_q],-1,"[[B, T, c_q]]",[28],3,self_attn,q_a_layernorm,2,model.layers.3.self_attn.q_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.q_a_layernorm.weight],prefill,False
30,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,q_b_proj,,matmul,"[[T, c_q], [c_q, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), c_q]",1,"[[T, n_h*(d_nope+d_rope)]]",[29],3,self_attn,q_b_proj,2,model.layers.3.self_attn.q_b_proj,aten.mm.default,[model.layers.3.self_attn.q_b_proj.weight],prefill,False
31,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,kv_a_proj_with_mqa,,matmul,"[[T, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[T, c_kv+d_rope]]",[27],3,self_attn,kv_a_proj_with_mqa,2,model.layers.3.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.3.self_attn.kv_a_proj_with_mqa.weight],prefill,False
32,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,kv_a_layernorm,,rmsnorm,"[[B, T, c_kv]]",[c_kv],-1,"[[B, T, c_kv]]",[31],3,self_attn,kv_a_layernorm,2,model.layers.3.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.kv_a_layernorm.weight],prefill,False
33,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,kv_b_proj,,matmul,"[[T, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[T, n_h*(d_nope+d_v)]]",[32],3,self_attn,kv_b_proj,2,model.layers.3.self_attn.kv_b_proj,aten.mm.default,[model.layers.3.self_attn.kv_b_proj.weight],prefill,False
34,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,,,batched_matmul,"[[n_h, T, d_v], [n_h, d_v, T]]",,,"[[n_h, T, T]]","[30, 31, 33]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
35,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]","[14, 34]",3,self_attn,,1,model.layers.3.self_attn,aten._softmax.default,[],prefill,False
36,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_v]]",,,"[[n_h, T, d_v]]","[33, 35]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
37,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,o_proj,,matmul,"[[T, n_h*(d_nope+d_rope)], [n_h*(d_nope+d_rope), d_model]]","[d_model, n_h*(d_nope+d_rope)]",1,"[[T, d_model]]",[36],3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],prefill,False
38,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[26, 37]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
39,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[38],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],prefill,False
40,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,gate,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[39],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],prefill,False
41,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,gate,,sigmoid,"[[T, E]]",,,"[[T, E]]",[40],3,mlp,gate,2,model.layers.3.mlp.gate,aten.sigmoid.default,[],prefill,False
42,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[39, 41]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],prefill,False
43,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,act_fn,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[42],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],prefill,False
44,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[42, 43]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
45,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[41, 44]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],prefill,False
46,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[41, 45]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
47,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[41, 46]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],prefill,True
48,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,gate_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[39],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.gate_proj.weight],prefill,False
49,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,act_fn,silu,"[[B, T, d_moe]]",,,"[[B, T, d_moe]]",[48],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
50,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,up_proj,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[39],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.up_proj.weight],prefill,False
51,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,,"[[B, T, d_moe]]","[49, 50]",3,mlp,shared_experts,2,model.layers.3.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
52,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,down_proj,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[T, d_model]]",[51],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.down_proj.weight],prefill,False
53,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[47, 52]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],prefill,False
54,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[38, 53]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
55,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",input_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[54],6,input_layernorm,,1,model.layers.6.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.input_layernorm.weight],prefill,False
56,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,q_a_proj,,matmul,"[[T, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[T, c_q]]",[55],6,self_attn,q_a_proj,2,model.layers.6.self_attn.q_a_proj,aten.mm.default,[model.layers.6.self_attn.q_a_proj.weight],prefill,False
57,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,q_a_layernorm,,rmsnorm,"[[B, T, c_q]]",[c_q],-1,"[[B, T, c_q]]",[56],6,self_attn,q_a_layernorm,2,model.layers.6.self_attn.q_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.self_attn.q_a_layernorm.weight],prefill,False
58,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,q_b_proj,,matmul,"[[T, c_q], [c_q, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), c_q]",1,"[[T, n_h*(d_nope+d_rope)]]",[57],6,self_attn,q_b_proj,2,model.layers.6.self_attn.q_b_proj,aten.mm.default,[model.layers.6.self_attn.q_b_proj.weight],prefill,False
59,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,kv_a_proj_with_mqa,,matmul,"[[T, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[T, c_kv+d_rope]]",[55],6,self_attn,kv_a_proj_with_mqa,2,model.layers.6.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.6.self_attn.kv_a_proj_with_mqa.weight],prefill,False
60,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,kv_a_layernorm,,rmsnorm,"[[B, T, c_kv]]",[c_kv],-1,"[[B, T, c_kv]]",[59],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.self_attn.kv_a_layernorm.weight],prefill,False
61,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,kv_b_proj,,matmul,"[[T, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[T, n_h*(d_nope+d_v)]]",[60],6,self_attn,kv_b_proj,2,model.layers.6.self_attn.kv_b_proj,aten.mm.default,[model.layers.6.self_attn.kv_b_proj.weight],prefill,False
62,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,wq_b,matmul,"[[T, c_q], [c_q, n_h*d_rope]]","[n_h*d_rope, c_q]",1,"[[T, n_h*d_rope]]",[57],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.wq_b,aten.mm.default,[model.layers.6.self_attn.indexer.wq_b.weight],prefill,False
63,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,wk,matmul,"[[T, d_model], [d_model, c_I]]","[c_I, d_model]",1,"[[T, c_I]]",[55],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.wk,aten.mm.default,[model.layers.6.self_attn.indexer.wk.weight],prefill,False
64,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,k_norm,layernorm,"[[B, T, c_I], [c_I], [c_I]]",[c_I],1,"[[B, T, c_I], [B, T, 1], [B, T, 1]]",[63],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.k_norm,native_layer_norm,"[model.layers.6.self_attn.indexer.k_norm.bias, model.layers.6.self_attn.indexer.k_norm.weight]",prefill,False
65,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,,batched_matmul,"[[T, n_h_I, c_I], [T, c_I, T]]",,,"[[T, n_h_I, T]]","[62, 64]",6,self_attn,indexer,2,model.layers.6.self_attn.indexer,aten.bmm.default,[],prefill,False
66,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,,relu,"[[B, T, n_h_I, T]]",,,"[[B, T, n_h_I, T]]",[65],6,self_attn,indexer,2,model.layers.6.self_attn.indexer,aten.relu.default,[],prefill,True
67,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,weights_proj,matmul,"[[T, d_model], [d_model, n_h_I]]","[n_h_I, d_model]",1,"[[T, n_h_I]]",[55],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.weights_proj,aten.mm.default,[model.layers.6.self_attn.indexer.weights_proj.weight],prefill,False
68,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,,batched_matmul,"[[T, 1, n_h_I], [T, n_h_I, T]]",,,"[[T, 1, T]]","[66, 67]",6,self_attn,indexer,2,model.layers.6.self_attn.indexer,aten.bmm.default,[],prefill,False
69,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,,,batched_matmul,"[[n_h, T, d_v], [n_h, d_v, T]]",,,"[[n_h, T, T]]","[58, 59, 61]",6,self_attn,,1,model.layers.6.self_attn,aten.bmm.default,[],prefill,False
70,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]","[68, 69]",6,self_attn,,1,model.layers.6.self_attn,aten._softmax.default,[],prefill,False
71,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_v]]",,,"[[n_h, T, d_v]]","[61, 70]",6,self_attn,,1,model.layers.6.self_attn,aten.bmm.default,[],prefill,False
72,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,o_proj,,matmul,"[[T, n_h*(d_nope+d_rope)], [n_h*(d_nope+d_rope), d_model]]","[d_model, n_h*(d_nope+d_rope)]",1,"[[T, d_model]]",[71],6,self_attn,o_proj,2,model.layers.6.self_attn.o_proj,aten.mm.default,[model.layers.6.self_attn.o_proj.weight],prefill,False
73,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[54, 72]",6,,,0,model.layers.6,aten.add.Tensor,[],prefill,False
74,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[73],6,post_attention_layernorm,,1,model.layers.6.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.post_attention_layernorm.weight],prefill,False
