op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
37,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",self_attn,o_proj,,matmul,"[[B, n_h*(d_nope+d_rope)], [n_h*(d_nope+d_rope), d_model]]","[d_model, n_h*(d_nope+d_rope)]",1,"[[B, d_model]]",[36],3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],decode,False
38,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[26, 37]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
39,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",post_attention_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[38],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],decode,False
40,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[39],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],decode,False
41,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,gate,,sigmoid,"[[B, E]]",,,"[[B, E]]",[40],3,mlp,gate,2,model.layers.3.mlp.gate,aten.sigmoid.default,[],decode,False
42,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[39, 41]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],decode,False
43,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[42],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],decode,False
44,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[42, 43]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
45,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[41, 44]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],decode,False
46,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[41, 45]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
47,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[41, 46]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],decode,True
48,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,gate_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[39],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.gate_proj.weight],decode,False
49,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,act_fn,silu,"[[B, 1, d_moe]]",,,"[[B, 1, d_moe]]",[48],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
50,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[39],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.up_proj.weight],decode,False
51,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[49, 50]",3,mlp,shared_experts,2,model.layers.3.mlp.shared_experts,aten.mul.Tensor,[],decode,False
52,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,shared_experts,down_proj,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[51],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.down_proj.weight],decode,False
53,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",mlp,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[47, 52]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],decode,False
54,MLA+MoE,57,"3-5,7-9,11-13,15-17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53,55-57,59-61,63-65,67-69,71-73,75-77",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[38, 53]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
55,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",input_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[54],6,input_layernorm,,1,model.layers.6.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.input_layernorm.weight],decode,False
56,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,q_a_proj,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[55],6,self_attn,q_a_proj,2,model.layers.6.self_attn.q_a_proj,aten.mm.default,[model.layers.6.self_attn.q_a_proj.weight],decode,False
57,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,q_a_layernorm,,rmsnorm,"[[B, 1, c_q]]",[c_q],-1,"[[B, 1, c_q]]",[56],6,self_attn,q_a_layernorm,2,model.layers.6.self_attn.q_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.self_attn.q_a_layernorm.weight],decode,False
58,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,q_b_proj,,matmul,"[[B, c_q], [c_q, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), c_q]",1,"[[B, n_h*(d_nope+d_rope)]]",[57],6,self_attn,q_b_proj,2,model.layers.6.self_attn.q_b_proj,aten.mm.default,[model.layers.6.self_attn.q_b_proj.weight],decode,False
59,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,kv_a_proj_with_mqa,,matmul,"[[B, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B, c_kv+d_rope]]",[55],6,self_attn,kv_a_proj_with_mqa,2,model.layers.6.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.6.self_attn.kv_a_proj_with_mqa.weight],decode,False
60,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,kv_a_layernorm,,rmsnorm,"[[B, 1, c_kv]]",[c_kv],-1,"[[B, 1, c_kv]]",[59],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.self_attn.kv_a_layernorm.weight],decode,False
61,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,kv_b_proj,,matmul,"[[B, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[B, n_h*(d_nope+d_v)]]",[60],6,self_attn,kv_b_proj,2,model.layers.6.self_attn.kv_b_proj,aten.mm.default,[model.layers.6.self_attn.kv_b_proj.weight],decode,False
62,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,wq_b,matmul,"[[B, c_q], [c_q, n_h*d_rope]]","[n_h*d_rope, c_q]",1,"[[B, n_h*d_rope]]",[57],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.wq_b,aten.mm.default,[model.layers.6.self_attn.indexer.wq_b.weight],decode,False
63,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,wk,matmul,"[[B, d_model], [d_model, c_I]]","[c_I, d_model]",1,"[[B, c_I]]",[55],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.wk,aten.mm.default,[model.layers.6.self_attn.indexer.wk.weight],decode,False
64,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,k_norm,layernorm,"[[B, 1, c_I], [c_I], [c_I]]",[c_I],1,"[[B, 1, c_I], [B, 1, 1], [B, 1, 1]]",[63],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.k_norm,native_layer_norm,"[model.layers.6.self_attn.indexer.k_norm.bias, model.layers.6.self_attn.indexer.k_norm.weight]",decode,False
65,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,,batched_matmul,"[[B, n_h_I, c_I], [B, c_I, T+1]]",,,"[[B, n_h_I, T+1]]","[62, 64]",6,self_attn,indexer,2,model.layers.6.self_attn.indexer,aten.bmm.default,[],decode,False
66,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,,relu,"[[B, 1, n_h_I, T+1]]",,,"[[B, 1, n_h_I, T+1]]",[65],6,self_attn,indexer,2,model.layers.6.self_attn.indexer,aten.relu.default,[],decode,True
67,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,weights_proj,matmul,"[[B, d_model], [d_model, n_h_I]]","[n_h_I, d_model]",1,"[[B, n_h_I]]",[55],6,self_attn,indexer,3,model.layers.6.self_attn.indexer.weights_proj,aten.mm.default,[model.layers.6.self_attn.indexer.weights_proj.weight],decode,False
68,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,indexer,,batched_matmul,"[[B, 1, n_h_I], [B, n_h_I, T+1]]",,,"[[B, 1, T+1]]","[66, 67]",6,self_attn,indexer,2,model.layers.6.self_attn.indexer,aten.bmm.default,[],decode,False
69,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,,,batched_matmul,"[[n_h, B, d_v], [n_h, d_v, T+1]]",,,"[[n_h, B, T+1]]","[58, 59, 61]",6,self_attn,,1,model.layers.6.self_attn,aten.bmm.default,[],decode,False
70,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[68, 69]",6,self_attn,,1,model.layers.6.self_attn,aten._softmax.default,[],decode,False
71,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_v]]",,,"[[n_h, B, d_v]]","[61, 70]",6,self_attn,,1,model.layers.6.self_attn,aten.bmm.default,[],decode,False
72,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",self_attn,o_proj,,matmul,"[[B, n_h*(d_nope+d_rope)], [n_h*(d_nope+d_rope), d_model]]","[d_model, n_h*(d_nope+d_rope)]",1,"[[B, d_model]]",[71],6,self_attn,o_proj,2,model.layers.6.self_attn.o_proj,aten.mm.default,[model.layers.6.self_attn.o_proj.weight],decode,False
73,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[54, 72]",6,,,0,model.layers.6,aten.add.Tensor,[],decode,False
74,MLA+MoE,18,"6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74",post_attention_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[73],6,post_attention_layernorm,,1,model.layers.6.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.6.post_attention_layernorm.weight],decode,False
