op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
17,attn+MoE,27,1-27,input_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[16],1,input_layernorm,,1,model.layers.1.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.input_layernorm.weight],decode,False
18,attn+MoE,27,1-27,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]",[17],1,self_attn,q_proj,2,model.layers.1.self_attn.q_proj,aten.mm.default,[model.layers.1.self_attn.q_proj.weight],decode,False
19,attn+MoE,27,1-27,self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[17],1,self_attn,k_proj,2,model.layers.1.self_attn.k_proj,aten.mm.default,[model.layers.1.self_attn.k_proj.weight],decode,False
20,attn+MoE,27,1-27,self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[17],1,self_attn,v_proj,2,model.layers.1.self_attn.v_proj,aten.mm.default,[model.layers.1.self_attn.v_proj.weight],decode,False
21,attn+MoE,27,1-27,self_attn,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[18, 19]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],decode,False
22,attn+MoE,27,1-27,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[21],1,self_attn,,1,model.layers.1.self_attn,aten._softmax.default,[],decode,False
23,attn+MoE,27,1-27,self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[20, 22]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],decode,False
24,attn+MoE,27,1-27,self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]",[23],1,self_attn,o_proj,2,model.layers.1.self_attn.o_proj,aten.mm.default,[model.layers.1.self_attn.o_proj.weight],decode,False
25,attn+MoE,27,1-27,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[16, 24]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
26,attn+MoE,27,1-27,post_attention_layernorm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[25],1,post_attention_layernorm,,1,model.layers.1.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.post_attention_layernorm.weight],decode,False
27,attn+MoE,27,1-27,mlp,shared_experts,gate_proj,matmul,"[[B, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]",1,"[[B, 2*d_moe]]",[26],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.gate_proj.weight],decode,False
28,attn+MoE,27,1-27,mlp,shared_experts,act_fn,silu,"[[B, 2*d_moe]]",,,"[[B, 2*d_moe]]",[27],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
29,attn+MoE,27,1-27,mlp,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]",1,"[[B, 2*d_moe]]",[26],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.up_proj.weight],decode,False
30,attn+MoE,27,1-27,mlp,shared_experts,,elementwise_mul,"[[B, 2*d_moe], [B, 2*d_moe]]",,,"[[B, 2*d_moe]]","[28, 29]",1,mlp,shared_experts,2,model.layers.1.mlp.shared_experts,aten.mul.Tensor,[],decode,False
31,attn+MoE,27,1-27,mlp,shared_experts,down_proj,matmul,"[[B, 2*d_moe], [2*d_moe, d_model]]","[d_model, 2*d_moe]",1,"[[B, d_model]]",[30],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.down_proj.weight],decode,False
32,attn+MoE,27,1-27,mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[26],1,mlp,gate,2,model.layers.1.mlp.gate,aten.mm.default,[model.layers.1.mlp.gate.weight],decode,False
33,attn+MoE,27,1-27,mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[32],1,mlp,gate,2,model.layers.1.mlp.gate,aten._softmax.default,[],decode,False
34,attn+MoE,27,1-27,mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[26, 33]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.gate_up_proj],decode,False
35,attn+MoE,27,1-27,mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[34],1,mlp,experts,3,model.layers.1.mlp.experts.act_fn,aten.silu.default,[],decode,False
36,attn+MoE,27,1-27,mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[34, 35]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],decode,False
37,attn+MoE,27,1-27,mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[33, 36]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.down_proj],decode,False
38,attn+MoE,27,1-27,mlp,experts,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[33, 37]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],decode,False
39,attn+MoE,27,1-27,mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[33, 38]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.sum.dim_IntList,[],decode,True
40,attn+MoE,27,1-27,mlp,,,elementwise_add,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[31, 39]",1,mlp,,1,model.layers.1.mlp,aten.add.Tensor,[],decode,False
41,attn+MoE,27,1-27,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[25, 40]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
42,norm,1,,model,norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[41],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],decode,False
43,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[42],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],decode,False
