op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
13,attn+FFN,1,0,mlp,up_proj,,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[10],0,mlp,up_proj,2,model.layers.0.mlp.up_proj,aten.mm.default,[model.layers.0.mlp.up_proj.weight],prefill,False
14,attn+FFN,1,0,mlp,,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[12, 13]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],prefill,False
15,attn+FFN,1,0,mlp,down_proj,,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[14],0,mlp,down_proj,2,model.layers.0.mlp.down_proj,aten.mm.default,[model.layers.0.mlp.down_proj.weight],prefill,False
16,attn+FFN,1,0,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[9, 15]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
17,attn+MoE,27,1-27,input_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[16],1,input_layernorm,,1,model.layers.1.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.input_layernorm.weight],prefill,False
18,attn+MoE,27,1-27,self_attn,q_proj,,matmul,"[[T, d_model], [d_model, n_h*d_head]]","[d_model, n_h*d_head]",1,"[[T, n_h*d_head]]",[17],1,self_attn,q_proj,2,model.layers.1.self_attn.q_proj,aten.mm.default,[model.layers.1.self_attn.q_proj.weight],prefill,False
19,attn+MoE,27,1-27,self_attn,k_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[17],1,self_attn,k_proj,2,model.layers.1.self_attn.k_proj,aten.mm.default,[model.layers.1.self_attn.k_proj.weight],prefill,False
20,attn+MoE,27,1-27,self_attn,v_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[17],1,self_attn,v_proj,2,model.layers.1.self_attn.v_proj,aten.mm.default,[model.layers.1.self_attn.v_proj.weight],prefill,False
21,attn+MoE,27,1-27,self_attn,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[18, 19]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
22,attn+MoE,27,1-27,self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[21],1,self_attn,,1,model.layers.1.self_attn,aten._softmax.default,[],prefill,False
23,attn+MoE,27,1-27,self_attn,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[20, 22]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
24,attn+MoE,27,1-27,self_attn,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[T, n_h*d_head]]",[23],1,self_attn,o_proj,2,model.layers.1.self_attn.o_proj,aten.mm.default,[model.layers.1.self_attn.o_proj.weight],prefill,False
25,attn+MoE,27,1-27,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[16, 24]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
26,attn+MoE,27,1-27,post_attention_layernorm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[25],1,post_attention_layernorm,,1,model.layers.1.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.post_attention_layernorm.weight],prefill,False
27,attn+MoE,27,1-27,mlp,shared_experts,gate_proj,matmul,"[[T, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]",1,"[[T, 2*d_moe]]",[26],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.gate_proj.weight],prefill,False
28,attn+MoE,27,1-27,mlp,shared_experts,act_fn,silu,"[[T, 2*d_moe]]",,,"[[T, 2*d_moe]]",[27],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
29,attn+MoE,27,1-27,mlp,shared_experts,up_proj,matmul,"[[T, d_model], [d_model, 2*d_moe]]","[2*d_moe, d_model]",1,"[[T, 2*d_moe]]",[26],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.up_proj.weight],prefill,False
30,attn+MoE,27,1-27,mlp,shared_experts,,elementwise_mul,"[[T, 2*d_moe], [T, 2*d_moe]]",,,"[[T, 2*d_moe]]","[28, 29]",1,mlp,shared_experts,2,model.layers.1.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
31,attn+MoE,27,1-27,mlp,shared_experts,down_proj,matmul,"[[T, 2*d_moe], [2*d_moe, d_model]]","[d_model, 2*d_moe]",1,"[[T, d_model]]",[30],1,mlp,shared_experts,3,model.layers.1.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.1.mlp.shared_experts.down_proj.weight],prefill,False
32,attn+MoE,27,1-27,mlp,gate,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[26],1,mlp,gate,2,model.layers.1.mlp.gate,aten.mm.default,[model.layers.1.mlp.gate.weight],prefill,False
33,attn+MoE,27,1-27,mlp,gate,,softmax,"[[T, E]]",,,"[[T, E]]",[32],1,mlp,gate,2,model.layers.1.mlp.gate,aten._softmax.default,[],prefill,False
34,attn+MoE,27,1-27,mlp,experts,,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[26, 33]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.gate_up_proj],prefill,False
35,attn+MoE,27,1-27,mlp,experts,act_fn,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[34],1,mlp,experts,3,model.layers.1.mlp.experts.act_fn,aten.silu.default,[],prefill,False
36,attn+MoE,27,1-27,mlp,experts,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[34, 35]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],prefill,False
37,attn+MoE,27,1-27,mlp,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[33, 36]",1,mlp,experts,2,model.layers.1.mlp.experts,aten._grouped_mm.default,[model.layers.1.mlp.experts.down_proj],prefill,False
38,attn+MoE,27,1-27,mlp,experts,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[33, 37]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.mul.Tensor,[],prefill,False
39,attn+MoE,27,1-27,mlp,experts,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[33, 38]",1,mlp,experts,2,model.layers.1.mlp.experts,aten.sum.dim_IntList,[],prefill,True
40,attn+MoE,27,1-27,mlp,,,elementwise_add,"[[T, d_model], [T, d_model]]",,,"[[T, d_model]]","[31, 39]",1,mlp,,1,model.layers.1.mlp,aten.add.Tensor,[],prefill,False
41,attn+MoE,27,1-27,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[25, 40]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
42,norm,1,,model,norm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[41],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],prefill,False
43,head,1,,lm_head,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[42],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],prefill,False
