op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
14,attn+FFN,27,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34",mlp,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[12, 13]",0,mlp,,1,model.layers.0.mlp,aten.mul.Tensor,[],decode,False
15,attn+FFN,27,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34",mlp,down_proj,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]",[14],0,mlp,down_proj,2,model.layers.0.mlp.down_proj,aten.mm.default,[model.layers.0.mlp.down_proj.weight],decode,False
16,attn+FFN,27,"0-2,4-6,8-10,12-14,16-18,20-22,24-26,28-30,32-34",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[9, 15]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
17,attn+FFN,9,"3,7,11,15,19,23,27,31,35",input_layernorm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[16],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],decode,False
18,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,q_proj,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[d_model, n_h*d_head]",1,"[[B, n_h*d_head]]",[17],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],decode,False
19,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,k_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[17],3,self_attn,k_proj,2,model.layers.3.self_attn.k_proj,aten.mm.default,[model.layers.3.self_attn.k_proj.weight],decode,False
20,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,v_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[17],3,self_attn,v_proj,2,model.layers.3.self_attn.v_proj,aten.mm.default,[model.layers.3.self_attn.v_proj.weight],decode,False
21,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[18, 19]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
22,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[21],3,self_attn,,1,model.layers.3.self_attn,aten._safe_softmax.default,[],decode,False
23,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[20, 22]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
24,attn+FFN,9,"3,7,11,15,19,23,27,31,35",self_attn,o_proj,matmul,"[[B, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[B, n_h*d_head]]",[23],3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],decode,False
25,attn+FFN,9,"3,7,11,15,19,23,27,31,35",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[16, 24]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
26,attn+FFN,9,"3,7,11,15,19,23,27,31,35",post_attention_layernorm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[25],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],decode,False
27,attn+FFN,9,"3,7,11,15,19,23,27,31,35",mlp,gate_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]",[26],3,mlp,gate_proj,2,model.layers.3.mlp.gate_proj,aten.mm.default,[model.layers.3.mlp.gate_proj.weight],decode,False
28,attn+FFN,9,"3,7,11,15,19,23,27,31,35",mlp,act_fn,silu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[27],3,mlp,act_fn,2,model.layers.3.mlp.act_fn,aten.silu.default,[],decode,False
29,attn+FFN,9,"3,7,11,15,19,23,27,31,35",mlp,up_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]",[26],3,mlp,up_proj,2,model.layers.3.mlp.up_proj,aten.mm.default,[model.layers.3.mlp.up_proj.weight],decode,False
30,attn+FFN,9,"3,7,11,15,19,23,27,31,35",mlp,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[28, 29]",3,mlp,,1,model.layers.3.mlp,aten.mul.Tensor,[],decode,False
31,attn+FFN,9,"3,7,11,15,19,23,27,31,35",mlp,down_proj,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]",[30],3,mlp,down_proj,2,model.layers.3.mlp.down_proj,aten.mm.default,[model.layers.3.mlp.down_proj.weight],decode,False
32,attn+FFN,9,"3,7,11,15,19,23,27,31,35",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[25, 31]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
33,norm,1,,model,norm,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[32],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],decode,False
34,head,1,,lm_head,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[33],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],decode,False
