op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
22,model,,,,,scalar_tensor,[],,,[[]],[],,other,,1,model,aten.scalar_tensor.default,[],prefill,True
23,model,,,,,where,"[[B, 1, T, T], [], []]",,,"[[B, 1, T, T]]","[21, 22]",,other,,1,model,aten.where.self,[],prefill,True
24,model,rotary_emb,,,,unsqueeze,[[d_head/2]],,,"[[B, d_head/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.inv_freq],prefill,True
25,model,rotary_emb,,,,unsqueeze,"[[B, d_head/2]]",,,"[[B, d_head/2, 1]]",[24],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
26,model,rotary_emb,,,,expand,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[25],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
27,model,rotary_emb,,,,unsqueeze,"[[B, T]]",,,"[[B, 1, T]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
28,model,rotary_emb,,,,_to_copy,"[[B, 1, T]]",,,"[[B, 1, T]]",[27],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
29,model,rotary_emb,,,,expand,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[26],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
30,model,rotary_emb,,,,view,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[29],,other,,2,model.rotary_emb,aten.view.default,[],prefill,True
31,model,rotary_emb,,,,expand,"[[B, 1, T]]",,,"[[B, 1, T]]",[28],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
32,model,rotary_emb,,,,view,"[[B, 1, T]]",,,"[[B, 1, T]]",[31],,other,,2,model.rotary_emb,aten.view.default,[],prefill,True
33,model,rotary_emb,,,,batched_matmul,"[[B, d_head/2, 1], [B, 1, T]]",,,"[[B, d_head/2, T]]","[30, 32]",,other,,2,model.rotary_emb,aten.bmm.default,[],prefill,False
34,model,rotary_emb,,,,_unsafe_view,"[[B, d_head/2, T]]",,,"[[B, d_head/2, T]]",[33],,other,,2,model.rotary_emb,aten._unsafe_view.default,[],prefill,True
35,model,rotary_emb,,,,transpose,"[[B, d_head/2, T]]",,,"[[B, T, d_head/2]]",[34],,other,,2,model.rotary_emb,aten.transpose.int,[],prefill,True
36,model,rotary_emb,,,,concat,"[[B, T, d_head/2], [B, T, d_head/2]]",,,"[[B, T, d_head]]",[35],,other,,2,model.rotary_emb,aten.cat.default,[],prefill,False
37,model,rotary_emb,,,,cos,"[[B, T, d_head]]",,,"[[B, T, d_head]]",[36],,other,,2,model.rotary_emb,aten.cos.default,[],prefill,False
38,model,rotary_emb,,,,elementwise_mul,"[[B, T, d_head]]",,,"[[B, T, d_head]]",[37],,other,,2,model.rotary_emb,aten.mul.Tensor,[],prefill,False
39,model,rotary_emb,,,,sin,"[[B, T, d_head]]",,,"[[B, T, d_head]]",[36],,other,,2,model.rotary_emb,aten.sin.default,[],prefill,False
40,model,rotary_emb,,,,elementwise_mul,"[[B, T, d_head]]",,,"[[B, T, d_head]]",[39],,other,,2,model.rotary_emb,aten.mul.Tensor,[],prefill,False
41,input_layernorm,,,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[0],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False
42,input_layernorm,,,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[41],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.mean.dim,[],prefill,False
43,input_layernorm,,,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[42],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.add.Tensor,[],prefill,False
44,input_layernorm,,,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[43],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.rsqrt.default,[],prefill,False
45,input_layernorm,,,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[0, 44]",0,input_layernorm,,1,model.layers.0.input_layernorm,aten.mul.Tensor,[],prefill,False
46,input_layernorm,,,,,elementwise_mul,"[[d_model], [B, T, d_model]]",,,"[[B, T, d_model]]",[45],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.mul.Tensor,[model.layers.0.input_layernorm.weight],prefill,False
47,mamba,in_proj,,,,t,"[[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",0,"[[d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[],0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten.t.default,[model.layers.0.mamba.in_proj.weight],prefill,True
48,mamba,in_proj,,,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[46],0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten.view.default,[],prefill,True
49,mamba,in_proj,,,,matmul,"[[T, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",1,"[[T, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[47, 48]",0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten.mm.default,[model.layers.0.mamba.in_proj.weight],prefill,False
50,mamba,in_proj,,,,_unsafe_view,"[[T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[49],0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten._unsafe_view.default,[],prefill,True
51,mamba,,,,,split_with_sizes,"[[B, T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, T, 0], [B, T, 0], [B, T, d_inner], [B, T, d_inner+2*n_g*d_state], [B, T, n_h_ssm]]",[50],0,mamba,,1,model.layers.0.mamba,aten.split_with_sizes.default,[],prefill,True
52,mamba,,,,,transpose,"[[B, T, d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state, T]]",[51],0,mamba,,1,model.layers.0.mamba,aten.transpose.int,[],prefill,True
53,mamba,,,,,constant_pad_nd,"[[B, d_inner+2*n_g*d_state, T]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[52],0,mamba,,1,model.layers.0.mamba,aten.constant_pad_nd.default,[],prefill,True
54,mamba,,,,,zeros,[],,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[],0,mamba,,1,model.layers.0.mamba,aten.zeros.default,[],prefill,True
55,mamba,,,,,slice,"[[B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[53],0,mamba,,1,model.layers.0.mamba,aten.slice.Tensor,[],prefill,True
56,mamba,,,,,copy_,"[[B, d_inner+2*n_g*d_state, d_conv], [B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]","[54, 55]",0,mamba,,1,model.layers.0.mamba,aten.copy_.default,[],prefill,True
57,mamba,,,,,slice,"[[B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[53],0,mamba,,1,model.layers.0.mamba,aten.slice.Tensor,[],prefill,True
58,mamba,conv1d,,,,conv1d,"[[B, d_inner+2*n_g*d_state, T], [d_inner+2*n_g*d_state, 1, d_conv], [d_inner+2*n_g*d_state]]","[d_inner+2*n_g*d_state, 1, d_conv]",1,"[[B, d_inner+2*n_g*d_state, T+d_conv-1]]",[52],0,mamba,conv1d,2,model.layers.0.mamba.conv1d,aten.convolution.default,"[model.layers.0.mamba.conv1d.bias, model.layers.0.mamba.conv1d.weight]",prefill,False
59,mamba,,,,,slice,"[[B, d_inner+2*n_g*d_state, T+d_conv-1]]",,,"[[B, d_inner+2*n_g*d_state, T]]",[58],0,mamba,,1,model.layers.0.mamba,aten.slice.Tensor,[],prefill,True
60,mamba,,,,,transpose,"[[B, d_inner+2*n_g*d_state, T]]",,,"[[B, T, d_inner+2*n_g*d_state]]",[59],0,mamba,,1,model.layers.0.mamba,aten.transpose.int,[],prefill,True
61,mamba,act,,,,silu,"[[B, T, d_inner+2*n_g*d_state]]",,,"[[B, T, d_inner+2*n_g*d_state]]",[60],0,mamba,act,2,model.layers.0.mamba.act,aten.silu.default,[],prefill,False
62,mamba,,,,,split_with_sizes,"[[B, T, d_inner+2*n_g*d_state]]",,,"[[B, T, d_inner], [B, T, d_state], [B, T, d_state]]",[61],0,mamba,,1,model.layers.0.mamba,aten.split_with_sizes.default,[],prefill,True
63,mamba,,,,,exp,[[n_h_ssm]],,,[[n_h_ssm]],[],0,mamba,,1,model.layers.0.mamba,aten.exp.default,[model.layers.0.mamba.A_log],prefill,False
64,mamba,,,,,neg,[[n_h_ssm]],,,[[n_h_ssm]],[63],0,mamba,,1,model.layers.0.mamba,aten.neg.default,[],prefill,False
65,mamba,,,,,elementwise_add,"[[B, T, n_h_ssm], [n_h_ssm]]",,,"[[B, T, n_h_ssm]]",[51],0,mamba,,1,model.layers.0.mamba,aten.add.Tensor,[model.layers.0.mamba.dt_bias],prefill,False
66,mamba,,,,,softplus,"[[B, T, n_h_ssm]]",,,"[[B, T, n_h_ssm]]",[65],0,mamba,,1,model.layers.0.mamba,aten.softplus.default,[],prefill,True
67,mamba,,,,,clamp,"[[B, T, n_h_ssm]]",,,"[[B, T, n_h_ssm]]",[66],0,mamba,,1,model.layers.0.mamba,aten.clamp.default,[],prefill,True
68,mamba,,,,,view,"[[B, T, d_inner]]",,,"[[B, T, n_h_ssm, d_head_ssm]]",[62],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
69,mamba,,,,,view,"[[B, T, d_state]]",,,"[[B, T, 1, d_state]]",[62],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
70,mamba,,,,,view,"[[B, T, d_state]]",,,"[[B, T, 1, d_state]]",[62],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
71,mamba,,,,,unsqueeze,"[[B, T, 1, d_state]]",,,"[[B, T, 1, 1, d_state]]",[69],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
72,mamba,,,,,expand,"[[B, T, 1, 1, d_state]]",,,"[[B, T, 1, n_h_ssm, d_state]]",[71],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],prefill,True
73,mamba,,,,,clone,"[[B, T, 1, n_h_ssm, d_state]]",,,"[[B, T, 1, n_h_ssm, d_state]]",[72],0,mamba,,1,model.layers.0.mamba,aten.clone.default,[],prefill,True
74,mamba,,,,,view,"[[B, T, 1, n_h_ssm, d_state]]",,,"[[B, T, n_h_ssm, d_state]]",[73],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
75,mamba,,,,,unsqueeze,"[[B, T, 1, d_state]]",,,"[[B, T, 1, 1, d_state]]",[70],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
76,mamba,,,,,expand,"[[B, T, 1, 1, d_state]]",,,"[[B, T, 1, n_h_ssm, d_state]]",[75],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],prefill,True
77,mamba,,,,,clone,"[[B, T, 1, n_h_ssm, d_state]]",,,"[[B, T, 1, n_h_ssm, d_state]]",[76],0,mamba,,1,model.layers.0.mamba,aten.clone.default,[],prefill,True
78,mamba,,,,,view,"[[B, T, 1, n_h_ssm, d_state]]",,,"[[B, T, n_h_ssm, d_state]]",[77],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
79,mamba,,,,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, 1]]",[],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[model.layers.0.mamba.D],prefill,True
80,mamba,,,,,constant_pad_nd,"[[B, T, n_h_ssm, d_head_ssm]]",,,"[[B, d_chunk, n_h_ssm, d_head_ssm]]",[68],0,mamba,,1,model.layers.0.mamba,aten.constant_pad_nd.default,[],prefill,True
81,mamba,,,,,elementwise_mul,"[[n_h_ssm, 1], [B, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, d_chunk, n_h_ssm, d_head_ssm]]","[79, 80]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
82,mamba,,,,,unsqueeze,"[[B, T, n_h_ssm]]",,,"[[B, T, n_h_ssm, 1]]",[67],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
83,mamba,,,,,elementwise_mul,"[[B, T, n_h_ssm, d_head_ssm], [B, T, n_h_ssm, 1]]",,,"[[B, T, n_h_ssm, d_head_ssm]]","[68, 82]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
84,mamba,,,,,elementwise_mul,"[[n_h_ssm], [B, T, n_h_ssm]]",,,"[[B, T, n_h_ssm]]","[64, 67]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
85,mamba,,,,,constant_pad_nd,"[[B, T, n_h_ssm, d_head_ssm]]",,,"[[B, d_chunk, n_h_ssm, d_head_ssm]]",[83],0,mamba,,1,model.layers.0.mamba,aten.constant_pad_nd.default,[],prefill,True
86,mamba,,,,,view,"[[B, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",[85],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
87,mamba,,,,,constant_pad_nd,"[[B, T, n_h_ssm]]",,,"[[B, d_chunk, n_h_ssm]]",[84],0,mamba,,1,model.layers.0.mamba,aten.constant_pad_nd.default,[],prefill,True
88,mamba,,,,,view,"[[B, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm]]",[87],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
89,mamba,,,,,constant_pad_nd,"[[B, T, n_h_ssm, d_state]]",,,"[[B, d_chunk, n_h_ssm, d_state]]",[74],0,mamba,,1,model.layers.0.mamba,aten.constant_pad_nd.default,[],prefill,True
90,mamba,,,,,view,"[[B, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, n_h_ssm, d_state]]",[89],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
91,mamba,,,,,constant_pad_nd,"[[B, T, n_h_ssm, d_state]]",,,"[[B, d_chunk, n_h_ssm, d_state]]",[78],0,mamba,,1,model.layers.0.mamba,aten.constant_pad_nd.default,[],prefill,True
92,mamba,,,,,view,"[[B, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, n_h_ssm, d_state]]",[91],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],prefill,True
93,mamba,,,,,permute,"[[B, 1, d_chunk, n_h_ssm]]",,,"[[B, n_h_ssm, 1, d_chunk]]",[88],0,mamba,,1,model.layers.0.mamba,aten.permute.default,[],prefill,True
94,mamba,,,,,cumsum,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk]]",[93],0,mamba,,1,model.layers.0.mamba,aten.cumsum.default,[],prefill,False
95,mamba,,,,,unsqueeze,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk, 1]]",[93],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
96,mamba,,,,,expand,"[[B, n_h_ssm, 1, d_chunk, 1]]",,,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",[95],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],prefill,True
97,mamba,,,,,ones,[],,,"[[d_chunk, d_chunk]]",[],0,mamba,,1,model.layers.0.mamba,aten.ones.default,[],prefill,True
98,mamba,,,,,tril,"[[d_chunk, d_chunk]]",,,"[[d_chunk, d_chunk]]",[97],0,mamba,,1,model.layers.0.mamba,aten.tril.default,[],prefill,True
99,mamba,,,,,bitwise_not,"[[d_chunk, d_chunk]]",,,"[[d_chunk, d_chunk]]",[98],0,mamba,,1,model.layers.0.mamba,aten.bitwise_not.default,[],prefill,True
100,mamba,,,,,masked_fill,"[[B, n_h_ssm, 1, d_chunk, d_chunk], [d_chunk, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]","[96, 99]",0,mamba,,1,model.layers.0.mamba,aten.masked_fill.Scalar,[],prefill,True
101,mamba,,,,,cumsum,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",[100],0,mamba,,1,model.layers.0.mamba,aten.cumsum.default,[],prefill,False
102,mamba,,,,,ones,[],,,"[[d_chunk, d_chunk]]",[],0,mamba,,1,model.layers.0.mamba,aten.ones.default,[],prefill,True
103,mamba,,,,,tril,"[[d_chunk, d_chunk]]",,,"[[d_chunk, d_chunk]]",[102],0,mamba,,1,model.layers.0.mamba,aten.tril.default,[],prefill,True
104,mamba,,,,,bitwise_not,"[[d_chunk, d_chunk]]",,,"[[d_chunk, d_chunk]]",[103],0,mamba,,1,model.layers.0.mamba,aten.bitwise_not.default,[],prefill,True
105,mamba,,,,,masked_fill,"[[B, n_h_ssm, 1, d_chunk, d_chunk], [d_chunk, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]","[101, 104]",0,mamba,,1,model.layers.0.mamba,aten.masked_fill.Scalar,[],prefill,True
106,mamba,,,,,exp,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",[105],0,mamba,,1,model.layers.0.mamba,aten.exp.default,[],prefill,False
107,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, 1, n_h_ssm, d_state]]",[92],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
108,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, 1, d_chunk, n_h_ssm, d_state]]",[90],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
109,mamba,,,,,elementwise_mul,"[[B, 1, d_chunk, 1, n_h_ssm, d_state], [B, 1, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, d_state]]","[107, 108]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
110,mamba,,,,,sum,"[[B, 1, d_chunk, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",[109],0,mamba,,1,model.layers.0.mamba,aten.sum.dim_IntList,[],prefill,True
111,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",[110],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
112,mamba,,,,,permute,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",[106],0,mamba,,1,model.layers.0.mamba,aten.permute.default,[],prefill,True
113,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",[112],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
114,mamba,,,,,elementwise_mul,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1], [B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]","[111, 113]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
115,mamba,,,,,sum,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",[114],0,mamba,,1,model.layers.0.mamba,aten.sum.dim_IntList,[],prefill,True
116,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",[115],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
117,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, 1, d_chunk, n_h_ssm, d_head_ssm]]",[86],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
118,mamba,,,,,elementwise_mul,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1], [B, 1, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, d_head_ssm]]","[116, 117]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
119,mamba,,,,,sum,"[[B, 1, d_chunk, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",[118],0,mamba,,1,model.layers.0.mamba,aten.sum.dim_IntList,[],prefill,True
120,mamba,,,,,slice,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, 1]]",[94],0,mamba,,1,model.layers.0.mamba,aten.slice.Tensor,[],prefill,True
121,mamba,,,,,sub,"[[B, n_h_ssm, 1, 1], [B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk]]","[94, 120]",0,mamba,,1,model.layers.0.mamba,aten.sub.Tensor,[],prefill,True
122,mamba,,,,,exp,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk]]",[121],0,mamba,,1,model.layers.0.mamba,aten.exp.default,[],prefill,False
123,mamba,,,,,permute,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, 1, d_chunk, n_h_ssm]]",[122],0,mamba,,1,model.layers.0.mamba,aten.permute.default,[],prefill,True
124,mamba,,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, 1]]",[123],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
125,mamba,,,,,elementwise_mul,"[[B, 1, d_chunk, n_h_ssm, d_state], [B, 1, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, n_h_ssm, d_state]]","[90, 124]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
126,mamba,,,,,permute,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_chunk, d_state]]",[125],0,mamba,,1,model.layers.0.mamba,aten.permute.default,[],prefill,True
127,mamba,,,,,unsqueeze,"[[B, 1, n_h_ssm, d_chunk, d_state]]",,,"[[B, 1, n_h_ssm, d_chunk, d_state, 1]]",[126],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
128,mamba,,,,,permute,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_chunk, d_head_ssm]]",[86],0,mamba,,1,model.layers.0.mamba,aten.permute.default,[],prefill,True
129,mamba,,,,,unsqueeze,"[[B, 1, n_h_ssm, d_chunk, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_chunk, 1, d_head_ssm]]",[128],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],prefill,True
130,mamba,,,,,elementwise_mul,"[[B, 1, n_h_ssm, d_chunk, d_state, 1], [B, 1, n_h_ssm, d_chunk, 1, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_chunk, d_state, d_head_ssm]]","[127, 129]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],prefill,False
131,mamba,,,,,sum,"[[B, 1, n_h_ssm, d_chunk, d_state, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_state, d_head_ssm]]",[130],0,mamba,,1,model.layers.0.mamba,aten.sum.dim_IntList,[],prefill,True
132,mamba,,,,,permute,"[[B, 1, n_h_ssm, d_state, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[131],0,mamba,,1,model.layers.0.mamba,aten.permute.default,[],prefill,True
133,mamba,,,,,alias,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[132],0,mamba,,1,model.layers.0.mamba,aten.alias.default,[],prefill,True
134,mamba,,,,,zeros_like,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[133],0,mamba,,1,model.layers.0.mamba,aten.zeros_like.default,[],prefill,True
