op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
24,attn+MoE,6,"2,6,10,14,18,21",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[13, 23]",2,,,0,model.layers.2,aten.add.Tensor,[],prefill,False
25,attn+MoE,6,"2,6,10,14,18,21",ffn_norm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[24],2,ffn_norm,,1,model.layers.2.ffn_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.ffn_norm.weight],prefill,False
26,attn+MoE,6,"2,6,10,14,18,21",feed_forward,gate,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[25],2,feed_forward,gate,2,model.layers.2.feed_forward.gate,aten.mm.default,[model.layers.2.feed_forward.gate.weight],prefill,False
27,attn+MoE,6,"2,6,10,14,18,21",feed_forward,gate,sigmoid,"[[T, E]]",,,"[[T, E]]",[26],2,feed_forward,gate,2,model.layers.2.feed_forward.gate,aten.sigmoid.default,[],prefill,False
28,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[25, 27]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten._grouped_mm.default,[model.layers.2.feed_forward.experts.gate_up_proj],prefill,False
29,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[28],2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.silu.default,[],prefill,False
30,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[28, 29]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.mul.Tensor,[],prefill,False
31,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[27, 30]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten._grouped_mm.default,[model.layers.2.feed_forward.experts.down_proj],prefill,False
32,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[27, 31]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.mul.Tensor,[],prefill,False
33,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[27, 32]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.sum.dim_IntList,[],prefill,True
34,attn+MoE,6,"2,6,10,14,18,21",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[24, 33]",2,,,0,model.layers.2,aten.add.Tensor,[],prefill,False
35,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",operator_norm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[34],3,operator_norm,,1,model.layers.3.operator_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.operator_norm.weight],prefill,False
36,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",conv,in_proj,matmul,"[[T, d_model], [d_model, 3*d_model]]","[3*d_model, d_model]",1,"[[T, 3*d_model]]",[35],3,conv,in_proj,2,model.layers.3.conv.in_proj,aten.mm.default,[model.layers.3.conv.in_proj.weight],prefill,False
37,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",conv,conv,conv1d,"[[B, d_model, T], [d_model, B, d_conv]]","[d_model, 1, d_conv]",1,"[[B, d_model, 18]]",[36],3,conv,conv,2,model.layers.3.conv.conv,aten.convolution.default,[model.layers.3.conv.conv.weight],prefill,False
38,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",conv,out_proj,matmul,"[[T, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[T, d_model]]","[36, 37]",3,conv,out_proj,2,model.layers.3.conv.out_proj,aten.mm.default,[model.layers.3.conv.out_proj.weight],prefill,False
39,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[34, 38]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
40,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",ffn_norm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[39],3,ffn_norm,,1,model.layers.3.ffn_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.ffn_norm.weight],prefill,False
41,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,gate,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[40],3,feed_forward,gate,2,model.layers.3.feed_forward.gate,aten.mm.default,[model.layers.3.feed_forward.gate.weight],prefill,False
42,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,gate,sigmoid,"[[T, E]]",,,"[[T, E]]",[41],3,feed_forward,gate,2,model.layers.3.feed_forward.gate,aten.sigmoid.default,[],prefill,False
43,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,grouped_matmul,"[[k*T, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k*T, 2*d_moe]]","[40, 42]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten._grouped_mm.default,[model.layers.3.feed_forward.experts.gate_up_proj],prefill,False
44,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,silu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[43],3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.silu.default,[],prefill,False
45,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,,"[[k*T, d_moe]]","[43, 44]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.mul.Tensor,[],prefill,False
46,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k*T, d_model]]","[42, 45]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten._grouped_mm.default,[model.layers.3.feed_forward.experts.down_proj],prefill,False
47,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,,"[[k*T, d_model]]","[42, 46]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.mul.Tensor,[],prefill,False
48,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[42, 47]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.sum.dim_IntList,[],prefill,True
49,SSM+MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[39, 48]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
50,norm,1,,model,embedding_norm,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[49],,other,,2,model.embedding_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.embedding_norm.weight],prefill,False
51,head,1,,lm_head,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[50],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],prefill,False
