op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
11,FFN,2,0-1,feed_forward,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[9, 10]",0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],decode,False
12,FFN,2,0-1,feed_forward,w2,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]",[11],0,feed_forward,w2,2,model.layers.0.feed_forward.w2,aten.mm.default,[model.layers.0.feed_forward.w2.weight],decode,False
13,FFN,2,0-1,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[6, 12]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
14,attn+MoE,6,"2,6,10,14,18,21",operator_norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[13],2,operator_norm,,1,model.layers.2.operator_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.operator_norm.weight],decode,False
15,attn+MoE,6,"2,6,10,14,18,21",self_attn,q_proj,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[d_model, n_h*d_head]",1,"[[B, n_h*d_head]]",[14],2,self_attn,q_proj,2,model.layers.2.self_attn.q_proj,aten.mm.default,[model.layers.2.self_attn.q_proj.weight],decode,False
16,attn+MoE,6,"2,6,10,14,18,21",self_attn,q_layernorm,rmsnorm,"[[B, 1, n_h, d_head]]",[d_head],-1,"[[B, 1, n_h, d_head]]",[15],2,self_attn,q_layernorm,2,model.layers.2.self_attn.q_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.self_attn.q_layernorm.weight],decode,False
17,attn+MoE,6,"2,6,10,14,18,21",self_attn,k_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[14],2,self_attn,k_proj,2,model.layers.2.self_attn.k_proj,aten.mm.default,[model.layers.2.self_attn.k_proj.weight],decode,False
18,attn+MoE,6,"2,6,10,14,18,21",self_attn,k_layernorm,rmsnorm,"[[B, 1, n_kv, d_head]]",[d_head],-1,"[[B, 1, n_kv, d_head]]",[17],2,self_attn,k_layernorm,2,model.layers.2.self_attn.k_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.self_attn.k_layernorm.weight],decode,False
19,attn+MoE,6,"2,6,10,14,18,21",self_attn,v_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[14],2,self_attn,v_proj,2,model.layers.2.self_attn.v_proj,aten.mm.default,[model.layers.2.self_attn.v_proj.weight],decode,False
20,attn+MoE,6,"2,6,10,14,18,21",self_attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[1, 16, 18]",2,self_attn,,1,model.layers.2.self_attn,aten.bmm.default,[],decode,False
21,attn+MoE,6,"2,6,10,14,18,21",self_attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[20],2,self_attn,,1,model.layers.2.self_attn,aten._softmax.default,[],decode,False
22,attn+MoE,6,"2,6,10,14,18,21",self_attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[19, 21]",2,self_attn,,1,model.layers.2.self_attn,aten.bmm.default,[],decode,False
23,attn+MoE,6,"2,6,10,14,18,21",self_attn,out_proj,matmul,"[[B, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[B, n_h*d_head]]",[22],2,self_attn,out_proj,2,model.layers.2.self_attn.out_proj,aten.mm.default,[model.layers.2.self_attn.out_proj.weight],decode,False
24,attn+MoE,6,"2,6,10,14,18,21",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[13, 23]",2,,,0,model.layers.2,aten.add.Tensor,[],decode,False
25,attn+MoE,6,"2,6,10,14,18,21",ffn_norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[24],2,ffn_norm,,1,model.layers.2.ffn_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.2.ffn_norm.weight],decode,False
26,attn+MoE,6,"2,6,10,14,18,21",feed_forward,gate,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[25],2,feed_forward,gate,2,model.layers.2.feed_forward.gate,aten.mm.default,[model.layers.2.feed_forward.gate.weight],decode,False
27,attn+MoE,6,"2,6,10,14,18,21",feed_forward,gate,sigmoid,"[[B, E]]",,,"[[B, E]]",[26],2,feed_forward,gate,2,model.layers.2.feed_forward.gate,aten.sigmoid.default,[],decode,False
28,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[25, 27]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten._grouped_mm.default,[model.layers.2.feed_forward.experts.gate_up_proj],decode,False
29,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[28],2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.silu.default,[],decode,False
30,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[28, 29]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.mul.Tensor,[],decode,False
31,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[27, 30]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten._grouped_mm.default,[model.layers.2.feed_forward.experts.down_proj],decode,False
32,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[27, 31]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.mul.Tensor,[],decode,False
33,attn+MoE,6,"2,6,10,14,18,21",feed_forward,experts,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[27, 32]",2,feed_forward,experts,2,model.layers.2.feed_forward.experts,aten.sum.dim_IntList,[],decode,True
34,attn+MoE,6,"2,6,10,14,18,21",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[24, 33]",2,,,0,model.layers.2,aten.add.Tensor,[],decode,False
35,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",operator_norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[34],3,operator_norm,,1,model.layers.3.operator_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.operator_norm.weight],decode,False
36,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",conv,in_proj,matmul,"[[B, d_model], [d_model, 3*d_model]]","[3*d_model, d_model]",1,"[[B, 3*d_model]]",[35],3,conv,in_proj,2,model.layers.3.conv.in_proj,aten.mm.default,[model.layers.3.conv.in_proj.weight],decode,False
37,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",conv,,sum,"[[B, d_model, d_conv]]",,,"[[B, d_model]]",[36],3,conv,,1,model.layers.3.conv,aten.sum.dim_IntList,[],decode,True
38,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",conv,out_proj,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[B, d_model]]","[36, 37]",3,conv,out_proj,2,model.layers.3.conv.out_proj,aten.mm.default,[model.layers.3.conv.out_proj.weight],decode,False
39,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[34, 38]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
40,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",ffn_norm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[39],3,ffn_norm,,1,model.layers.3.ffn_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.ffn_norm.weight],decode,False
41,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,gate,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[40],3,feed_forward,gate,2,model.layers.3.feed_forward.gate,aten.mm.default,[model.layers.3.feed_forward.gate.weight],decode,False
42,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,gate,sigmoid,"[[B, E]]",,,"[[B, E]]",[41],3,feed_forward,gate,2,model.layers.3.feed_forward.gate,aten.sigmoid.default,[],decode,False
43,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[40, 42]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten._grouped_mm.default,[model.layers.3.feed_forward.experts.gate_up_proj],decode,False
44,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[43],3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.silu.default,[],decode,False
45,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[43, 44]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.mul.Tensor,[],decode,False
46,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[42, 45]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten._grouped_mm.default,[model.layers.3.feed_forward.experts.down_proj],decode,False
47,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[42, 46]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.mul.Tensor,[],decode,False
48,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",feed_forward,experts,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[42, 47]",3,feed_forward,experts,2,model.layers.3.feed_forward.experts,aten.sum.dim_IntList,[],decode,True
49,MoE,16,"3-5,7-9,11-13,15-17,19-20,22-23",,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[39, 48]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
50,norm,1,,model,embedding_norm,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[49],,other,,2,model.embedding_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.embedding_norm.weight],decode,False
51,head,1,,lm_head,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[50],,other,,1,lm_head,aten.mm.default,[model.embed_tokens.weight],decode,False
