op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
13,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",norm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[12],1,norm,,1,model.layers.1.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.norm.weight],prefill,False
14,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,gate,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[13],1,mixer,gate,2,model.layers.1.mixer.gate,aten.mm.default,[model.layers.1.mixer.gate.weight],prefill,False
15,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,gate,,sigmoid,"[[T, E]]",,,"[[T, E]]",[14],1,mixer,gate,2,model.layers.1.mixer.gate,aten.sigmoid.default,[],prefill,False
16,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,fc1_latent_proj,,matmul,"[[T, d_model], [d_model, n_g*d_state]]","[n_g*d_state, d_model]",1,"[[T, n_g*d_state]]",[13],1,mixer,fc1_latent_proj,2,model.layers.1.mixer.fc1_latent_proj,aten.mm.default,[model.layers.1.mixer.fc1_latent_proj.weight],prefill,False
17,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,experts,,grouped_matmul,"[[k*T, n_g*d_state], [E, n_g*d_state, d_moe], [E]]","[E, d_moe, n_g*d_state]",1,"[[k*T, d_moe]]","[15, 16]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.up_proj],prefill,False
18,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,experts,act_fn,relu,"[[k*T, d_moe]]",,,"[[k*T, d_moe]]",[17],1,mixer,experts,3,model.layers.1.mixer.experts.act_fn,aten.relu.default,[],prefill,True
19,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,experts,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, n_g*d_state], [E]]","[E, n_g*d_state, d_moe]",1,"[[k*T, n_g*d_state]]","[15, 18]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.down_proj],prefill,False
20,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,fc2_latent_proj,,matmul,"[[T, n_g*d_state], [n_g*d_state, d_model]]","[d_model, n_g*d_state]",1,"[[T, d_model]]","[15, 19]",1,mixer,fc2_latent_proj,2,model.layers.1.mixer.fc2_latent_proj,aten.mm.default,[model.layers.1.mixer.fc2_latent_proj.weight],prefill,False
21,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,shared_experts,up_proj,matmul,"[[T, d_model], [d_model, d_shared]]","[d_shared, d_model]",1,"[[T, d_shared]]",[13],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.up_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.up_proj.weight],prefill,False
22,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,shared_experts,act_fn,relu,"[[B, T, d_shared]]",,,"[[B, T, d_shared]]",[21],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.act_fn,aten.relu.default,[],prefill,True
23,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,shared_experts,down_proj,matmul,"[[T, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[T, d_model]]",[22],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.down_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.down_proj.weight],prefill,False
24,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[20, 23]",1,mixer,,1,model.layers.1.mixer,aten.add.Tensor,[],prefill,False
25,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 24]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
26,attn,8,"7,16,25,36,47,58,69,78",norm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[12],7,norm,,1,model.layers.7.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.7.norm.weight],prefill,False
27,attn,8,"7,16,25,36,47,58,69,78",mixer,q_proj,,matmul,"[[T, d_model], [d_model, n_h*d_head]]","[d_model, n_h*d_head]",1,"[[T, n_h*d_head]]",[26],7,mixer,q_proj,2,model.layers.7.mixer.q_proj,aten.mm.default,[model.layers.7.mixer.q_proj.weight],prefill,False
28,attn,8,"7,16,25,36,47,58,69,78",mixer,k_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[26],7,mixer,k_proj,2,model.layers.7.mixer.k_proj,aten.mm.default,[model.layers.7.mixer.k_proj.weight],prefill,False
29,attn,8,"7,16,25,36,47,58,69,78",mixer,v_proj,,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[26],7,mixer,v_proj,2,model.layers.7.mixer.v_proj,aten.mm.default,[model.layers.7.mixer.v_proj.weight],prefill,False
30,attn,8,"7,16,25,36,47,58,69,78",mixer,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[27, 28]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],prefill,False
31,attn,8,"7,16,25,36,47,58,69,78",mixer,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[30],7,mixer,,1,model.layers.7.mixer,aten._softmax.default,[],prefill,False
32,attn,8,"7,16,25,36,47,58,69,78",mixer,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[29, 31]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],prefill,False
33,attn,8,"7,16,25,36,47,58,69,78",mixer,o_proj,,matmul,"[[T, n_h*d_head], [n_h*d_head, n_h*d_head]]","[n_h*d_head, n_h*d_head]",1,"[[T, n_h*d_head]]",[32],7,mixer,o_proj,2,model.layers.7.mixer.o_proj,aten.mm.default,[model.layers.7.mixer.o_proj.weight],prefill,False
34,attn,8,"7,16,25,36,47,58,69,78",,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[12, 33]",7,,,0,model.layers.7,aten.add.Tensor,[],prefill,False
35,norm,1,,model,norm_f,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[25],,other,,2,model.norm_f,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm_f.weight],prefill,False
36,head,1,,lm_head,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[35],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
