op_id,block_type,repeat,layers,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
10,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",norm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[9],1,norm,,1,model.layers.1.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.norm.weight],decode,False
11,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[10],1,mixer,gate,2,model.layers.1.mixer.gate,aten.mm.default,[model.layers.1.mixer.gate.weight],decode,False
12,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,gate,,sigmoid,"[[B, E]]",,,"[[B, E]]",[11],1,mixer,gate,2,model.layers.1.mixer.gate,aten.sigmoid.default,[],decode,False
13,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,fc1_latent_proj,,matmul,"[[B, d_model], [d_model, n_g*d_state]]","[n_g*d_state, d_model]",1,"[[B, n_g*d_state]]",[10],1,mixer,fc1_latent_proj,2,model.layers.1.mixer.fc1_latent_proj,aten.mm.default,[model.layers.1.mixer.fc1_latent_proj.weight],decode,False
14,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,experts,,grouped_matmul,"[[k, n_g*d_state], [E, n_g*d_state, d_moe], [E]]","[E, d_moe, n_g*d_state]",1,"[[k, d_moe]]","[12, 13]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.up_proj],decode,False
15,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,experts,act_fn,relu,"[[k, d_moe]]",,,"[[k, d_moe]]",[14],1,mixer,experts,3,model.layers.1.mixer.experts.act_fn,aten.relu.default,[],decode,True
16,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, n_g*d_state], [E]]","[E, n_g*d_state, d_moe]",1,"[[k, n_g*d_state]]","[12, 15]",1,mixer,experts,2,model.layers.1.mixer.experts,aten._grouped_mm.default,[model.layers.1.mixer.experts.down_proj],decode,False
17,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,fc2_latent_proj,,matmul,"[[B, n_g*d_state], [n_g*d_state, d_model]]","[d_model, n_g*d_state]",1,"[[B, d_model]]","[12, 16]",1,mixer,fc2_latent_proj,2,model.layers.1.mixer.fc2_latent_proj,aten.mm.default,[model.layers.1.mixer.fc2_latent_proj.weight],decode,False
18,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, d_shared]]","[d_shared, d_model]",1,"[[B, d_shared]]",[10],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.up_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.up_proj.weight],decode,False
19,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,shared_experts,act_fn,relu,"[[B, 1, d_shared]]",,,"[[B, 1, d_shared]]",[18],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.act_fn,aten.relu.default,[],decode,True
20,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,shared_experts,down_proj,matmul,"[[B, d_shared], [d_shared, d_model]]","[d_model, d_shared]",1,"[[B, d_model]]",[19],1,mixer,shared_experts,3,model.layers.1.mixer.shared_experts.down_proj,aten.mm.default,[model.layers.1.mixer.shared_experts.down_proj.weight],decode,False
21,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",mixer,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[17, 20]",1,mixer,,1,model.layers.1.mixer,aten.add.Tensor,[],decode,False
22,MoE,40,"1,3,5,8,10,12,14,17,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,54,56,59,61,63,65,67,70,72,74,76,79,81,83,85,87",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[9, 21]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
23,attn,8,"7,16,25,36,47,58,69,78",norm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[9],7,norm,,1,model.layers.7.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.7.norm.weight],decode,False
24,attn,8,"7,16,25,36,47,58,69,78",mixer,q_proj,,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[B, d_model]]",[23],7,mixer,q_proj,2,model.layers.7.mixer.q_proj,aten.mm.default,[model.layers.7.mixer.q_proj.weight],decode,False
25,attn,8,"7,16,25,36,47,58,69,78",mixer,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[23],7,mixer,k_proj,2,model.layers.7.mixer.k_proj,aten.mm.default,[model.layers.7.mixer.k_proj.weight],decode,False
26,attn,8,"7,16,25,36,47,58,69,78",mixer,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]",[23],7,mixer,v_proj,2,model.layers.7.mixer.v_proj,aten.mm.default,[model.layers.7.mixer.v_proj.weight],decode,False
27,attn,8,"7,16,25,36,47,58,69,78",mixer,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[24, 25]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],decode,False
28,attn,8,"7,16,25,36,47,58,69,78",mixer,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[27],7,mixer,,1,model.layers.7.mixer,aten._softmax.default,[],decode,False
29,attn,8,"7,16,25,36,47,58,69,78",mixer,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[26, 28]",7,mixer,,1,model.layers.7.mixer,aten.bmm.default,[],decode,False
30,attn,8,"7,16,25,36,47,58,69,78",mixer,o_proj,,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[B, d_model]]",[29],7,mixer,o_proj,2,model.layers.7.mixer.o_proj,aten.mm.default,[model.layers.7.mixer.o_proj.weight],decode,False
31,attn,8,"7,16,25,36,47,58,69,78",,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[9, 30]",7,,,0,model.layers.7,aten.add.Tensor,[],decode,False
32,norm,1,,model,norm_f,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[22],,other,,2,model.norm_f,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm_f.weight],decode,False
33,head,1,,lm_head,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[32],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
