op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
16,attn+FFN,44,0-43,self_attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[15],0,self_attn,,1,model.layers.0.self_attn,aten._softmax.default,[],decode,False
17,attn+FFN,44,0-43,self_attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[14, 16]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],decode,False
18,attn+FFN,44,0-43,self_attn,o_proj,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]",[17],0,self_attn,o_proj,2,model.layers.0.self_attn.o_proj,aten.mm.default,[model.layers.0.self_attn.o_proj.weight],decode,False
19,attn+FFN,44,0-43,,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[18],0,,,0,model.layers.0,aten.mul.Tensor,[],decode,False
20,attn+FFN,44,0-43,,,elementwise_add,"[[B, d_inner], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[10, 19]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
21,attn+FFN,44,0-43,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1, 20]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
22,attn+FFN,44,0-43,pre_ff_layernorm,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[21],0,pre_ff_layernorm,,1,model.layers.0.pre_ff_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.0.pre_ff_layernorm.weight],decode,False
23,attn+FFN,44,0-43,feed_forward,up_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]",[22],0,feed_forward,up_proj,2,model.layers.0.feed_forward.up_proj,aten.mm.default,[model.layers.0.feed_forward.up_proj.weight],decode,False
24,attn+FFN,44,0-43,feed_forward,gate_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]",[22],0,feed_forward,gate_proj,2,model.layers.0.feed_forward.gate_proj,aten.mm.default,[model.layers.0.feed_forward.gate_proj.weight],decode,False
25,attn+FFN,44,0-43,feed_forward,,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[24],0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],decode,False
26,attn+FFN,44,0-43,feed_forward,act_fn,silu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[25],0,feed_forward,act_fn,2,model.layers.0.feed_forward.act_fn,aten.silu.default,[],decode,False
27,attn+FFN,44,0-43,feed_forward,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[23, 26]",0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],decode,False
28,attn+FFN,44,0-43,feed_forward,down_proj,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]",[27],0,feed_forward,down_proj,2,model.layers.0.feed_forward.down_proj,aten.mm.default,[model.layers.0.feed_forward.down_proj.weight],decode,False
29,attn+FFN,44,0-43,feed_forward,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[28],0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],decode,False
30,attn+FFN,44,0-43,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[21, 29]",0,,,0,model.layers.0,aten.add.Tensor,[],decode,False
31,norm,1,,model,final_layernorm,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[30],,other,,2,model.final_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.final_layernorm.weight],decode,False
32,head,1,,lm_head,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[31],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
