op_id,block_type,repeat,layers,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
12,attn+FFN,44,0-43,mamba,norm,rmsnorm,"[[B, T, d_inner]]",[d_inner],-1,"[[B, T, d_inner]]","[4, 6, 8, 9, 10, 11]",0,mamba,norm,2,model.layers.0.mamba.norm,_to_copy+silu+mul+view+pow+mean+add+rsqrt+mul+view+mul+view,[model.layers.0.mamba.norm.weight],prefill,False
13,attn+FFN,44,0-43,mamba,out_proj,matmul,"[[T, d_inner], [d_inner, d_model]]","[d_model, d_inner]",1,"[[T, d_model]]",[12],0,mamba,out_proj,2,model.layers.0.mamba.out_proj,aten.mm.default,[model.layers.0.mamba.out_proj.weight],prefill,False
14,attn+FFN,44,0-43,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[13],0,,,0,model.layers.0,aten.mul.Tensor,[],prefill,False
15,attn+FFN,44,0-43,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2],0,,,0,model.layers.0,aten.mul.Tensor,[],prefill,False
16,attn+FFN,44,0-43,self_attn,q_proj,matmul,"[[T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[T, n_h*d_head]]",[15],0,self_attn,q_proj,2,model.layers.0.self_attn.q_proj,aten.mm.default,[model.layers.0.self_attn.q_proj.weight],prefill,False
17,attn+FFN,44,0-43,self_attn,k_proj,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[15],0,self_attn,k_proj,2,model.layers.0.self_attn.k_proj,aten.mm.default,[model.layers.0.self_attn.k_proj.weight],prefill,False
18,attn+FFN,44,0-43,self_attn,v_proj,matmul,"[[T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[T, n_kv*d_head]]",[15],0,self_attn,v_proj,2,model.layers.0.self_attn.v_proj,aten.mm.default,[model.layers.0.self_attn.v_proj.weight],prefill,False
19,attn+FFN,44,0-43,self_attn,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T]]",,,"[[n_h, T, T]]","[16, 17]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
20,attn+FFN,44,0-43,self_attn,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[19],0,self_attn,,1,model.layers.0.self_attn,aten._softmax.default,[],prefill,False
21,attn+FFN,44,0-43,self_attn,,batched_matmul,"[[n_h, T, T], [n_h, T, d_head]]",,,"[[n_h, T, d_head]]","[18, 20]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
22,attn+FFN,44,0-43,self_attn,o_proj,matmul,"[[T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[T, d_model]]",[21],0,self_attn,o_proj,2,model.layers.0.self_attn.o_proj,aten.mm.default,[model.layers.0.self_attn.o_proj.weight],prefill,False
23,attn+FFN,44,0-43,,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[22],0,,,0,model.layers.0,aten.mul.Tensor,[],prefill,False
24,attn+FFN,44,0-43,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[14, 23]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
25,attn+FFN,44,0-43,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[1, 24]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
26,attn+FFN,44,0-43,pre_ff_layernorm,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[25],0,pre_ff_layernorm,,1,model.layers.0.pre_ff_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.0.pre_ff_layernorm.weight],prefill,False
27,attn+FFN,44,0-43,feed_forward,up_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[26],0,feed_forward,up_proj,2,model.layers.0.feed_forward.up_proj,aten.mm.default,[model.layers.0.feed_forward.up_proj.weight],prefill,False
28,attn+FFN,44,0-43,feed_forward,gate_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]",[26],0,feed_forward,gate_proj,2,model.layers.0.feed_forward.gate_proj,aten.mm.default,[model.layers.0.feed_forward.gate_proj.weight],prefill,False
29,attn+FFN,44,0-43,feed_forward,,elementwise_mul,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[28],0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],prefill,False
30,attn+FFN,44,0-43,feed_forward,act_fn,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[29],0,feed_forward,act_fn,2,model.layers.0.feed_forward.act_fn,aten.silu.default,[],prefill,False
31,attn+FFN,44,0-43,feed_forward,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[27, 30]",0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],prefill,False
32,attn+FFN,44,0-43,feed_forward,down_proj,matmul,"[[T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[T, d_model]]",[31],0,feed_forward,down_proj,2,model.layers.0.feed_forward.down_proj,aten.mm.default,[model.layers.0.feed_forward.down_proj.weight],prefill,False
33,attn+FFN,44,0-43,feed_forward,,elementwise_mul,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[32],0,feed_forward,,1,model.layers.0.feed_forward,aten.mul.Tensor,[],prefill,False
34,attn+FFN,44,0-43,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[25, 33]",0,,,0,model.layers.0,aten.add.Tensor,[],prefill,False
35,norm,1,,model,final_layernorm,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[34],,other,,2,model.final_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.final_layernorm.weight],prefill,False
36,head,1,,lm_head,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[35],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
