op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
73,model,,,,,clone,"[[B, T, n_hc, d_model]]",,,"[[B, T, n_hc, d_model]]",[72],,other,,1,model,aten.clone.default,[],prefill,True
74,model,rotary_emb,,,,unsqueeze,[[d_rope/2]],,,"[[B, d_rope/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.main_inv_freq],prefill,True
75,model,rotary_emb,,,,unsqueeze,"[[B, d_rope/2]]",,,"[[B, d_rope/2, 1]]",[74],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
76,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[75],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
77,model,rotary_emb,,,,unsqueeze,"[[B, T]]",,,"[[B, 1, T]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
78,model,rotary_emb,,,,_to_copy,"[[B, 1, T]]",,,"[[B, 1, T]]",[77],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
79,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[76],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
80,model,rotary_emb,,,,view,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[79],,other,,2,model.rotary_emb,aten.view.default,[],prefill,True
81,model,rotary_emb,,,,expand,"[[B, 1, T]]",,,"[[B, 1, T]]",[78],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
82,model,rotary_emb,,,,view,"[[B, 1, T]]",,,"[[B, 1, T]]",[81],,other,,2,model.rotary_emb,aten.view.default,[],prefill,True
83,model,rotary_emb,,,,batched_matmul,"[[B, d_rope/2, 1], [B, 1, T]]",,,"[[B, d_rope/2, T]]","[80, 82]",,other,,2,model.rotary_emb,aten.bmm.default,[],prefill,False
84,model,rotary_emb,,,,_unsafe_view,"[[B, d_rope/2, T]]",,,"[[B, d_rope/2, T]]",[83],,other,,2,model.rotary_emb,aten._unsafe_view.default,[],prefill,True
85,model,rotary_emb,,,,transpose,"[[B, d_rope/2, T]]",,,"[[B, T, d_rope/2]]",[84],,other,,2,model.rotary_emb,aten.transpose.int,[],prefill,True
86,model,rotary_emb,,,,cos,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[85],,other,,2,model.rotary_emb,aten.cos.default,[],prefill,False
87,model,rotary_emb,,,,elementwise_mul,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[86],,other,,2,model.rotary_emb,aten.mul.Tensor,[],prefill,False
88,model,rotary_emb,,,,sin,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[85],,other,,2,model.rotary_emb,aten.sin.default,[],prefill,False
89,model,rotary_emb,,,,elementwise_mul,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[88],,other,,2,model.rotary_emb,aten.mul.Tensor,[],prefill,False
90,model,rotary_emb,,,,_to_copy,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[87],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
91,model,rotary_emb,,,,_to_copy,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[89],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
92,model,rotary_emb,,,,unsqueeze,[[d_rope/2]],,,"[[B, d_rope/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.compress_inv_freq],prefill,True
93,model,rotary_emb,,,,unsqueeze,"[[B, d_rope/2]]",,,"[[B, d_rope/2, 1]]",[92],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
94,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[93],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
95,model,rotary_emb,,,,unsqueeze,"[[B, T]]",,,"[[B, 1, T]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
96,model,rotary_emb,,,,_to_copy,"[[B, 1, T]]",,,"[[B, 1, T]]",[95],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
97,model,rotary_emb,,,,expand,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[94],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
98,model,rotary_emb,,,,view,"[[B, d_rope/2, 1]]",,,"[[B, d_rope/2, 1]]",[97],,other,,2,model.rotary_emb,aten.view.default,[],prefill,True
99,model,rotary_emb,,,,expand,"[[B, 1, T]]",,,"[[B, 1, T]]",[96],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
100,model,rotary_emb,,,,view,"[[B, 1, T]]",,,"[[B, 1, T]]",[99],,other,,2,model.rotary_emb,aten.view.default,[],prefill,True
101,model,rotary_emb,,,,batched_matmul,"[[B, d_rope/2, 1], [B, 1, T]]",,,"[[B, d_rope/2, T]]","[98, 100]",,other,,2,model.rotary_emb,aten.bmm.default,[],prefill,False
102,model,rotary_emb,,,,_unsafe_view,"[[B, d_rope/2, T]]",,,"[[B, d_rope/2, T]]",[101],,other,,2,model.rotary_emb,aten._unsafe_view.default,[],prefill,True
103,model,rotary_emb,,,,transpose,"[[B, d_rope/2, T]]",,,"[[B, T, d_rope/2]]",[102],,other,,2,model.rotary_emb,aten.transpose.int,[],prefill,True
104,model,rotary_emb,,,,cos,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[103],,other,,2,model.rotary_emb,aten.cos.default,[],prefill,False
105,model,rotary_emb,,,,elementwise_mul,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[104],,other,,2,model.rotary_emb,aten.mul.Tensor,[],prefill,False
106,model,rotary_emb,,,,sin,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[103],,other,,2,model.rotary_emb,aten.sin.default,[],prefill,False
107,model,rotary_emb,,,,elementwise_mul,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[106],,other,,2,model.rotary_emb,aten.mul.Tensor,[],prefill,False
108,model,rotary_emb,,,,_to_copy,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[105],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
109,model,rotary_emb,,,,_to_copy,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[107],,other,,2,model.rotary_emb,aten._to_copy.default,[],prefill,True
110,attn_hc,,,,,view,"[[B, T, n_hc, d_model]]",,,"[[B, T, n_hc*d_model]]",[73],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],prefill,True
111,attn_hc,,,,,_to_copy,"[[B, T, n_hc*d_model]]",,,"[[B, T, n_hc*d_model]]",[110],0,attn_hc,,1,model.layers.0.attn_hc,aten._to_copy.default,[],prefill,True
112,attn_hc,input_norm,,,,pow,"[[B, T, n_hc*d_model]]",,,"[[B, T, n_hc*d_model]]",[111],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.pow.Tensor_Scalar,[],prefill,False
113,attn_hc,input_norm,,,,mean,"[[B, T, n_hc*d_model]]",,,"[[B, T, 1]]",[112],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.mean.dim,[],prefill,False
114,attn_hc,input_norm,,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[113],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.add.Tensor,[],prefill,False
115,attn_hc,input_norm,,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[114],0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.rsqrt.default,[],prefill,False
116,attn_hc,input_norm,,,,elementwise_mul,"[[B, T, n_hc*d_model], [B, T, 1]]",,,"[[B, T, n_hc*d_model]]","[111, 115]",0,attn_hc,input_norm,2,model.layers.0.attn_hc.input_norm,aten.mul.Tensor,[],prefill,False
117,attn_hc,,,,,_to_copy,"[[(2+n_hc)*n_hc, n_hc*d_model]]","[(2+n_hc)*n_hc, n_hc*d_model]",0,"[[(2+n_hc)*n_hc, n_hc*d_model]]",[],0,attn_hc,,1,model.layers.0.attn_hc,aten._to_copy.default,[model.layers.0.attn_hc.fn],prefill,True
118,attn_hc,,,,,t,"[[(2+n_hc)*n_hc, n_hc*d_model]]","[(2+n_hc)*n_hc, n_hc*d_model]",0,"[[n_hc*d_model, (2+n_hc)*n_hc]]",[117],0,attn_hc,,1,model.layers.0.attn_hc,aten.t.default,[model.layers.0.attn_hc.fn],prefill,True
119,attn_hc,,,,,view,"[[B, T, n_hc*d_model]]",,,"[[T, n_hc*d_model]]",[116],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],prefill,True
120,attn_hc,,,,,matmul,"[[T, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[T, (2+n_hc)*n_hc]]","[118, 119]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mm.default,[model.layers.0.attn_hc.fn],prefill,False
121,attn_hc,,,,,_unsafe_view,"[[T, (2+n_hc)*n_hc]]",,,"[[B, T, (2+n_hc)*n_hc]]",[120],0,attn_hc,,1,model.layers.0.attn_hc,aten._unsafe_view.default,[],prefill,True
122,attn_hc,,,,,split_with_sizes,"[[B, T, (2+n_hc)*n_hc]]",,,"[[B, T, n_hc], [B, T, n_hc], [B, T, n_hc*n_hc]]",[121],0,attn_hc,,1,model.layers.0.attn_hc,aten.split_with_sizes.default,[],prefill,True
123,attn_hc,,,,,split_with_sizes,[[(2+n_hc)*n_hc]],,,"[[n_hc], [n_hc], [n_hc*n_hc]]",[],0,attn_hc,,1,model.layers.0.attn_hc,aten.split_with_sizes.default,[model.layers.0.attn_hc.base],prefill,True
124,attn_hc,,,,,unbind,[[3]],,,"[[], [], []]",[],0,attn_hc,,1,model.layers.0.attn_hc,aten.unbind.int,[model.layers.0.attn_hc.scale],prefill,True
125,attn_hc,,,,,elementwise_mul,"[[B, T, n_hc], []]",,,"[[B, T, n_hc]]","[122, 124]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],prefill,False
126,attn_hc,,,,,elementwise_add,"[[B, T, n_hc], [n_hc]]",,,"[[B, T, n_hc]]","[123, 125]",0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
127,attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[126],0,attn_hc,,1,model.layers.0.attn_hc,aten.sigmoid.default,[],prefill,False
128,attn_hc,,,,,elementwise_add,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[127],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
129,attn_hc,,,,,elementwise_mul,"[[B, T, n_hc], []]",,,"[[B, T, n_hc]]","[122, 124]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],prefill,False
130,attn_hc,,,,,elementwise_add,"[[B, T, n_hc], [n_hc]]",,,"[[B, T, n_hc]]","[123, 129]",0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
131,attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[130],0,attn_hc,,1,model.layers.0.attn_hc,aten.sigmoid.default,[],prefill,False
132,attn_hc,,,,,elementwise_mul,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[131],0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],prefill,False
133,attn_hc,,,,,view,"[[B, T, n_hc*n_hc]]",,,"[[B, T, n_hc, n_hc]]",[122],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],prefill,True
134,attn_hc,,,,,elementwise_mul,"[[B, T, n_hc, n_hc], []]",,,"[[B, T, n_hc, n_hc]]","[124, 133]",0,attn_hc,,1,model.layers.0.attn_hc,aten.mul.Tensor,[],prefill,False
135,attn_hc,,,,,view,[[n_hc*n_hc]],,,"[[n_hc, n_hc]]",[123],0,attn_hc,,1,model.layers.0.attn_hc,aten.view.default,[],prefill,True
136,attn_hc,,,,,elementwise_add,"[[B, T, n_hc, n_hc], [n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[134, 135]",0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
137,attn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[136],0,attn_hc,,1,model.layers.0.attn_hc,aten._softmax.default,[],prefill,False
138,attn_hc,,,,,elementwise_add,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[137],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
139,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[138],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
140,attn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[139],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
141,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[138, 140]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
142,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[141],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
143,attn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[142],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
144,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[141, 143]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
145,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[144],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
146,attn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[145],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
147,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[144, 146]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
148,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[147],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
149,attn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[148],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
150,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[147, 149]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
151,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[150],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
152,attn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[151],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
153,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[150, 152]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
154,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[153],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
155,attn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[154],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
156,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[153, 155]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
157,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[156],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
158,attn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[157],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
159,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[156, 158]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
160,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[159],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
161,attn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[160],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
162,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[159, 161]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
163,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[162],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
164,attn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[163],0,attn_hc,,1,model.layers.0.attn_hc,aten.add.Tensor,[],prefill,False
165,attn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[162, 164]",0,attn_hc,,1,model.layers.0.attn_hc,aten.div.Tensor,[],prefill,True
166,attn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[165],0,attn_hc,,1,model.layers.0.attn_hc,aten.sum.dim_IntList,[],prefill,True
